Latest: Time (min),Latest: Dissolved Oxygen 1 (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4(mg/L),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: Potential (V),Latest: Potential 2 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
38.15,6.929707056,17.24679359,25.99305097,101.8525625,6.954120873,6.924281769,7.130781982,2.065048218,2.084350586,2.034378052,2.100448608,38.15,0.815,1,,6.165985682,224,,,,,0,6.1903995,,,,6.367060609,6.160560395,,,,,,
38.16666667,6.930385217,17.20691125,25.99450013,101.8577188,6.954459954,6.92495993,7.130781982,2.065124512,2.084274292,2.03414917,2.100601196,38.16666667,0.816666667,1,,6.16844755,224,,,,,0,6.192522287,,,,6.368844315,6.163022263,,,,,,
38.18333333,6.923264521,17.20041878,25.99305097,101.8508438,6.954799035,6.924281769,7.131121063,2.065124512,2.084350586,2.034301758,2.100601196,38.18333333,0.818333333,1,,6.161596714,225,,,,,0,6.193131228,,,,6.369453256,6.162613962,,,,,,
38.2,6.92292544,17.21525872,26.01044098,101.8525625,6.954459954,6.924281769,7.130442902,2.064971924,2.084350586,2.034301758,2.100524902,38.2,0.82,1,,6.16081214,224,,,,,0,6.192346654,,,,6.368329601,6.162168469,,,,,,
38.21666667,6.923264521,17.20783875,26.01913601,101.8525625,6.949034661,6.923942688,7.130442902,2.065200806,2.084350586,2.03414917,2.100524902,38.21666667,0.821666667,1,,6.161585375,224,,,,,0,6.187355516,,,,6.368763756,6.162263542,,,,,,
38.23333333,6.929367975,17.23751863,26.00609347,101.856,6.950051904,6.924281769,7.130442902,2.064971924,2.084274292,2.034301758,2.100524902,38.23333333,0.823333333,1,,6.166216282,225,,,,,0,6.186900211,,,,6.367291209,6.161130076,,,,,,
38.25,6.929707056,17.20227377,26.01044098,101.8525625,6.954459954,6.928011658,7.130442902,2.065048218,2.084274292,2.034225464,2.100448608,38.25,0.825,1,,6.168168595,224,,,,,0,6.192921493,,,,6.36890444,6.166473196,,,,,,
38.26666667,6.929707056,17.24030112,26.00899181,101.8542813,6.954459954,6.928011658,7.134511871,2.065124512,2.08442688,2.034301758,2.100524902,38.26666667,0.826666667,1,,6.166467485,224,,,,,0,6.191220383,,,,6.371272301,6.164772087,,,,,,
38.28333333,6.930385217,17.20412876,26.02638188,101.8525625,6.954799035,6.928689819,7.134511871,2.065124512,2.084350586,2.034225464,2.10067749,38.28333333,0.828333333,1,,6.16895828,225,,,,,0,6.193372097,,,,6.373084933,6.167262881,,,,,,
38.3,6.923942682,17.23102615,26.03652611,101.8542813,6.954459954,6.928350739,7.134511871,2.0652771,2.084350586,2.03414917,2.100372314,38.3,0.83,1,,6.161448609,224,,,,,0,6.191965881,,,,6.372017798,6.165856665,,,,,,
38.31666667,6.92292544,17.24030112,26.02783105,101.856,6.954459954,6.924281769,7.134172791,2.065048218,2.084274292,2.034072876,2.100372314,38.31666667,0.831666667,1,,6.159915201,224,,,,,0,6.191449716,,,,6.371162552,6.16127153,,,,,,
38.33333333,6.917161066,17.20134627,26.03217858,101.8525625,6.954799035,6.92462085,7.134172791,2.065048218,2.08442688,2.034301758,2.100601196,38.33333333,0.833333333,1,,6.155927624,225,,,,,0,6.193565592,,,,6.372939348,6.163387407,,,,,,
38.35,6.917161066,17.24586609,26.02058518,101.856,6.95683352,6.925299011,7.134850952,2.065124512,2.08442688,2.03414917,2.100448608,38.35,0.835,1,,6.153816342,224,,,,,0,6.193488795,,,,6.371506228,6.161954287,,,,,,
38.36666667,6.917500147,17.20412876,26.0307294,101.8577188,6.954799035,6.923264526,7.134172791,2.065048218,2.084274292,2.03414917,2.100448608,38.36666667,0.836666667,1,,6.156125981,224,,,,,0,6.193424869,,,,6.372798624,6.16189036,,,,,,
38.38333333,6.917839228,17.22731617,26.02058518,101.856,6.954459954,6.918178314,7.134511871,2.065200806,2.084350586,2.034225464,2.100372314,38.38333333,0.838333333,1,,6.155315569,225,,,,,0,6.191936295,,,,6.371988212,6.155654655,,,,,,
38.4,6.913092097,17.19856378,26.02783105,101.8594375,6.954459954,6.919534637,7.134511871,2.065124512,2.084350586,2.03453064,2.100524902,38.4,0.84,1,,6.151929043,224,,,,,0,6.1932969,,,,6.373348817,6.158371583,,,,,,
38.41666667,6.913092097,17.23751863,26.02783105,101.856,6.954799035,6.911057617,7.130781982,2.065048218,2.084503174,2.034378052,2.100448608,38.41666667,0.841666667,1,,6.150205004,224,,,,,0,6.191911942,,,,6.36789489,6.148170524,,,,,,
38.43333333,6.913092097,17.19949128,26.01913601,101.8594375,6.949712823,6.911396698,7.124339447,2.065124512,2.084350586,2.03414917,2.100448608,38.43333333,0.843333333,1,,6.151782439,225,,,,,0,6.188403165,,,,6.363029789,6.15008704,,,,,,
38.45,6.912753016,17.22453368,26.02348353,101.8542813,6.949034661,6.911396698,7.125356689,2.065124512,2.08442688,2.034225464,2.100448608,38.45,0.845,1,,6.150387757,224,,,,,0,6.186669402,,,,6.36299143,6.149031439,,,,,,
38.46666667,6.913431177,17.20134627,26.0307294,101.8577188,6.942931207,6.911735779,7.126713013,2.065048218,2.08442688,2.034301758,2.100601196,38.46666667,0.846666667,1,,6.152180151,224,,,,,0,6.181680181,,,,6.365461986,6.150484753,,,,,,
38.48333333,6.912753016,17.20041878,26.03507693,101.8594375,6.938862237,6.908344971,7.124678528,2.065124512,2.084579468,2.034225464,2.100448608,38.48333333,0.848333333,1,,6.151595779,225,,,,,0,6.177705001,,,,6.363521291,6.147187734,,,,,,
38.5,6.913092097,17.19949128,26.0249327,101.8508438,6.933097864,6.906988647,7.125017609,2.065124512,2.08442688,2.034378052,2.100601196,38.5,0.85,1,,6.151852817,224,,,,,0,6.171858584,,,,6.363778329,6.145749367,,,,,,
38.51666667,6.912753016,17.21340372,26.01913601,101.8577188,6.933097864,6.911735779,7.125017609,2.065200806,2.084579468,2.034454346,2.100524902,38.51666667,0.851666667,1,,6.150827545,224,,,,,0,6.171172393,,,,6.363092138,6.149810308,,,,,,
38.53333333,6.912753016,17.20320126,26.00899181,101.856,6.932758783,6.911735779,7.125356689,2.065124512,2.084274292,2.034301758,2.100448608,38.53333333,0.853333333,1,,6.15115588,225,,,,,0,6.171161647,,,,6.363759554,6.150138643,,,,,,
38.55,6.912413935,17.20320126,26.03507693,101.8594375,6.933097864,6.911735779,7.11721875,2.065200806,2.084197998,2.034301758,2.100601196,38.55,0.855,1,,6.151133567,224,,,,,0,6.171817496,,,,6.355938382,6.150455411,,,,,,
38.56666667,6.905293238,17.23751863,26.03797529,101.8508438,6.933097864,6.911057617,7.112810699,2.064971924,2.084197998,2.034301758,2.100448608,38.56666667,0.856666667,1,,6.142529478,224,,,,,0,6.170334104,,,,6.350046939,6.148293857,,,,,,
38.58333333,6.896138057,17.20598375,26.04956873,101.8611563,6.933097864,6.911396698,7.113488861,2.065200806,2.084503174,2.034378052,2.100601196,38.58333333,0.858333333,1,,6.1349103,225,,,,,0,6.171870107,,,,6.352261105,6.150168942,,,,,,
38.6,6.897155299,17.22267869,26.03362776,101.856,6.936488672,6.911057617,7.11314978,2.065048218,2.084350586,2.034454346,2.100524902,38.6,0.86,1,,6.13499541,224,,,,,0,6.174328782,,,,6.350989891,6.148897728,,,,,,
38.61666667,6.896138057,17.25606855,26.03217858,101.8594375,6.938523157,6.910718536,7.114167023,2.065048218,2.084350586,2.034225464,2.100524902,38.61666667,0.861666667,1,,6.132482918,224,,,,,0,6.174868018,,,,6.350511884,6.147063398,,,,,,
38.63333333,6.896816218,17.20134627,26.02783105,101.856,6.938184076,6.911735779,7.113488861,2.065200806,2.084350586,2.034378052,2.100524902,38.63333333,0.863333333,1,,6.135530019,225,,,,,0,6.176897876,,,,6.352202661,6.150449579,,,,,,
38.65,6.895798976,17.23195365,26.01623766,101.8577188,6.938523157,6.910718536,7.113488861,2.065200806,2.084503174,2.034301758,2.100601196,38.65,0.865,1,,6.133017154,224,,,,,0,6.175741334,,,,6.350707039,6.147936714,,,,,,
38.66666667,6.895798976,17.20598375,26.00899181,101.856,6.938523157,6.911396698,7.113827942,2.065124512,2.084503174,2.034225464,2.100448608,38.66666667,0.866666667,1,,6.134078658,224,,,,,0,6.176802838,,,,6.352107624,6.14967638,,,,,,
38.68333333,6.895459895,17.21618621,26.01189015,101.8577188,6.938523157,6.911057617,7.116540588,2.065048218,2.084350586,2.034225464,2.100372314,38.68333333,0.868333333,1,,6.133323161,225,,,,,0,6.176386422,,,,6.354403854,6.148920883,,,,,,
38.7,6.896138057,17.20134627,25.99884763,101.8542813,6.938184076,6.910718536,7.113827942,2.065200806,2.084655762,2.034225464,2.100448608,38.7,0.87,1,,6.134499701,224,,,,,0,6.17654572,,,,6.352189587,6.149080181,,,,,,
38.71666667,6.9059714,17.20505626,25.99884763,101.856,6.938184076,6.911396698,7.11314978,2.065048218,2.08442688,2.034301758,2.100448608,38.71666667,0.871666667,1,,6.144168774,224,,,,,0,6.17638145,,,,6.351347155,6.149594073,,,,,,
38.73333333,6.905632319,17.20598375,26.00754264,101.8577188,6.938862237,6.911057617,7.11314978,2.065048218,2.084274292,2.034378052,2.100448608,38.73333333,0.873333333,1,,6.143894382,225,,,,,0,6.1771243,,,,6.351411843,6.14931968,,,,,,
38.75,6.894442653,17.21340372,26.00899181,101.8577188,6.938523157,6.911396698,7.108402649,2.065048218,2.084274292,2.034225464,2.10067749,38.75,0.875,1,,6.132393848,224,,,,,0,6.176474351,,,,6.346353844,6.149347893,,,,,,
38.76666667,6.897155299,17.2198962,26.01044098,101.8577188,6.933097864,6.907327728,7.10874173,2.065048218,2.084274292,2.034378052,2.100524902,38.76666667,0.876666667,1,,6.134836699,224,,,,,0,6.170779264,,,,6.34642313,6.145009128,,,,,,
38.78333333,6.892069087,17.20876624,26.02928023,101.8577188,6.933436945,6.90800589,7.109419891,2.065200806,2.084503174,2.034301758,2.100524902,38.78333333,0.878333333,1,,6.130472094,225,,,,,0,6.171839952,,,,6.347822899,6.146408897,,,,,,
38.8,6.888000118,17.19949128,26.03217858,101.856,6.933097864,6.907666809,7.109419891,2.065048218,2.084350586,2.034378052,2.100448608,38.8,0.88,1,,6.126848767,224,,,,,0,6.171946513,,,,6.34826854,6.146515458,,,,,,
38.81666667,6.887661037,17.22917116,26.02638188,101.856,6.933436945,6.907666809,7.109419891,2.065200806,2.084274292,2.034378052,2.100448608,38.81666667,0.881666667,1,,6.125125763,224,,,,,0,6.170901671,,,,6.346884617,6.145131535,,,,,,
38.83333333,6.887661037,17.20134627,26.01768684,101.8577188,6.933436945,6.907666809,7.108402649,2.065200806,2.084350586,2.034454346,2.100524902,38.83333333,0.883333333,1,,6.12625167,225,,,,,0,6.172027577,,,,6.346993282,6.146257442,,,,,,
38.85,6.881218502,17.23751863,26.02928023,101.856,6.933436945,6.907666809,7.110098053,2.065124512,2.084350586,2.034225464,2.100448608,38.85,0.885,1,,6.118349034,224,,,,,0,6.170567476,,,,6.347228585,6.144797341,,,,,,
38.86666667,6.879862179,17.1939263,26.03507693,101.8542813,6.933436945,6.908684052,7.109419891,2.065048218,2.08442688,2.034454346,2.100448608,38.86666667,0.886666667,1,,6.118992249,224,,,,,0,6.172567015,,,,6.348549961,6.147814122,,,,,,
38.88333333,6.88054034,17.20320126,26.03507693,101.856,6.933097864,6.907666809,7.108402649,2.064971924,2.084503174,2.034225464,2.10067749,38.88333333,0.888333333,1,,6.119259972,225,,,,,0,6.171817496,,,,6.347122281,6.146386441,,,,,,
38.9,6.880879421,17.20876624,26.04667037,101.8577188,6.933097864,6.907666809,7.11314978,2.065124512,2.084350586,2.034301758,2.100448608,38.9,0.89,1,,6.119493423,224,,,,,0,6.171711865,,,,6.351763782,6.146280811,,,,,,
38.91666667,6.877149532,17.20320126,26.05681465,101.856,6.933436945,6.907327728,7.113488861,2.065124512,2.084579468,2.034378052,2.100524902,38.91666667,0.891666667,1,,6.116132664,224,,,,,0,6.172420077,,,,6.352471993,6.146310861,,,,,,
38.93333333,6.876471371,17.20227377,26.06406057,101.856,6.933097864,6.901224274,7.118575073,2.065048218,2.084274292,2.03414917,2.100448608,38.93333333,0.893333333,1,,6.115583266,225,,,,,0,6.172209759,,,,6.357686968,6.140336169,,,,,,
38.95,6.876810451,17.25885104,26.05536546,101.8542813,6.933436945,6.902580597,7.118575073,2.065124512,2.084503174,2.034378052,2.100448608,38.95,0.895,1,,6.113314198,224,,,,,0,6.169940691,,,,6.35507882,6.139084344,,,,,,
38.96666667,6.876810451,17.19949128,26.04087365,101.8508438,6.933436945,6.902580597,7.113488861,2.065124512,2.084350586,2.034225464,2.100448608,38.96666667,0.896666667,1,,6.115764552,224,,,,,0,6.172391045,,,,6.352442962,6.141534698,,,,,,
38.98333333,6.87613229,17.23751863,26.0307294,101.8594375,6.929367975,6.908344971,7.113488861,2.065048218,2.08442688,2.034225464,2.100524902,38.98333333,0.898333333,1,,6.113280444,225,,,,,0,6.16651613,,,,6.350637016,6.145493125,,,,,,
39,6.875793209,17.20227377,26.05101791,101.8542813,6.928011652,6.902580597,7.11314978,2.065124512,2.08442688,2.034301758,2.100372314,39,0.9,1,,6.11474715,224,,,,,0,6.166965593,,,,6.352103721,6.141534538,,,,,,
39.01666667,6.876810451,17.22638867,26.04087365,101.8542813,6.928350733,6.902241516,7.11314978,2.065048218,2.08442688,2.034225464,2.100524902,39.01666667,0.901666667,1,,6.114574392,224,,,,,0,6.166114673,,,,6.350913721,6.140005457,,,,,,
39.03333333,6.880879421,17.20783875,26.03362776,101.8525625,6.922586359,6.901902435,7.113488861,2.065200806,2.08442688,2.034301758,2.100524902,39.03333333,0.903333333,1,,6.119376247,225,,,,,0,6.161083185,,,,6.351985687,6.140399262,,,,,,
39.05,6.87613229,17.20041878,26.02058518,101.8542813,6.923264521,6.901563354,7.113827942,2.064971924,2.08442688,2.033996582,2.100296021,39.05,0.905,1,,6.114799176,224,,,,,0,6.161931407,,,,6.352494828,6.140230241,,,,,,
39.06666667,6.876471371,17.20505626,26.02638188,101.8542813,6.92292544,6.902241516,7.113827942,2.065048218,2.084274292,2.03414917,2.100448608,39.06666667,0.906666667,1,,6.115003383,224,,,,,0,6.161457452,,,,6.352359955,6.140773529,,,,,,
39.08333333,6.876810451,17.22453368,26.03797529,101.8525625,6.923264521,6.902580597,7.113488861,2.065124512,2.084350586,2.034225464,2.100524902,39.08333333,0.908333333,1,,6.114621278,225,,,,,0,6.161075347,,,,6.351299688,6.140391423,,,,,,
39.1,6.87613229,17.20041878,26.04232283,101.856,6.922247278,6.901902435,7.113488861,2.065200806,2.084503174,2.034301758,2.100448608,39.1,0.91,1,,6.11506292,224,,,,,0,6.161177909,,,,6.352419491,6.140833066,,,,,,
39.11666667,6.876471371,17.22731617,26.04232283,101.8525625,6.916821985,6.902241516,7.11314978,2.065048218,2.084503174,2.034301758,2.100601196,39.11666667,0.911666667,1,,6.114211868,224,,,,,0,6.154562483,,,,6.350890278,6.139982014,,,,,,
39.13333333,6.880879421,17.20041878,26.04377201,101.8525625,6.916821985,6.901902435,7.11314978,2.065124512,2.084503174,2.034301758,2.100601196,39.13333333,0.913333333,1,,6.119827619,225,,,,,0,6.155770183,,,,6.352097978,6.140850633,,,,,,
39.15,6.877149532,17.23102615,26.04522119,101.8542813,6.911396693,6.902919678,7.11314978,2.065048218,2.084503174,2.034301758,2.100524902,39.15,0.915,1,,6.114761069,224,,,,,0,6.14900823,,,,6.350761318,6.140531215,,,,,,
39.16666667,6.876810451,17.22453368,26.02928023,101.856,6.912074854,6.902919678,7.114167023,2.065200806,2.084503174,2.034225464,2.100372314,39.16666667,0.916666667,1,,6.114515649,224,,,,,0,6.149780052,,,,6.351872221,6.140624876,,,,,,
39.18333333,6.876810451,17.20783875,26.02348353,101.8611563,6.912413935,6.895120819,7.113488861,2.064971924,2.084274292,2.034378052,2.100448608,39.18333333,0.918333333,1,,6.115184117,225,,,,,0,6.150787601,,,,6.351862527,6.133494485,,,,,,
39.2,6.876471371,17.20320126,26.04377201,101.856,6.905632319,6.902241516,7.118235992,2.065124512,2.084503174,2.034301758,2.100524902,39.2,0.92,1,,6.115296454,224,,,,,0,6.144457403,,,,6.357061076,6.1410666,,,,,,
39.21666667,6.877149532,17.21433122,26.0307294,101.856,6.9059714,6.902580597,7.119253235,2.0652771,2.08442688,2.034301758,2.100448608,39.21666667,0.921666667,1,,6.115323853,224,,,,,0,6.144145721,,,,6.357427556,6.140754918,,,,,,
39.23333333,6.876810451,17.20598375,26.01913601,101.8594375,6.899867946,6.894103577,7.119253235,2.065353394,2.084350586,2.034301758,2.100448608,39.23333333,0.923333333,1,,6.115213414,225,,,,,0,6.138270908,,,,6.357656198,6.132506539,,,,,,
39.25,6.880879421,17.20783875,26.03797529,101.8577188,6.895120814,6.895120819,7.119253235,2.065124512,2.084350586,2.034225464,2.100448608,39.25,0.925,1,,6.119429002,224,,,,,0,6.133670395,,,,6.357802816,6.1336704,,,,,,
39.26666667,6.881218502,17.24864858,26.04232283,101.8542813,6.889695522,6.894781738,7.113827942,2.065124512,2.084274292,2.034606934,2.10067749,39.26666667,0.926666667,1,,6.118015101,224,,,,,0,6.126492121,,,,6.350624541,6.131578337,,,,,,
39.28333333,6.881218502,17.20320126,26.03652611,101.8542813,6.88494839,6.894781738,7.113488861,2.065200806,2.084350586,2.034225464,2.100372314,39.28333333,0.928333333,1,,6.119955714,225,,,,,0,6.123685603,,,,6.352226073,6.13351895,,,,,,
39.3,6.888000118,17.22360618,26.03217858,101.862875,6.88460931,6.890034607,7.109080811,2.0652771,2.084350586,2.034225464,2.100448608,39.3,0.93,1,,6.125781579,224,,,,,0,6.122390771,,,,6.346862271,6.127816068,,,,,,
39.31666667,6.887661037,17.20134627,26.02058518,101.856,6.88494839,6.889695526,7.110776215,2.065124512,2.084579468,2.034301758,2.100601196,39.31666667,0.931666667,1,,6.12628687,224,,,,,0,6.123574224,,,,6.349402048,6.128321359,,,,,,
39.33333333,6.895120814,17.1948538,26.02203436,101.8594375,6.88460931,6.889356445,7.110776215,2.065200806,2.08442688,2.034225464,2.100296021,39.33333333,0.933333333,1,,6.134051611,225,,,,,0,6.123540106,,,,6.349707011,6.128287242,,,,,,
39.35,6.887661037,17.20320126,26.04232283,101.856,6.88494839,6.889695526,7.109758972,2.065200806,2.084197998,2.034378052,2.100524902,39.35,0.935,1,,6.12646855,224,,,,,0,6.123755904,,,,6.348566485,6.128503039,,,,,,
39.36666667,6.896138057,17.1948538,26.04087365,101.8577188,6.88494839,6.885287476,7.113827942,2.065200806,2.084274292,2.034225464,2.100448608,39.36666667,0.936666667,1,,6.135297358,224,,,,,0,6.124107691,,,,6.352987243,6.124446776,,,,,,
39.38333333,6.896477138,17.23751863,26.04811955,101.862875,6.88494839,6.886643799,7.109419891,2.065048218,2.08442688,2.034378052,2.100448608,39.38333333,0.938333333,1,,6.133836616,225,,,,,0,6.122307869,,,,6.34677937,6.124003277,,,,,,
39.4,6.887321956,17.24122861,26.04087365,101.8577188,6.88460931,6.886304718,7.110776215,2.065124512,2.084579468,2.034225464,2.100448608,39.4,0.94,1,,6.124429256,224,,,,,0,6.12171661,,,,6.347883515,6.123412018,,,,,,
39.41666667,6.888000118,17.2189687,26.04667037,101.8594375,6.878505855,6.88698288,7.109758972,2.065124512,2.084350586,2.034301758,2.100524902,39.41666667,0.941666667,1,,6.126162721,224,,,,,0,6.116668459,,,,6.347921575,6.125145483,,,,,,
39.43333333,6.887321956,17.25235857,26.04667037,101.8577188,6.872741482,6.886304718,7.11314978,2.065200806,2.084350586,2.034378052,2.100219727,39.43333333,0.943333333,1,,6.124007255,225,,,,,0,6.109426781,,,,6.34983508,6.122990017,,,,,,
39.45,6.880879421,17.19670879,26.04956873,101.8542813,6.871724239,6.886304718,7.113488861,2.065124512,2.084503174,2.03414917,2.100372314,39.45,0.945,1,,6.120062008,224,,,,,0,6.110906826,,,,6.352671448,6.125487305,,,,,,
39.46666667,6.881218502,17.22267869,26.04811955,101.8594375,6.872402401,6.886304718,7.120270477,2.065124512,2.084503174,2.034378052,2.100448608,39.46666667,0.946666667,1,,6.119234545,224,,,,,0,6.110418444,,,,6.35828652,6.124320761,,,,,,
39.48333333,6.877149532,17.20227377,26.04522119,101.862875,6.873080563,6.885965637,7.118914154,2.065048218,2.08442688,2.034225464,2.100448608,39.48333333,0.948333333,1,,6.116033222,225,,,,,0,6.111964252,,,,6.357797843,6.124849327,,,,,,
39.5,6.876810451,17.20227377,26.03797529,101.856,6.87206332,6.886643799,7.126034851,2.065124512,2.084503174,2.034225464,2.100448608,39.5,0.95,1,,6.115606283,224,,,,,0,6.110859152,,,,6.364830683,6.125439631,,,,,,
39.51666667,6.871724239,17.20412876,26.03797529,101.8542813,6.871724239,6.886643799,7.125356689,2.065124512,2.084503174,2.034301758,2.10067749,39.51666667,0.951666667,1,,6.110437988,224,,,,,0,6.110437988,,,,6.364070438,6.125357547,,,,,,
39.53333333,6.864264462,17.20598375,26.04522119,101.8542813,6.872402401,6.886304718,7.126034851,2.065200806,2.084579468,2.034301758,2.100448608,39.53333333,0.953333333,1,,6.102984003,225,,,,,0,6.111121942,,,,6.364754392,6.125024259,,,,,,
39.55,6.858500088,17.21062123,26.05536546,101.8611563,6.871724239,6.886304718,7.126034851,2.065048218,2.084579468,2.034378052,2.100524902,39.55,0.955,1,,6.097137423,224,,,,,0,6.110361574,,,,6.364672186,6.124942053,,,,,,
39.56666667,6.858839169,17.22824366,26.0727557,101.8594375,6.871724239,6.889356445,7.119253235,2.065124512,2.08442688,2.034225464,2.100372314,39.56666667,0.956666667,1,,6.096907744,224,,,,,0,6.109792814,,,,6.35732181,6.12742502,,,,,,
39.58333333,6.85510928,17.20227377,26.06261139,101.8611563,6.867994351,6.889356445,7.119592316,2.0652771,2.084503174,2.034378052,2.100601196,39.58333333,0.958333333,1,,6.094203633,225,,,,,0,6.107088703,,,,6.358686668,6.128450798,,,,,,
39.6,6.85510928,17.19763629,26.05101791,101.8611563,6.867994351,6.889356445,7.118575073,2.065200806,2.08442688,2.034225464,2.100601196,39.6,0.96,1,,6.094268388,224,,,,,0,6.107153458,,,,6.357734181,6.128515553,,,,,,
39.61666667,6.85510928,17.2189687,26.05826383,101.8577188,6.872402401,6.890373688,7.11314978,2.065200806,2.08442688,2.034378052,2.10067749,39.61666667,0.961666667,1,,6.093412477,224,,,,,0,6.110705598,,,,6.351452977,6.128676885,,,,,,
39.63333333,6.854431119,17.20412876,26.05391628,101.8594375,6.872402401,6.889695526,7.118575073,2.065200806,2.084655762,2.034225464,2.100372314,39.63333333,0.963333333,1,,6.093338111,225,,,,,0,6.111309393,,,,6.357482065,6.128602518,,,,,,
39.65,6.855787442,17.20691125,26.04811955,101.8611563,6.86765527,6.889356445,7.119253235,2.065048218,2.084503174,2.03414917,2.100448608,39.65,0.965,1,,6.094501084,224,,,,,0,6.106368912,,,,6.357966877,6.128070088,,,,,,
39.66666667,6.85510928,17.22082369,26.04811955,101.8577188,6.86765527,6.889356445,7.119931396,2.065124512,2.084503174,2.034454346,2.100601196,39.66666667,0.966666667,1,,6.093207394,224,,,,,0,6.105753383,,,,6.35802951,6.127454559,,,,,,
39.68333333,6.858500088,17.1948538,26.06261139,101.8594375,6.861890896,6.889017365,7.118914154,2.065048218,2.08442688,2.034301758,2.100372314,39.68333333,0.968333333,1,,6.097922647,225,,,,,0,6.101313455,,,,6.358336713,6.128439923,,,,,,
39.7,6.858500088,17.19021632,26.05536546,101.856,6.855787442,6.889356445,7.118575073,2.065353394,2.08442688,2.034225464,2.100601196,39.7,0.97,1,,6.098040095,224,,,,,0,6.095327448,,,,6.35811508,6.128896452,,,,,,
39.71666667,6.864942623,17.22917116,26.04377201,101.8594375,6.855787442,6.889695526,7.118575073,2.065048218,2.084350586,2.034225464,2.100448608,39.71666667,0.971666667,1,,6.10261864,224,,,,,0,6.093463458,,,,6.35625109,6.127371543,,,,,,
39.73333333,6.863925381,17.20134627,26.05826383,101.8594375,6.860873654,6.889356445,7.118235992,2.065048218,2.084350586,2.03414917,2.100448608,39.73333333,0.973333333,1,,6.103008122,225,,,,,0,6.099956395,,,,6.357318733,6.128439186,,,,,,
39.75,6.863925381,17.23380864,26.06406057,101.8594375,6.861551815,6.889356445,7.118235992,2.065124512,2.084350586,2.034301758,2.100448608,39.75,0.975,1,,6.101642431,224,,,,,0,6.099268865,,,,6.355953042,6.127073495,,,,,,
39.76666667,6.87206332,17.19763629,26.0611622,101.862875,6.861890896,6.889356445,7.118575073,2.064971924,2.084274292,2.034378052,2.100448608,39.76666667,0.976666667,1,,6.111345262,224,,,,,0,6.101172838,,,,6.357857015,6.128638387,,,,,,
39.78333333,6.87206332,17.22453368,26.06550976,101.8594375,6.859517331,6.88698288,7.12569577,2.065200806,2.08442688,2.034378052,2.100524902,39.78333333,0.978333333,1,,6.110208182,225,,,,,0,6.097662193,,,,6.363840632,6.125127742,,,,,,
39.8,6.864603543,17.21247623,26.07130651,101.8611563,6.861890896,6.885287476,7.125356689,2.065200806,2.084274292,2.034301758,2.100448608,39.8,0.98,1,,6.103351902,224,,,,,0,6.100639256,,,,6.364105049,6.124035835,,,,,,
39.81666667,6.864264462,17.19763629,26.03942447,101.856,6.856126523,6.886643799,7.12569577,2.065200806,2.084503174,2.034301758,2.100448608,39.81666667,0.981666667,1,,6.103283074,224,,,,,0,6.095145135,,,,6.364714382,6.125662411,,,,,,
39.83333333,6.85917825,17.1948538,26.03797529,101.8645938,6.855787442,6.885965637,7.118235992,2.065124512,2.084350586,2.03414917,2.100601196,39.83333333,0.983333333,1,,6.098302417,225,,,,,0,6.094911609,,,,6.35736016,6.125089805,,,,,,
39.85,6.858839169,17.19763629,26.04087365,101.8645938,6.856804684,6.886643799,7.118235992,2.065124512,2.08442688,2.03414917,2.100524902,39.85,0.985,1,,6.09787535,224,,,,,0,6.095840865,,,,6.357272173,6.12567998,,,,,,
39.86666667,6.854431119,17.20320126,26.04956873,101.862875,6.856465603,6.885626556,7.118235992,2.065048218,2.084274292,2.034225464,2.100601196,39.86666667,0.986666667,1,,6.093326465,224,,,,,0,6.09536095,,,,6.357131339,6.124521903,,,,,,
39.88333333,6.855787442,17.22917116,26.04956873,101.8663125,6.856804684,6.880201263,7.119253235,2.065124512,2.08442688,2.034378052,2.100372314,39.88333333,0.988333333,1,,6.093533827,225,,,,,0,6.09455107,,,,6.35699962,6.117947649,,,,,,
39.9,6.849683988,17.20598375,26.05391628,101.8611563,6.856465603,6.880879425,7.118914154,2.065200806,2.08442688,2.034225464,2.100448608,39.9,0.99,1,,6.088508917,224,,,,,0,6.095290533,,,,6.357739083,6.119704354,,,,,,
