Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure 3 (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV4 (V),Latest: FlowV2 (V),Latest: Potential (V),Latest: FlowV3 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),,,Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
34.91666667,8.999971753,3.874152023,24.33184277,911.6782013,8.928086624,8.482195375,9.242075443,2.106628418,2.088928223,2.071228027,2.157287598,34.91666667,0.491666667,0,,8.823569096,224,,,,,0,8.751683967,,,,8.305792718,9.065672786,,,,,,,,
34.93333333,9.000988995,3.912179371,24.32894158,911.7463043,8.923339493,8.481178132,9.244788089,2.106704712,2.089004517,2.071075439,2.156982422,34.93333333,0.493333333,0,,8.822845742,225,,,,,0,8.745196239,,,,8.303034879,9.066644835,,,,,,,,
34.95,9.008109692,3.921454334,24.33329336,911.7292786,8.924017654,8.481856294,9.246822574,2.106781006,2.088851929,2.071075439,2.157058716,34.95,0.495,0,,8.829557763,224,,,,,0,8.745465725,,,,8.303304365,9.068270645,,,,,,,,
34.96666667,9.00743153,3.85745709,24.33329336,911.7122528,8.9179142,8.481517213,9.246144412,2.106628418,2.088928223,2.070999146,2.157058716,34.96666667,0.496666667,0,,8.831793528,224,,,,,0,8.742276198,,,,8.305879211,9.07050641,,,,,,,,
34.98333333,9.007770611,3.946496734,24.32894158,911.627124,8.910793503,8.482195375,9.246483493,2.106628418,2.088928223,2.071075439,2.157058716,34.98333333,0.498333333,0,,8.828064698,225,,,,,0,8.731087589,,,,8.302489461,9.066777579,,,,,,,,
35,9.00743153,3.867659549,24.34054628,911.7122528,8.909776261,8.482195375,9.250891543,2.106628418,2.088928223,2.071304321,2.15713501,35,0.5,,,8.831351442,224,,,,,0,8.733696173,,,,8.306115287,9.074811455,,,,,,,,
35.01666667,9.006414288,3.977104112,24.32168855,911.627124,8.9179142,8.481856294,9.251569705,2.106704712,2.088851929,2.071075439,2.15713501,35.01666667,0.501666667,1,,8.825291542,224,,,,,0,8.736791454,,,,8.300733548,9.070446959,,,,,,,,
35.03333333,9.003362561,3.88991946,24.32894158,911.6611755,8.917575119,8.482195375,9.250891543,2.106781006,2.089004517,2.071075439,2.15713501,35.03333333,0.503333333,1,,8.826232925,225,,,,,0,8.740445483,,,,8.305065738,9.073761907,,,,,,,,
35.05,9.004379803,3.950206719,24.33764512,911.7292786,8.9179142,8.482195375,9.251908786,2.106781006,2.088851929,2.071075439,2.157211304,35.05,0.505,1,,8.82453248,224,,,,,0,8.738066876,,,,8.302348051,9.072061462,,,,,,,,
35.06666667,9.004379803,3.858384586,24.33764512,911.6952271,8.923000412,8.481856294,9.252247867,2.106781006,2.089004517,2.071228027,2.15713501,35.06666667,0.506666667,1,,8.828713011,224,,,,,0,8.74733362,,,,8.306189502,9.076581075,,,,,,,,
35.08333333,9.004040722,3.964119163,24.34344743,911.7292786,8.928425705,8.482195375,9.246144412,2.106781006,2.089157104,2.071151733,2.157058716,35.08333333,0.508333333,1,,8.82357839,225,,,,,0,8.747963372,,,,8.301733042,9.06568208,,,,,,,,
35.1,9.003362561,3.878789504,24.33474395,911.7463043,8.928764785,8.482195375,9.246144412,2.106781006,2.088928223,2.071075439,2.157058716,35.1,0.51,1,,8.826757754,224,,,,,0,8.752159979,,,,8.305590568,9.069539606,,,,,,,,
35.11666667,9.004040722,3.927019312,24.34344743,911.6952271,8.931816513,8.481856294,9.246483493,2.106781006,2.089004517,2.071075439,2.157058716,35.11666667,0.511666667,1,,8.825267322,224,,,,,0,8.753043112,,,,8.303082893,9.067710092,,,,,,,,
35.13333333,9.003362561,3.813864764,24.344898,911.6952271,8.938598128,8.481856294,9.246483493,2.10647583,2.089004517,2.071151733,2.15713501,35.13333333,0.513333333,1,,8.829744827,225,,,,,0,8.764980395,,,,8.30823856,9.072865759,,,,,,,,
35.15,9.003362561,3.883426986,24.34924969,911.6782013,8.944362502,8.482195375,9.246144412,2.106933594,2.089080811,2.071228027,2.157287598,35.15,0.515,1,,8.826591678,224,,,,,0,8.767591619,,,,8.305424491,9.069373529,,,,,,,,
35.16666667,9.004040722,3.831487193,24.35070024,911.6952271,8.954874007,8.482195375,9.242075443,2.1068573,2.089080811,2.071304321,2.15713501,35.16666667,0.516666667,1,,8.829638547,224,,,,,0,8.780471831,,,,8.307793199,9.067673267,,,,,,,,
35.18333333,9.004040722,5.189341768,24.34344743,911.7292786,8.955213088,8.482195375,9.246822574,2.106781006,2.088928223,2.071151733,2.15713501,35.18333333,0.518333333,1,,8.767801427,225,,,,,0,8.718973792,,,,8.245956079,9.010583279,,,,,,,,
35.2,9.004379803,3.846327134,24.34924969,911.6782013,8.954874007,8.481856294,9.246144412,2.106628418,2.088928223,2.071228027,2.157211304,35.2,0.52,1,,8.829297679,224,,,,,0,8.779791883,,,,8.30677417,9.071062288,,,,,,,,
35.21666667,9.010144177,4.532674392,24.344898,911.7633301,8.954534926,8.482195375,9.246144412,2.106781006,2.089004517,2.071228027,2.15713501,35.21666667,0.521666667,1,,8.803804229,224,,,,,0,8.748194978,,,,8.275855427,9.039804465,,,,,,,,
35.23333333,9.009466015,3.853747104,24.34344743,911.7292786,8.948770552,8.482195375,9.242414523,2.1068573,2.088928223,2.071151733,2.157211304,35.23333333,0.523333333,1,,8.834028254,225,,,,,0,8.773332792,,,,8.306757614,9.066976763,,,,,,,,
35.25,9.010144177,3.892701949,24.3521508,911.7292786,8.944362502,8.482195375,9.245805331,2.106628418,2.089004517,2.071075439,2.15713501,35.25,0.525,1,,8.832960134,224,,,,,0,8.767178459,,,,8.305011332,9.068621288,,,,,,,,
35.26666667,9.009466015,3.911251875,24.33619454,911.7633301,8.944362502,8.482195375,9.246483493,2.106704712,2.089080811,2.070999146,2.15713501,35.26666667,0.526666667,1,,8.831387709,224,,,,,0,8.766284196,,,,8.304117069,9.068405187,,,,,,,,
35.28333333,9.014552227,4.999205028,24.33619454,911.7463043,8.944701583,8.482195375,9.247161655,2.106628418,2.089080811,2.071075439,2.15713501,35.28333333,0.528333333,1,,8.78693969,225,,,,,0,8.717089046,,,,8.254582838,9.019549118,,,,,,,,
35.3,9.010144177,3.821284734,24.33619454,911.7633301,8.93927629,8.482195375,9.251569705,2.106781006,2.088851929,2.071151733,2.157058716,35.3,0.53,1,,8.836162052,224,,,,,0,8.765294165,,,,8.30821325,9.07758758,,,,,,,,
35.31666667,9.009466015,4.848950628,24.34634856,911.7292786,8.944701583,8.481856294,9.251569705,2.106704712,2.089004517,2.071151733,2.15713501,35.31666667,0.531666667,1,,8.78873392,224,,,,,0,8.723969487,,,,8.261124198,9.030837609,,,,,,,,
35.33333333,9.010144177,3.892701949,24.344898,911.7463043,8.938598128,8.482195375,9.251569705,2.106704712,2.089004517,2.071380615,2.15713501,35.33333333,0.533333333,1,,8.832937555,225,,,,,0,8.761391507,,,,8.304988753,9.074363083,,,,,,,,
35.35,9.009805096,5.124417027,24.32894158,911.7292786,8.944701583,8.482195375,9.251230624,2.106628418,2.089004517,2.071075439,2.157058716,35.35,0.535,1,,8.77646193,224,,,,,0,8.711358416,,,,8.248852208,9.017887458,,,,,,,,
35.36666667,9.009466015,3.874152023,24.344898,911.7463043,8.938259048,8.482534455,9.251230624,2.106628418,2.089004517,2.071304321,2.157058716,35.36666667,0.536666667,1,,8.833103838,224,,,,,0,8.76189687,,,,8.306172278,9.074868447,,,,,,,,
35.38333333,9.014213146,3.968756645,24.34344743,911.7463043,8.938259048,8.482195375,9.250891543,2.106704712,2.088851929,2.071151733,2.157287598,35.38333333,0.538333333,1,,8.833539698,225,,,,,0,8.757585599,,,,8.301521926,9.070218095,,,,,,,,
35.4,9.013874066,3.944641741,24.344898,911.7292786,8.938598128,8.482195375,9.251908786,2.106781006,2.089004517,2.071075439,2.157058716,35.4,0.54,1,,8.834303,224,,,,,0,8.759027063,,,,8.302624309,9.07233772,,,,,,,,
35.41666667,9.013534985,3.930729297,24.33329336,911.7292786,8.932833755,8.482195375,9.252247867,2.106704712,2.089004517,2.071304321,2.15713501,35.41666667,0.541666667,1,,8.834560748,224,,,,,0,8.753859518,,,,8.303221137,9.073273629,,,,,,,,
35.43333333,9.014213146,3.94000426,24.34199685,911.7122528,8.932155593,8.482534455,9.245805331,2.106781006,2.089004517,2.071151733,2.15713501,35.43333333,0.543333333,1,,8.834844047,225,,,,,0,8.752786494,,,,8.303165356,9.066436232,,,,,,,,
35.45,9.014213146,3.86487706,24.33619454,911.7292786,8.932833755,8.481856294,9.245805331,2.106704712,2.088928223,2.071151733,2.15713501,35.45,0.545,1,,8.838246274,224,,,,,0,8.756866883,,,,8.305889421,9.069838459,,,,,,,,
35.46666667,9.014891308,3.913106867,24.34779912,911.7292786,8.927408462,8.482195375,9.246822574,2.106704712,2.088851929,2.071151733,2.15713501,35.46666667,0.546666667,1,,8.836764878,224,,,,,0,8.749282032,,,,8.304068945,9.068696144,,,,,,,,
35.48333333,9.018960278,3.863022067,24.34779912,911.7122528,8.923000412,8.482195375,9.246483493,2.106628418,2.089004517,2.071151733,2.157211304,35.48333333,0.548333333,1,,8.843113731,225,,,,,0,8.747153865,,,,8.306348828,9.070636946,,,,,,,,
35.5,9.018621197,3.934439282,24.33329336,911.7463043,8.924017654,8.481856294,9.251908786,2.106704712,2.089004517,2.071075439,2.15713501,35.5,0.55,1,,8.839478036,224,,,,,0,8.744874494,,,,8.302713133,9.072765625,,,,,,,,
35.51666667,9.019638439,3.91496186,24.33764512,911.7122528,8.924356735,8.482195375,9.251908786,2.106781006,2.088928223,2.071151733,2.157287598,35.51666667,0.551666667,1,,8.841395764,224,,,,,0,8.74611406,,,,8.3039527,9.073666111,,,,,,,,
35.53333333,9.019638439,3.843544645,24.35360135,911.6782013,8.923678573,8.482195375,9.251230624,2.106704712,2.088851929,2.070922852,2.157287598,35.53333333,0.553333333,1,,8.844696346,225,,,,,0,8.74873648,,,,8.307253281,9.076288531,,,,,,,,
35.55,9.018960278,3.943714245,24.3521508,911.7122528,8.917575119,8.482195375,9.252247867,2.106704712,2.089004517,2.070999146,2.15713501,35.55,0.555,1,,8.839454309,224,,,,,0,8.73806915,,,,8.302689406,9.072741898,,,,,,,,
35.56666667,9.018282116,3.869514541,24.34054628,911.7463043,8.918253281,8.482195375,9.256655917,2.106552124,2.088928223,2.071075439,2.15713501,35.56666667,0.556666667,1,,8.842117577,224,,,,,0,8.742088742,,,,8.306030836,9.080491378,,,,,,,,
35.58333333,9.018621197,3.829632201,24.34054628,911.7292786,8.910454422,8.482195375,9.256994998,2.106552124,2.088851929,2.071151733,2.157058716,35.58333333,0.558333333,1,,8.844272352,225,,,,,0,8.736105577,,,,8.30784653,9.082646153,,,,,,,,
35.6,9.013874066,3.868587045,24.33764512,911.7292786,8.908080857,8.482195375,9.255977755,2.106781006,2.089080811,2.071151733,2.157287598,35.6,0.56,1,,8.83774277,224,,,,,0,8.731949561,,,,8.306064079,9.07984646,,,,,,,,
35.61666667,9.013195904,3.919599341,24.344898,911.7122528,8.907063614,8.482195375,9.257673159,2.106704712,2.088928223,2.071075439,2.157287598,35.61666667,0.561666667,1,,8.834764838,224,,,,,0,8.728632548,,,,8.303764309,9.079242093,,,,,,,,
35.63333333,9.014213146,3.838907164,24.33764512,911.7463043,8.910793503,8.481856294,9.252247867,2.10647583,2.089080811,2.071151733,2.157058716,35.63333333,0.563333333,1,,8.839433134,225,,,,,0,8.736013491,,,,8.307076281,9.077467854,,,,,,,,
35.65,9.009466015,3.902904408,24.3390957,911.7292786,8.907402695,8.482534455,9.256655917,2.106781006,2.088928223,2.070999146,2.156982422,35.65,0.565,1,,8.83177683,224,,,,,0,8.72971351,,,,8.30484527,9.078966732,,,,,,,,
35.66666667,9.009805096,3.836124675,24.35070024,911.7292786,8.911471665,8.481856294,9.264115694,2.106552124,2.089080811,2.071075439,2.157058716,35.66666667,0.566666667,1,,8.835191831,224,,,,,0,8.736858399,,,,8.307243028,9.089502429,,,,,,,,
35.68333333,9.009805096,3.894556941,24.33764512,911.7633301,8.911810745,8.482195375,9.264115694,2.106704712,2.088928223,2.071228027,2.15713501,35.68333333,0.568333333,1,,8.832491428,225,,,,,0,8.734497077,,,,8.304881707,9.086802026,,,,,,,,
35.7,9.003701642,3.84725463,24.34344743,911.8144073,8.911132584,8.482195375,9.264793856,2.106628418,2.089004517,2.071304321,2.156982422,35.7,0.57,1,,8.828559444,224,,,,,0,8.735990386,,,,8.307053177,9.089651658,,,,,,,,
35.71666667,8.996580945,3.905686897,24.33764512,911.7292786,8.916218796,8.482195375,9.257334078,2.106704712,2.089004517,2.071228027,2.157211304,35.71666667,0.571666667,1,,8.818760546,224,,,,,0,8.738398397,,,,8.304374975,9.079513679,,,,,,,,
35.73333333,8.996580945,3.756359994,24.3521508,911.7292786,8.911810745,8.482195375,9.25801224,2.106704712,2.089004517,2.071151733,2.157211304,35.73333333,0.573333333,1,,8.825602776,225,,,,,0,8.740832577,,,,8.311217206,9.087034071,,,,,,,,
35.75,8.996920026,3.887136971,24.34779912,911.7463043,8.917575119,8.482195375,9.251569705,2.106781006,2.089004517,2.071075439,2.157211304,35.75,0.575,1,,8.819975757,224,,,,,0,8.740630851,,,,8.305251106,9.074625437,,,,,,,,
35.76666667,8.996920026,3.817574749,24.34634856,911.7122528,8.918931442,8.482534455,9.251569705,2.106628418,2.088928223,2.071075439,2.157058716,35.76666667,0.576666667,1,,8.823137833,224,,,,,0,8.745149249,,,,8.308752262,9.077787512,,,,,,,,
35.78333333,8.997598187,3.877862008,24.33764512,911.7633301,8.917575119,8.482195375,9.247161655,2.106704712,2.089004517,2.071075439,2.157058716,35.78333333,0.578333333,1,,8.821044616,225,,,,,0,8.741021548,,,,8.305641803,9.070608083,,,,,,,,
35.8,8.997259107,3.871369534,24.34344743,911.7633301,8.9179142,8.482534455,9.251569705,2.10647583,2.088851929,2.070999146,2.157287598,35.8,0.58,1,,8.821019103,224,,,,,0,8.741674197,,,,8.306294452,9.075329702,,,,,,,,
35.81666667,8.997259107,3.853747104,24.35070024,911.7463043,8.924017654,8.482195375,9.251230624,2.106781006,2.089004517,2.071075439,2.157211304,35.81666667,0.581666667,1,,8.821843701,224,,,,,0,8.748602249,,,,8.306779969,9.075815219,,,,,,,,
35.83333333,8.996920026,3.921454334,24.34634856,911.7463043,8.928764785,8.482534455,9.257334078,2.106781006,2.089080811,2.070999146,2.15713501,35.83333333,0.583333333,1,,8.818409066,225,,,,,0,8.750253825,,,,8.304023495,9.078823118,,,,,,,,
35.85,8.995902783,3.835197179,24.34779912,911.7633301,8.928425705,8.482195375,9.256994998,2.106704712,2.088851929,2.071075439,2.15713501,35.85,0.585,1,,8.821322838,224,,,,,0,8.75384576,,,,8.30761543,9.082415053,,,,,,,,
35.86666667,8.996241864,3.890846956,24.3521508,911.7633301,8.932155593,8.482534455,9.256994998,2.106781006,2.088928223,2.071075439,2.156982422,35.86666667,0.586666667,1,,8.819142255,224,,,,,0,8.755055984,,,,8.305434846,9.079895388,,,,,,,,
35.88333333,8.996920026,3.865804556,24.36665619,911.7803558,8.932494674,8.482534455,9.256655917,2.106552124,2.088928223,2.071151733,2.15713501,35.88333333,0.588333333,1,,8.82100508,225,,,,,0,8.756579728,,,,8.306619509,9.080740971,,,,,,,,
35.9,8.996241864,3.887136971,24.3521508,911.7463043,8.932155593,8.482534455,9.256994998,2.106704712,2.089004517,2.071228027,2.157058716,35.9,0.59,1,,8.819311122,224,,,,,0,8.755224851,,,,8.305603713,9.080064256,,,,,,,,
35.91666667,8.997259107,3.83241469,24.36520567,911.8314331,8.932833755,8.482195375,9.257334078,2.106552124,2.088928223,2.070999146,2.157058716,35.91666667,0.591666667,1,,8.822859139,224,,,,,0,8.758433788,,,,8.307795408,9.082934111,,,,,,,,
35.93333333,8.995902783,3.84725463,24.3550519,911.7292786,8.938937209,8.482195375,9.257334078,2.106704712,2.088928223,2.070999146,2.15713501,35.93333333,0.593333333,1,,8.820796288,225,,,,,0,8.763830714,,,,8.307088879,9.082227583,,,,,,,,
35.95,9.004379803,3.849109623,24.36520567,911.7463043,8.938937209,8.482534455,9.257673159,2.106704712,2.089004517,2.071151733,2.157058716,35.95,0.595,1,,8.829220107,224,,,,,0,8.763777513,,,,8.30737476,9.082513463,,,,,,,,
35.96666667,9.003362561,3.837052171,24.34199685,911.7803558,8.938259048,8.482195375,9.252247867,2.106704712,2.088928223,2.071151733,2.157058716,35.96666667,0.596666667,1,,8.828680366,224,,,,,0,8.763576853,,,,8.30751318,9.077565672,,,,,,,,
35.98333333,9.002006238,3.880644497,24.34924969,911.7633301,8.944701583,8.482195375,9.251569705,2.106628418,2.088851929,2.071228027,2.157058716,35.98333333,0.598333333,1,,8.825362012,225,,,,,0,8.768057357,,,,8.305551148,9.074925479,,,,,,,,
36,9.004040722,3.799952319,24.344898,911.7633301,8.937919967,8.481856294,9.246483493,2.106781006,2.089004517,2.071075439,2.15713501,36,0.6,1,,8.831056322,224,,,,,0,8.764935566,,,,8.308871893,9.073499092,,,,,,,,
36.01666667,9.009466015,3.918671845,24.35795299,911.8314331,8.937580886,8.482534455,9.252247867,2.106552124,2.088928223,2.071151733,2.15713501,36.01666667,0.601666667,1,,8.831118076,224,,,,,0,8.759232946,,,,8.304186516,9.073899927,,,,,,,,
36.03333333,9.008787854,3.73224509,24.34344743,911.7463043,8.933172836,8.482534455,9.251908786,2.1068573,2.089004517,2.071228027,2.157058716,36.03333333,0.603333333,1,,8.838881344,225,,,,,0,8.763266326,,,,8.312627945,9.082002276,,,,,,,,
36.05,9.010822338,3.900121919,24.34199685,911.8314331,8.932833755,8.482195375,9.251908786,2.1068573,2.088928223,2.071151733,2.156906128,36.05,0.605,1,,8.833268887,224,,,,,0,8.755280303,,,,8.304641923,9.074355334,,,,,,,,
36.06666667,9.008109692,3.643205446,24.31878731,911.8314331,8.928425705,8.482195375,9.251569705,2.106552124,2.089080811,2.071075439,2.156982422,36.06666667,0.606666667,1,,8.842184676,224,,,,,0,8.762500688,,,,8.316270358,9.085644689,,,,,,,,
36.08333333,9.009466015,3.881571993,24.33764512,911.8314331,8.929103866,8.482195375,9.251230624,2.106704712,2.089004517,2.071075439,2.157058716,36.08333333,0.608333333,1,,8.832743534,225,,,,,0,8.752381384,,,,8.305472893,9.074508142,,,,,,,,
36.1,9.014552227,3.769344942,24.32023793,911.8314331,8.924017654,8.482195375,9.251908786,2.106704712,2.089004517,2.071228027,2.15713501,36.1,0.61,1,,8.842886735,224,,,,,0,8.752352162,,,,8.310529883,9.080243294,,,,,,,,
36.11666667,9.013874066,3.866732053,24.33619454,911.7803558,8.924356735,8.481856294,9.251908786,2.106704712,2.089080811,2.071151733,2.157058716,36.11666667,0.611666667,1,,8.837822736,224,,,,,0,8.748305405,,,,8.305804964,9.075857456,,,,,,,,
36.13333333,9.014891308,3.766562453,24.33474395,911.7973816,8.918253281,8.482195375,9.252247867,2.106628418,2.089004517,2.071228027,2.156982422,36.13333333,0.613333333,1,,8.843396301,225,,,,,0,8.746758274,,,,8.310700368,9.08075286,,,,,,,,
36.15,9.014891308,3.82221223,24.31733669,911.7973816,8.9179142,8.482195375,9.251908786,2.106628418,2.089004517,2.071075439,2.157058716,36.15,0.615,1,,8.840809218,224,,,,,0,8.74383211,,,,8.308113285,9.077826696,,,,,,,,
36.16666667,9.009805096,3.824994719,24.33039218,911.7633301,8.918253281,8.482195375,9.252586947,2.106781006,2.089004517,2.071380615,2.15713501,36.16666667,0.616666667,1,,8.835636287,224,,,,,0,8.744084472,,,,8.308026566,9.078418139,,,,,,,,
36.18333333,9.003362561,3.809227282,24.32168855,911.7803558,8.918592361,8.482195375,9.251230624,2.106552124,2.089080811,2.071304321,2.157058716,36.18333333,0.618333333,1,,8.829885154,225,,,,,0,8.745114955,,,,8.308717968,9.077753218,,,,,,,,
36.2,9.005057965,3.826849712,24.33039218,911.8314331,8.918592361,8.482195375,9.252247867,2.106704712,2.089157104,2.071151733,2.15713501,36.2,0.62,1,,8.83080469,224,,,,,0,8.744339087,,,,8.3079421,9.077994592,,,,,,,,
36.21666667,9.003701642,3.799024823,24.33329336,911.8144073,8.918931442,8.482195375,9.252586947,2.106628418,2.089004517,2.071304321,2.156906128,36.21666667,0.621666667,1,,8.830724182,224,,,,,0,8.745953982,,,,8.309217915,9.079609487,,,,,,,,
36.23333333,9.008787854,3.852819608,24.33764512,911.7803558,8.918592361,8.482195375,9.251908786,2.1068573,2.089004517,2.071075439,2.156982422,36.23333333,0.623333333,1,,8.833374427,225,,,,,0,8.743178935,,,,8.306781948,9.076495359,,,,,,,,
36.25,9.008448773,3.869514541,24.344898,911.7633301,8.918592361,8.481856294,9.254960513,2.106781006,2.089080811,2.071075439,2.15713501,36.25,0.625,1,,8.832297706,224,,,,,0,8.742441295,,,,8.305705227,9.078809446,,,,,,,,
36.26666667,9.009466015,3.895484438,24.35070024,911.8144073,8.918931442,8.482195375,9.252247867,2.106704712,2.088851929,2.071228027,2.157058716,36.26666667,0.626666667,1,,8.832150804,224,,,,,0,8.741616231,,,,8.304880163,9.074932655,,,,,,,,
36.28333333,9.009466015,3.87229703,24.344898,911.7973816,8.918592361,8.481856294,9.251908786,2.106781006,2.088928223,2.071228027,2.157058716,36.28333333,0.628333333,1,,8.833188282,225,,,,,0,8.742314628,,,,8.305578561,9.075631053,,,,,,,,
36.3,9.004040722,3.858384586,24.34199685,911.8144073,8.910793503,8.482195375,9.251908786,2.106704712,2.089004517,2.071151733,2.15713501,36.3,0.63,1,,8.828387367,224,,,,,0,8.735140148,,,,8.306542019,9.076255431,,,,,,,,
36.31666667,9.004718884,3.89733943,24.3550519,911.7803558,8.918931442,8.482195375,9.251569705,2.106704712,2.089004517,2.070999146,2.156982422,36.31666667,0.631666667,1,,8.827332796,224,,,,,0,8.741545354,,,,8.304809286,9.074183617,,,,,,,,
36.33333333,9.005057965,3.805517297,24.34779912,911.7633301,8.918253281,8.482534455,9.247500735,2.1068573,2.089080811,2.071304321,2.15713501,36.33333333,0.633333333,1,,8.831829062,225,,,,,0,8.745024377,,,,8.309305552,9.074271832,,,,,,,,
36.35,9.00302348,3.886209475,24.3550519,911.8144073,8.9179142,8.482195375,9.247839816,2.106552124,2.089157104,2.071151733,2.157287598,36.35,0.635,1,,8.826143968,224,,,,,0,8.741034688,,,,8.305315862,9.070960304,,,,,,,,
36.36666667,9.005397046,5.737492078,24.35940353,911.8314331,8.924695816,8.482195375,9.247161655,2.106704712,2.089004517,2.071228027,2.15713501,36.36666667,0.636666667,1,,8.744276985,224,,,,,0,8.663575755,,,,8.221075314,8.986041594,,,,,,,,
36.38333333,9.002684399,4.81092328,24.34924969,911.7973816,8.924356735,8.482195375,9.247161655,2.106704712,2.088928223,2.071151733,2.156906128,36.38333333,0.638333333,1,,8.783694533,225,,,,,0,8.705366869,,,,8.263205508,9.028171788,,,,,,,,
36.4,9.005057965,5.104012109,24.344898,911.7633301,8.928764785,8.482195375,9.247161655,2.1068573,2.089004517,2.071228027,2.15713501,36.4,0.64,1,,8.772709135,224,,,,,0,8.696415955,,,,8.249846545,9.014812825,,,,,,,,
36.41666667,8.997937268,5.82189424,24.35360135,911.7803558,8.928764785,8.482195375,9.247161655,2.106704712,2.089004517,2.071075439,2.157058716,36.41666667,0.641666667,1,,8.732948967,224,,,,,0,8.663776484,,,,8.217207073,8.982173353,,,,,,,,
36.43333333,9.005057965,3.776764912,24.35795299,911.8484589,8.927747543,8.482195375,9.246822574,2.106704712,2.089080811,2.071151733,2.15713501,36.43333333,0.643333333,1,,8.833168542,225,,,,,0,8.75585812,,,,8.310305952,9.074933151,,,,,,,,
36.45,9.004040722,3.792532349,24.35795299,911.8654846,8.928764785,8.482534455,9.247161655,2.106781006,2.089004517,2.071151733,2.15713501,36.45,0.645,1,,8.831433687,224,,,,,0,8.75615775,,,,8.30992742,9.074554619,,,,,,,,
36.46666667,9.004718884,3.918671845,24.34634856,911.8484589,8.924356735,8.482195375,9.246483493,2.106704712,2.088928223,2.071228027,2.157058716,36.46666667,0.646666667,1,,8.826334587,224,,,,,0,8.745972438,,,,8.303811078,9.068099196,,,,,,,,
36.48333333,9.010822338,5.512110478,24.35360135,911.8144073,8.918931442,8.482534455,9.246822574,2.106628418,2.089080811,2.071151733,2.157058716,36.48333333,0.648333333,1,,8.7599341,225,,,,,0,8.668043203,,,,8.231646217,8.995934335,,,,,,,,
36.5,9.009805096,3.805517297,24.35650245,911.7973816,8.918253281,8.482195375,9.246144412,2.106704712,2.089080811,2.071075439,2.15713501,36.5,0.65,1,,8.836602673,224,,,,,0,8.745050858,,,,8.308992952,9.072941989,,,,,,,,
36.51666667,9.009466015,5.78943187,24.3550519,911.7803558,8.912827988,8.482195375,9.246822574,2.106704712,2.088928223,2.071151733,2.15713501,36.51666667,0.651666667,1,,8.745961978,224,,,,,0,8.649323951,,,,8.218691338,8.983318537,,,,,,,,
36.53333333,9.010483258,3.844472142,24.35795299,911.8484589,8.907402695,8.481856294,9.247161655,2.106628418,2.089004517,2.071151733,2.156982422,36.53333333,0.653333333,1,,8.83551232,225,,,,,0,8.732431758,,,,8.306885357,9.072190717,,,,,,,,
36.55,9.002345318,5.5315879,24.33184277,911.7803558,8.906724533,8.482195375,9.247161655,2.106628418,2.089004517,2.071151733,2.15713501,36.55,0.655,1,,8.750474252,224,,,,,0,8.654853467,,,,8.230324308,8.995290588,,,,,,,,
36.56666667,9.003701642,3.850037119,24.33474395,911.8314331,8.907063614,8.482195375,9.242753604,2.106628418,2.089080811,2.071075439,2.157058716,36.56666667,0.656666667,1,,8.828405957,224,,,,,0,8.73176793,,,,8.30689969,9.06745792,,,,,,,,
36.58333333,9.002684399,5.219949146,24.32458977,911.7973816,8.906724533,8.482195375,9.243092685,2.106704712,2.088928223,2.071151733,2.15713501,36.58333333,0.658333333,1,,8.764972929,225,,,,,0,8.669013063,,,,8.244483904,9.005381215,,,,,,,,
36.6,9.004379803,3.83983466,24.32458977,911.7973816,8.907741776,8.482534455,9.242753604,2.106704712,2.089157104,2.071228027,2.156982422,36.6,0.66,1,,8.829517421,224,,,,,0,8.732879394,,,,8.307672073,9.067891222,,,,,,,,
36.61666667,8.998276349,5.047434835,24.33039218,911.8144073,8.907402695,8.482534455,9.242414523,2.1068573,2.089004517,2.071151733,2.157058716,36.61666667,0.661666667,1,,8.768444473,224,,,,,0,8.677570819,,,,8.252702579,9.012582647,,,,,,,,
36.63333333,8.997259107,3.844472142,24.32023793,911.8654846,8.907402695,8.482534455,9.243092685,2.106628418,2.089004517,2.071151733,2.15713501,36.63333333,0.663333333,1,,8.822172132,225,,,,,0,8.732315721,,,,8.307447481,9.068005711,,,,,,,,
