Latest: Time (min),Latest: Dissolved Oxygen 1 (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV4 (V),Latest: FlowV3 (V),Latest: Potential (V),Latest: Potential 2 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
39.86666667,6.349878891,17.05109187,25.4814977,101.6875625,6.942592126,5.593728668,6.439057129,2.099914551,2.0652771,2.034301758,2.100906372,39.86666667,0.986666667,1,,5.588532993,224,,,,,0,6.181246227,,,,5.67771123,4.832382769,,,,,,
39.88333333,6.350896134,17.07891676,25.48439612,101.7030313,6.936827753,5.594067749,6.439735291,2.099914551,2.0652771,2.034301758,2.100906372,39.88333333,0.988333333,1,,5.588344215,225,,,,,0,6.174275833,,,,5.677183371,4.83151583,,,,,,
39.9,6.342080033,17.07335178,25.48294691,101.697875,6.932080621,5.593389587,6.439057129,2.099914551,2.065200806,2.03453064,2.101135254,39.9,0.99,1,,5.579758398,224,,,,,0,6.169758986,,,,5.676735493,4.831067952,,,,,,
39.91666667,6.34920073,17.08819172,25.49309137,101.6892813,6.930724298,5.593389587,6.439057129,2.099838257,2.065124512,2.034378052,2.100906372,39.91666667,0.991666667,1,,5.586343861,224,,,,,0,6.16786743,,,,5.67620026,4.830532719,,,,,,
39.93333333,6.34920073,17.11137913,25.49019295,101.6944375,6.932758783,5.593389587,6.442787018,2.099990845,2.0652771,2.034378052,2.100982666,39.93333333,0.993333333,1,,5.585272291,225,,,,,0,6.168830344,,,,5.678858579,4.829461149,,,,,,
39.95,6.349539811,17.07427928,25.48439612,101.697875,6.932080621,5.593728668,6.443126099,2.099914551,2.065429688,2.034454346,2.10105896,39.95,0.995,1,,5.587194949,224,,,,,0,6.16973576,,,,5.680781237,4.831383807,,,,,,
39.96666667,6.342758195,17.06593181,25.48294691,101.6927188,6.937166833,5.593728668,6.442787018,2.099838257,2.0652771,2.034454346,2.100906372,39.96666667,0.996666667,1,,5.580767859,224,,,,,0,6.175176498,,,,5.680796682,4.831738333,,,,,,
39.98333333,6.343097276,17.06685931,25.49164216,101.691,6.93140246,5.593728668,6.443126099,2.099914551,2.065353394,2.034683228,2.100982666,39.98333333,0.998333333,1,,5.581174569,225,,,,,0,6.169479754,,,,5.681203392,4.831805962,,,,,,
40,6.343097276,17.05851184,25.48729454,101.6944375,6.931741541,5.593728668,6.448551392,2.099838257,2.065353394,2.03453064,2.100982666,40,0,0,1,5.581492743,224,-0.059935197,356.0150729,,,0,6.170137008,0.001551454,9.215636091,,5.686946859,4.832124136,0.002546091,-0.008214073,15.12378046,48.791596,,
40.01666667,6.34072371,17.07242429,25.47425163,101.6961563,6.932758783,5.593728668,6.448551392,2.099914551,2.065429688,2.034378052,2.100982666,40.01666667,0.001666667,0,,5.578334338,224,,,,,0,6.170369411,,,,5.68616202,4.831339297,,,,,,
40.03333333,6.341401872,17.13271155,25.47715006,101.6927188,6.92733349,5.593728668,6.448890472,2.099990845,2.0652771,2.034378052,2.100982666,40.03333333,0.003333333,0,,5.57635682,225,,,,,0,6.162288439,,,,5.683845421,4.828683617,,,,,,
40.05,6.341401872,17.08633673,25.46845477,101.6961563,6.92733349,5.593389587,6.449568634,2.099914551,2.0652771,2.034454346,2.100830078,40.05,0.005,0,,5.578318359,224,,,,,0,6.164249977,,,,5.686485121,4.830306075,,,,,,
40.06666667,6.340045548,17.09282921,25.4713532,101.6944375,6.918178309,5.593389587,6.448551392,2.099838257,2.0652771,2.034606934,2.10105896,40.06666667,0.006666667,0,,5.576708529,224,,,,,0,6.154841289,,,,5.685214372,4.830052568,,,,,,
40.08333333,6.341062791,17.06407682,25.46990399,101.684125,6.920551874,5.593050507,6.442447937,2.099914551,2.065353394,2.03453064,2.100906372,40.08333333,0.008333333,0,,5.578991611,225,,,,,0,6.158480695,,,,5.680376757,4.830979327,,,,,,
40.1,6.34072371,17.06036684,25.47425163,101.6892813,6.919534632,5.589998779,6.443465179,2.099914551,2.065200806,2.034378052,2.100982666,40.1,0.01,0,,5.578872778,224,,,,,0,6.1576837,,,,5.681614248,4.828147848,,,,,,
40.11666667,6.337671983,17.08819172,25.46845477,101.6944375,6.919873713,5.59033786,6.442787018,2.099914551,2.065124512,2.03453064,2.100906372,40.11666667,0.011666667,0,,5.574505625,224,,,,,0,6.156707355,,,,5.67962066,4.827171502,,,,,,
40.13333333,6.338011064,17.09097421,25.47570085,101.7030313,6.92733349,5.589998779,6.448551392,2.099761963,2.0652771,2.03453064,2.100906372,40.13333333,0.013333333,0,,5.574811539,225,,,,,0,6.164133966,,,,5.685351867,4.826799255,,,,,,
40.15,6.337671983,17.08262675,25.47570085,101.6944375,6.92733349,5.589659698,6.449229553,2.099838257,2.0652771,2.03453064,2.100982666,40.15,0.015,0,,5.574845216,224,,,,,0,6.164506723,,,,5.686402786,4.826832931,,,,,,
40.16666667,6.338689225,17.05943934,25.46990399,101.697875,6.926655329,5.589998779,6.448551392,2.099914551,2.0652771,2.034378052,2.10105896,40.16666667,0.016666667,0,,5.576825152,224,,,,,0,6.164791256,,,,5.686687319,4.828134707,,,,,,
40.18333333,6.33224669,17.08819172,25.47715006,101.6927188,6.932758783,5.589998779,6.448551392,2.099838257,2.065200806,2.034454346,2.100982666,40.18333333,0.018333333,0,,5.569189629,225,,,,,0,6.169701722,,,,5.685494331,4.826941719,,,,,,
40.2,6.338011064,17.06222183,25.47425163,101.697875,6.937166833,5.589320618,6.448890472,2.099914551,2.065353394,2.03453064,2.100982666,40.2,0.02,0,,5.576077295,224,,,,,0,6.175233065,,,,5.686956704,4.827386849,,,,,,
40.21666667,6.332924852,17.07798926,25.47715006,101.697875,6.936827753,5.591016022,6.448890472,2.099685669,2.065200806,2.03453064,2.10105896,40.21666667,0.021666667,0,,5.570323372,224,,,,,0,6.174226273,,,,5.686288993,4.828414542,,,,,,
40.23333333,6.33224669,17.07242429,25.4713532,101.6944375,6.942253045,5.589659698,6.448551392,2.099838257,2.065200806,2.034759521,2.100906372,40.23333333,0.023333333,0,,5.56982092,225,,,,,0,6.179827275,,,,5.686125621,4.827233928,,,,,,
40.25,6.328516801,17.06407682,25.46845477,101.6944375,6.940896722,5.584912567,6.448551392,2.099914551,2.065353394,2.034683228,2.100982666,40.25,0.025,0,,5.566427426,224,,,,,0,6.178807347,,,,5.686462016,4.822823192,,,,,,
40.26666667,6.326821397,17.06500432,25.47280242,101.691,6.947000176,5.584234406,6.443465179,2.099761963,2.065200806,2.034301758,2.100830078,40.26666667,0.026666667,0,,5.564745183,224,,,,,0,6.184923962,,,,5.681388965,4.822158191,,,,,,
40.28333333,6.326143236,17.06500432,25.46990399,101.7030313,6.947339257,5.584234406,6.443465179,2.099838257,2.0652771,2.034225464,2.100830078,40.28333333,0.028333333,0,,5.564030634,225,,,,,0,6.185226656,,,,5.681352578,4.822121804,,,,,,
40.3,6.327499559,17.06778681,25.46700555,101.6961563,6.947000176,5.584912567,6.442108856,2.099838257,2.065353394,2.034606934,2.100982666,40.3,0.03,0,,5.565226293,224,,,,,0,6.18472691,,,,5.67983559,4.822639301,,,,,,
40.31666667,6.326482316,17.06778681,25.47280242,101.6995938,6.945643853,5.577113709,6.441769775,2.099838257,2.065200806,2.034454346,2.100830078,40.31666667,0.031666667,0,,5.564281844,224,,,,,0,6.183443381,,,,5.679569303,4.814913236,,,,,,
40.33333333,6.324108751,17.08911922,25.46990399,101.6944375,6.954120873,5.576774628,6.444482422,2.099914551,2.065353394,2.034606934,2.10105896,40.33333333,0.033333333,0,,5.560919193,225,,,,,0,6.190931315,,,,5.681292864,4.81358507,,,,,,
40.35,6.3197007,17.09561169,25.4713532,101.6944375,6.958189843,5.576435547,6.439735291,2.099914551,2.065200806,2.034301758,2.100906372,40.35,0.035,0,,5.55623942,224,,,,,0,6.194728562,,,,5.67627401,4.812974266,,,,,,
40.36666667,6.316988054,17.0687143,25.47280242,101.7013125,6.954120873,5.577113709,6.439057129,2.099838257,2.065353394,2.034606934,2.10105896,40.36666667,0.036666667,0,,5.554746162,224,,,,,0,6.191878981,,,,5.676815237,4.814871816,,,,,,
40.38333333,6.31529265,17.10210417,25.47425163,101.6944375,6.954120873,5.577113709,6.439735291,2.099838257,2.065200806,2.03453064,2.100830078,40.38333333,0.038333333,0,,5.551577888,225,,,,,0,6.190406111,,,,5.676020529,4.813398947,,,,,,
40.4,6.313936327,17.09653919,25.46990399,101.6944375,6.946322015,5.576435547,6.433631836,2.099914551,2.065353394,2.034454346,2.100830078,40.4,0.04,0,,5.550415398,224,,,,,0,6.182801086,,,,5.670110907,4.812914618,,,,,,
40.41666667,6.313597246,17.07242429,25.46990399,101.6892813,6.947000176,5.577113709,6.425832977,2.099838257,2.065200806,2.034606934,2.100830078,40.41666667,0.041666667,0,,5.551153274,224,,,,,0,6.184556204,,,,5.663389005,4.814669736,,,,,,
40.43333333,6.314275408,17.06129433,25.47425163,101.6961563,6.945643853,5.576435547,6.426172058,2.099914551,2.065200806,2.034301758,2.100906372,40.43333333,0.043333333,0,,5.552383058,225,,,,,0,6.183751503,,,,5.664279708,4.814543197,,,,,,
40.45,6.314614488,17.06407682,25.46990399,101.6944375,6.946322015,5.571349335,6.421424927,2.100067139,2.065200806,2.03453064,2.100906372,40.45,0.045,0,,5.552543309,224,,,,,0,6.184250835,,,,5.659353747,4.809278155,,,,,,
40.46666667,6.314275408,17.06500432,25.47859927,101.691,6.954459954,5.571688416,6.417695038,2.099914551,2.0652771,2.034378052,2.100982666,40.46666667,0.046666667,0,,5.552271943,224,,,,,0,6.19245649,,,,5.655691573,4.809684951,,,,,,
40.48333333,6.312919084,17.09653919,25.47425163,101.6927188,6.947678338,5.571349335,6.418034119,2.099914551,2.065200806,2.034606934,2.100906372,40.48333333,0.048333333,0,,5.549452833,225,,,,,0,6.184212087,,,,5.654567868,4.807883084,,,,,,
40.5,6.313258165,17.07706177,25.48439612,101.6995938,6.947000176,5.571688416,6.417355957,2.099914551,2.065200806,2.034378052,2.100982666,40.5,0.05,0,,5.550789069,224,,,,,0,6.18453108,,,,5.654886861,4.809219319,,,,,,
40.51666667,6.313936327,17.10952414,25.48004848,101.6961563,6.945982934,5.571349335,6.417695038,2.099914551,2.065353394,2.034606934,2.100906372,40.51666667,0.051666667,0,,5.549963149,224,,,,,0,6.182009756,,,,5.65372186,4.807376157,,,,,,
40.53333333,6.310206438,17.07798926,25.48729454,101.697875,6.947339257,5.571688416,6.41871228,2.099838257,2.065353394,2.034606934,2.100830078,40.53333333,0.053333333,0,,5.547732305,225,,,,,0,6.184865124,,,,5.656238147,4.809214283,,,,,,
40.55,6.309528277,17.10303166,25.48439612,101.6995938,6.953442712,5.571349335,6.418373199,2.100067139,2.065429688,2.034378052,2.100982666,40.55,0.055,0,,5.545899658,224,,,,,0,6.189814093,,,,5.65474458,4.807720716,,,,,,
40.56666667,6.303424822,17.09282921,25.48004848,101.6995938,6.953442712,5.571688416,6.411252502,2.100067139,2.0652771,2.034301758,2.100906372,40.56666667,0.056666667,0,,5.540197105,224,,,,,0,6.190214995,,,,5.648024786,4.808460699,,,,,,
40.58333333,6.303424822,17.11787161,25.47715006,101.6927188,6.953103631,5.571688416,6.411591583,2.099914551,2.065353394,2.034454346,2.100982666,40.58333333,0.058333333,0,,5.539042434,225,,,,,0,6.188721243,,,,5.647209195,4.807306028,,,,,,
40.6,6.303763903,17.08448174,25.48004848,101.6995938,6.9571726,5.571349335,6.406505371,2.099914551,2.065353394,2.034378052,2.100982666,40.6,0.06,0,,5.540908917,224,,,,,0,6.194317614,,,,5.643650385,4.808494348,,,,,,
40.61666667,6.297660449,17.0937567,25.47715006,101.6944375,6.957511681,5.571688416,6.405827209,2.099914551,2.065353394,2.034378052,2.100982666,40.61666667,0.061666667,0,,5.534354889,224,,,,,0,6.194206122,,,,5.64252165,4.808382856,,,,,,
40.63333333,6.297660449,17.07891676,25.47859927,101.6944375,6.9571726,5.566941284,6.405488129,2.099914551,2.065200806,2.034378052,2.100906372,40.63333333,0.063333333,0,,5.535035752,225,,,,,0,6.194547904,,,,5.642863432,4.804316587,,,,,,
40.65,6.296643206,17.07242429,25.47859927,101.6892813,6.95683352,5.567280365,6.405149048,2.099990845,2.065353394,2.03453064,2.100982666,40.65,0.065,0,,5.534308418,224,,,,,0,6.194498731,,,,5.64281426,4.804945577,,,,,,
40.66666667,6.297321368,17.06593181,25.4814977,101.691,6.954120873,5.568297607,6.40175824,2.099914551,2.065429688,2.034606934,2.100982666,40.66666667,0.066666667,0,,5.535312853,224,,,,,0,6.192112358,,,,5.639749725,4.806289093,,,,,,
40.68333333,6.297660449,17.07798926,25.48584533,101.697875,6.954120873,5.567958527,6.397011108,2.099990845,2.0652771,2.034606934,2.100906372,40.68333333,0.068333333,0,,5.535168129,225,,,,,0,6.191628554,,,,5.634518789,4.805466207,,,,,,
40.7,6.297999529,17.06500432,25.48439612,101.6995938,6.943609369,5.566941284,6.397011108,2.099990845,2.065429688,2.034301758,2.100830078,40.7,0.07,0,,5.536068783,224,,,,,0,6.181678622,,,,5.635080362,4.805010538,,,,,,
40.71666667,6.297321368,17.08077175,25.49019295,101.6995938,6.943270288,5.566941284,6.391924896,2.099914551,2.065429688,2.034378052,2.100830078,40.71666667,0.071666667,0,,5.534759379,224,,,,,0,6.180708299,,,,5.629362908,4.804379296,,,,,,
40.73333333,6.303085741,17.07149679,25.49164216,101.6892813,6.942253045,5.567280365,6.392263977,2.099914551,2.065429688,2.034454346,2.100906372,40.73333333,0.073333333,0,,5.540956002,225,,,,,0,6.180123306,,,,5.630134238,4.805150626,,,,,,
40.75,6.30240758,17.10581415,25.49019295,101.697875,6.942592126,5.567958527,6.392603058,2.099990845,2.065429688,2.03453064,2.100982666,40.75,0.075,0,,5.538727587,224,,,,,0,6.178912133,,,,5.628923065,4.804278533,,,,,,
40.76666667,6.296982287,17.08540924,25.49598978,101.6995938,6.942592126,5.567619446,6.392603058,2.099990845,2.065353394,2.034454346,2.100830078,40.76666667,0.076666667,0,,5.534286002,224,,,,,0,6.179895841,,,,5.629906773,4.804923161,,,,,,
40.78333333,6.301729418,17.08355424,25.49888819,101.6858438,6.940557641,5.567619446,6.391924896,2.099761963,2.065200806,2.034301758,2.100830078,40.78333333,0.078333333,0,,5.539152296,225,,,,,0,6.177980519,,,,5.629347774,4.805042323,,,,,,
40.8,6.303763903,17.06036684,25.49743898,101.7013125,6.936149591,5.56117691,6.392263977,2.099914551,2.065429688,2.034378052,2.100906372,40.8,0.08,0,,5.54220367,224,,,,,0,6.174589358,,,,5.630703744,4.799616678,,,,,,
40.81666667,6.30240758,17.09097421,25.49888819,101.7030313,6.940896722,5.560498749,6.392603058,2.099838257,2.065200806,2.03453064,2.100906372,40.81666667,0.081666667,0,,5.539499244,224,,,,,0,6.177988387,,,,5.629694722,4.797590413,,,,,,
40.83333333,6.303085741,17.08819172,25.50178659,101.6892813,6.937844995,5.560498749,6.392263977,2.099914551,2.065353394,2.034454346,2.100906372,40.83333333,0.083333333,0,,5.540337968,225,,,,,0,6.175097221,,,,5.629516203,4.797750975,,,,,,
40.85,6.303085741,17.07891676,25.5032358,101.6944375,6.932080621,5.555073456,6.391585815,2.099914551,2.065429688,2.034378052,2.100982666,40.85,0.085,0,,5.54077013,224,,,,,0,6.16976501,,,,5.629270204,4.792757845,,,,,,
40.86666667,6.309867357,17.08355424,25.50178659,101.7013125,6.93140246,5.555412537,6.391246735,2.099914551,2.065353394,2.034683228,2.100982666,40.86666667,0.086666667,0,,5.547326582,224,,,,,0,6.168861685,,,,5.628705959,4.792871761,,,,,,
40.88333333,6.308850115,17.07706177,25.5075834,101.7013125,6.931741541,5.555751617,6.392603058,2.099914551,2.065353394,2.034683228,2.100982666,40.88333333,0.088333333,0,,5.54667178,225,,,,,0,6.169563206,,,,5.630424723,4.793573283,,,,,,
40.9,6.309189196,17.07520678,25.49743898,101.6944375,6.928011652,5.554734375,6.392942139,2.100067139,2.065429688,2.034301758,2.10105896,40.9,0.09,0,,5.546966521,224,,,,,0,6.165788977,,,,5.630719464,4.7925117,,,,,,
40.91666667,6.3108846,17.07056929,25.50033739,101.697875,6.928011652,5.555073456,6.392263977,2.099914551,2.065353394,2.034378052,2.100906372,40.91666667,0.091666667,0,,5.548905261,224,,,,,0,6.166032313,,,,5.630284639,4.793094117,,,,,,
40.93333333,6.309189196,17.06129433,25.50033739,101.697875,6.932419702,5.555073456,6.391924896,2.099914551,2.065124512,2.034454346,2.100906372,40.93333333,0.093333333,0,,5.547623864,225,,,,,0,6.17085437,,,,5.630359565,4.793508124,,,,,,
40.95,6.303424822,17.08448174,25.5104818,101.6995938,6.930385217,5.555412537,6.392603058,2.100067139,2.065200806,2.03414917,2.100906372,40.95,0.095,0,,5.540951647,224,,,,,0,6.167912042,,,,5.630129883,4.792939362,,,,,,
40.96666667,6.303763903,17.11694411,25.5090326,101.697875,6.937844995,5.555751617,6.386838684,2.099990845,2.0652771,2.034454346,2.100906372,40.96666667,0.096666667,0,,5.53982375,224,,,,,0,6.173904842,,,,5.622898531,4.791811464,,,,,,
40.98333333,6.303424822,17.09004672,25.49888819,101.6927188,6.940218561,5.555073456,6.383447876,2.099838257,2.065200806,2.03453064,2.100830078,40.98333333,0.098333333,0,,5.540557888,225,,,,,0,6.177351627,,,,5.620580942,4.792206522,,,,,,
41,6.303763903,17.12436408,25.5075834,101.6995938,6.941574884,5.555073456,6.384804199,2.099914551,2.065353394,2.034378052,2.101135254,41,0.1,0,,5.539474386,224,,,,,0,6.177285367,,,,5.620514682,4.790783939,,,,,,
41.01666667,6.309189196,17.08448174,25.5104818,101.6927188,6.946322015,5.555073456,6.384465118,2.099914551,2.065353394,2.034378052,2.100830078,41.01666667,0.101666667,0,,5.546716021,224,,,,,0,6.18384884,,,,5.621991943,4.792600281,,,,,,
41.03333333,6.3108846,17.08726423,25.5061342,101.6927188,6.947339257,5.554734375,6.385821442,2.099838257,2.065353394,2.034378052,2.100982666,41.03333333,0.103333333,0,,5.548232743,225,,,,,0,6.184687401,,,,5.623169585,4.792082519,,,,,,
41.05,6.309867357,17.06593181,25.5032358,101.7013125,6.953781792,5.555412537,6.384126038,2.099685669,2.0652771,2.034378052,2.100982666,41.05,0.105,0,,5.548131328,224,,,,,0,6.192045763,,,,5.622390008,4.793676507,,,,,,
41.06666667,6.313597246,17.06314932,25.5075834,101.6961563,6.953442712,5.555412537,6.385482361,2.099990845,2.0652771,2.034301758,2.100906372,41.06666667,0.106666667,0,,5.552039848,224,,,,,0,6.191885313,,,,5.623924962,4.793855138,,,,,,
41.08333333,6.312919084,17.05943934,25.5090326,101.6858438,6.953781792,5.555412537,6.38514328,2.099990845,2.065353394,2.034606934,2.100982666,41.08333333,0.108333333,0,,5.551545406,225,,,,,0,6.192408114,,,,5.623769602,4.794038858,,,,,,
41.1,6.3197007,17.05572935,25.5032358,101.7013125,6.957511681,5.56083783,6.384804199,2.099990845,2.065353394,2.034454346,2.100982666,41.1,0.11,0,,5.558420057,224,,,,,0,6.196231038,,,,5.623523556,4.799557186,,,,,,
41.11666667,6.3197007,17.06593181,25.5061342,101.697875,6.958189843,5.560498749,6.385821442,2.099838257,2.065200806,2.03453064,2.100830078,41.11666667,0.111666667,0,,5.558000969,224,,,,,0,6.196490111,,,,5.62412171,4.798799017,,,,,,
41.13333333,6.320039781,17.06314932,25.5104818,101.6961563,6.95683352,5.560498749,6.386499603,2.099914551,2.065353394,2.03453064,2.100982666,41.13333333,0.113333333,0,,5.558518663,225,,,,,0,6.195312401,,,,5.624978485,4.79897763,,,,,,
41.15,6.3197007,17.08169925,25.5032358,101.697875,6.953781792,5.555073456,6.386838684,2.100067139,2.065429688,2.034378052,2.100982666,41.15,0.115,0,,5.557260893,224,,,,,0,6.191341985,,,,5.624398877,4.792633649,,,,,,
41.16666667,6.319022539,17.06407682,25.5133802,101.6961563,6.954120873,5.556090698,6.384465118,2.099838257,2.0652771,2.034454346,2.100830078,41.16666667,0.116666667,0,,5.557496301,224,,,,,0,6.192594635,,,,5.62293888,4.79456446,,,,,,
41.18333333,6.318683458,17.06593181,25.52062618,101.6892813,6.945982934,5.555751617,6.384804199,2.099838257,2.065353394,2.034454346,2.100982666,41.18333333,0.118333333,0,,5.557165097,225,,,,,0,6.184464573,,,,5.623285838,4.794233256,,,,,,
41.2,6.326482316,17.06593181,25.5090326,101.6995938,6.947339257,5.555412537,6.38514328,2.099838257,2.065200806,2.03453064,2.100906372,41.2,0.12,0,,5.564818875,224,,,,,0,6.185675816,,,,5.623479838,4.793749095,,,,,,
41.21666667,6.326821397,17.08448174,25.5075834,101.70475,6.947339257,5.56083783,6.385821442,2.099914551,2.065353394,2.034301758,2.100830078,41.21666667,0.121666667,0,,5.564311897,224,,,,,0,6.184829757,,,,5.623311941,4.798328329,,,,,,
41.23333333,6.327499559,17.10117667,25.511931,101.7013125,6.947000176,5.56083783,6.384804199,2.099990845,2.0652771,2.034378052,2.100982666,41.23333333,0.123333333,0,,5.564299473,225,,,,,0,6.183800091,,,,5.621604114,4.797637744,,,,,,
41.25,6.332585771,17.08262675,25.5075834,101.697875,6.945982934,5.560498749,6.384465118,2.099838257,2.065429688,2.034454346,2.100982666,41.25,0.125,0,,5.570159062,224,,,,,0,6.183556225,,,,5.62203841,4.79807204,,,,,,
41.26666667,6.33224669,17.10859664,25.5090326,101.7013125,6.945982934,5.560159668,6.38514328,2.099761963,2.0652771,2.034301758,2.100830078,41.26666667,0.126666667,0,,5.56867909,224,,,,,0,6.182415334,,,,5.62157568,4.796592068,,,,,,
41.28333333,6.331907609,17.10581415,25.50033739,101.6944375,6.95276455,5.555751617,6.386499603,2.099761963,2.065658569,2.03453064,2.100982666,41.28333333,0.128333333,0,,5.568355045,225,,,,,0,6.189211986,,,,5.622947039,4.792199054,,,,,,
41.3,6.336993821,17.09839418,25.5032358,101.6944375,6.953781792,5.555412537,6.392263977,2.099914551,2.065505981,2.034606934,2.100906372,41.3,0.13,0,,5.573808837,224,,,,,0,6.190596809,,,,5.629078993,4.792227553,,,,,,
41.31666667,6.337332902,17.09282921,25.5133802,101.6961563,6.953103631,5.556090698,6.385482361,2.099761963,2.065353394,2.03453064,2.100906372,41.31666667,0.131666667,0,,5.574523518,224,,,,,0,6.190294247,,,,5.622672977,4.793281315,,,,,,
41.33333333,6.34072371,17.0946842,25.51627859,101.697875,6.953781792,5.551004486,6.385821442,2.099914551,2.0652771,2.034225464,2.100982666,41.33333333,0.133333333,0,,5.577867874,225,,,,,0,6.190925956,,,,5.622965606,4.78814865,,,,,,
41.35,6.340384629,17.10395916,25.5148294,101.6961563,6.954120873,5.549987244,6.381413391,2.099838257,2.0652771,2.034301758,2.100906372,41.35,0.135,0,,5.57709672,224,,,,,0,6.190832965,,,,5.618125482,4.786699335,,,,,,
41.36666667,6.346488083,17.09004672,25.51917699,101.6961563,6.958868004,5.551004486,6.38514328,2.100067139,2.065353394,2.03453064,2.100982666,41.36666667,0.136666667,0,,5.58387551,224,,,,,0,6.196255431,,,,5.622530707,4.788391913,,,,,,
41.38333333,6.346488083,17.09561169,25.52497377,101.697875,6.9571726,5.551004486,6.381413391,2.099990845,2.065353394,2.034378052,2.100830078,41.38333333,0.138333333,0,,5.58369981,225,,,,,0,6.194384327,,,,5.618625118,4.788216213,,,,,,
41.4,6.347166245,17.11508912,25.51917699,101.6995938,6.963615136,5.552021729,6.381413391,2.099914551,2.065429688,2.034606934,2.100982666,41.4,0.14,0,,5.5834362,224,,,,,0,6.19988509,,,,5.617683346,4.788291683,,,,,,
41.41666667,6.353947861,17.0937567,25.511931,101.6995938,6.964293297,5.550665405,6.38107431,2.099761963,2.065353394,2.03453064,2.100982666,41.41666667,0.141666667,0,,5.591078918,224,,,,,0,6.201424354,,,,5.618205367,4.787796462,,,,,,
41.43333333,6.35360878,17.07798926,25.5148294,101.6995938,6.963276055,5.551004486,6.377005341,2.099990845,2.0652771,2.03453064,2.100906372,41.43333333,0.143333333,0,,5.591479814,225,,,,,0,6.201147089,,,,5.614876375,4.78887552,,,,,,
41.45,6.359034073,17.09746669,25.52207538,101.6944375,6.964293297,5.546935516,6.370562805,2.099914551,2.065505981,2.034301758,2.10105896,41.45,0.145,0,,5.596126718,224,,,,,0,6.201385942,,,,5.60765545,4.784028162,,,,,,
41.46666667,6.359034073,17.08169925,25.52497377,101.6995938,6.963954216,5.546935516,6.370901886,2.099914551,2.065429688,2.034301758,2.100982666,41.46666667,0.146666667,0,,5.596866558,224,,,,,0,6.201786701,,,,5.608734371,4.784768001,,,,,,
41.48333333,6.362763962,17.08911922,25.52352457,101.697875,6.963954216,5.547274597,6.369206482,2.099838257,2.0652771,2.034454346,2.10105896,41.48333333,0.148333333,0,,5.600247229,225,,,,,0,6.201437483,,,,5.606689749,4.784757864,,,,,,
41.5,6.369545578,17.07613427,25.52932135,101.6944375,6.963276055,5.543205627,6.370562805,2.099761963,2.065429688,2.03453064,2.100830078,41.5,0.15,0,,5.607680754,224,,,,,0,6.201411231,,,,5.608697981,4.781340803,,,,,,
41.51666667,6.369884659,17.10488666,25.53077054,101.6995938,6.963615136,5.541849304,6.371240967,2.100067139,2.065505981,2.034454346,2.100906372,41.51666667,0.151666667,0,,5.606755181,224,,,,,0,6.200485658,,,,5.608111489,4.778719826,,,,,,
41.53333333,6.370223739,17.11416162,25.52932135,101.7013125,6.963276055,5.541510223,6.369545563,2.099990845,2.065353394,2.034378052,2.10105896,41.53333333,0.153333333,0,,5.606662296,225,,,,,0,6.199714611,,,,5.605984119,4.77794878,,,,,,
41.55,6.376327194,17.08448174,25.53077054,101.6944375,6.963615136,5.540832062,6.370562805,2.099990845,2.065429688,2.034683228,2.100830078,41.55,0.155,0,,5.614108075,224,,,,,0,6.201396017,,,,5.608343687,4.778612943,,,,,,
41.56666667,6.380057082,17.12529158,25.53366892,101.697875,6.964293297,5.541510223,6.376327179,2.099838257,2.065200806,2.03453064,2.100906372,41.56666667,0.156666667,0,,5.616053594,224,,,,,0,6.200289809,,,,5.61232369,4.777506735,,,,,,
41.58333333,6.383786971,17.14291401,25.53366892,101.7013125,6.957511681,5.540832062,6.377005341,2.099914551,2.065200806,2.034301758,2.100906372,41.58333333,0.158333333,0,,5.618997301,225,,,,,0,6.19272201,,,,5.61221567,4.776042391,,,,,,
41.6,6.388534102,17.09282921,25.53366892,101.7030313,6.957511681,5.541849304,6.377005341,2.099838257,2.065429688,2.03453064,2.100982666,41.6,0.16,0,,5.625978844,224,,,,,0,6.194956423,,,,5.614450082,4.779294046,,,,,,
41.61666667,6.390907668,17.10024918,25.53366892,101.7030313,6.958189843,5.541849304,6.375988098,2.099838257,2.065353394,2.034454346,2.100982666,41.61666667,0.161666667,0,,5.628021386,224,,,,,0,6.19530356,,,,5.613101816,4.778963022,,,,,,
