Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3(mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV2 (V),Latest: FlowV1 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h),Latest: FlowV4 (V),Latest: FlowV3 (V)
29.15,8.535568881,6.771650445,23.71794895,102.2169375,8.556591891,8.613896546,8.690189728,0.869598389,2.078933716,29.15,0.915,1,,8.223828711,224,,,,,0,8.244851721,,,,8.302156376,8.378449558,,,,,,,2.148132324,2.065887451
29.16666667,8.530482669,7.07586923,23.71068858,102.220375,8.554557406,8.60711493,8.689850647,0.869903564,2.079086304,29.16666667,0.916666667,1,,8.204694415,224,,,,,0,8.228769152,,,,8.281326675,8.364062393,,,,,,,2.148208618,2.065811157
29.18333333,8.526074619,6.68539329,23.72375717,102.2169375,8.551505679,8.608471253,8.688833405,0.870132446,2.079162598,29.18333333,0.918333333,1,,8.218337911,225,,,,,0,8.243768971,,,,8.300734545,8.381096696,,,,,,,2.148208618,2.065887451
29.2,8.525057377,6.612121083,23.72375717,102.2135,8.54336774,8.608810334,8.687138,0.870056152,2.078857422,29.2,0.92,1,,8.220693476,224,,,,,0,8.239003839,,,,8.304446433,8.3827741,,,,,,,2.148208618,2.065887451
29.21666667,8.52234473,6.686320786,23.72956533,102.2049063,8.542689578,8.608132172,8.688155243,0.870132446,2.078933716,29.21666667,0.921666667,1,,8.21459784,224,,,,,0,8.234942688,,,,8.300385282,8.380408353,,,,,,,2.148208618,2.065811157
29.23333333,8.514545872,6.654785912,23.72520922,102.2169375,8.536925205,8.607793091,8.688155243,0.870132446,2.07901001,29.23333333,0.923333333,1,,8.208226149,225,,,,,0,8.230605482,,,,8.301473368,8.38183552,,,,,,,2.148208618,2.065963745
29.25,8.519293003,6.805967808,23.70342811,102.2117813,8.537942447,8.604063203,8.685442596,0.870132446,2.07901001,29.25,0.925,1,,8.205890163,224,,,,,0,8.224539607,,,,8.290660363,8.372039757,,,,,,,2.148208618,2.065887451
29.26666667,8.513189549,6.772577942,23.71940101,102.2135,8.537942447,8.607793091,8.684764435,0.869750977,2.07901001,29.26666667,0.926666667,1,,8.201414918,224,,,,,0,8.226167816,,,,8.296018461,8.372989804,,,,,,,2.148284912,2.065887451
29.28333333,8.512511387,6.649220935,23.71359274,102.2135,8.537603366,8.608471253,8.684425354,0.869598389,2.07901001,29.28333333,0.928333333,1,,8.206383122,225,,,,,0,8.231475101,,,,8.302342988,8.378297089,,,,,,,2.148208618,2.065963745
29.3,8.519632084,6.794837853,23.71359274,102.2135,8.537603366,8.603724122,8.684425354,0.868835449,2.07901001,29.3,0.93,1,,8.206799657,224,,,,,0,8.224770939,,,,8.290891695,8.371592927,,,,,,,2.148132324,2.065887451
29.31666667,8.521327488,7.586919688,23.71359274,102.2152188,8.542689578,8.604063203,8.683069031,0.868530273,2.078933716,29.31666667,0.931666667,1,,8.172027836,224,,,,,0,8.193389926,,,,8.25476355,8.333769378,,,,,,,2.148208618,2.065963745
29.33333333,8.514884953,7.012799482,23.71649688,102.2135,8.542689578,8.603724122,8.681373627,0.868453979,2.078933716,29.33333333,0.933333333,1,,8.192034698,225,,,,,0,8.219839323,,,,8.280873867,8.358523372,,,,,,,2.148208618,2.065887451
29.35,8.515563114,7.442230266,23.73827744,102.220375,8.542350497,8.603724122,8.680695465,0.868453979,2.07901001,29.35,0.935,1,,8.173078727,224,,,,,0,8.19986611,,,,8.261239734,8.338211078,,,,,,,2.148284912,2.065811157
29.36666667,8.512511387,7.147286445,23.73972944,102.220375,8.543028659,8.59863791,8.680356384,0.868530273,2.078933716,29.36666667,0.936666667,1,,8.183608715,224,,,,,0,8.214125987,,,,8.269735238,8.351453712,,,,,,,2.148132324,2.065963745
29.38333333,8.525057377,6.800402831,23.73101736,102.2186563,8.551166598,8.598298829,8.679678223,0.868606567,2.079086304,29.38333333,0.938333333,1,,8.212067971,225,,,,,0,8.238177193,,,,8.285309424,8.366688818,,,,,,,2.148208618,2.065811157
29.4,8.519971165,7.145431452,23.73537342,102.2169375,8.555913729,8.597620667,8.679339142,0.868530273,2.078933716,29.4,0.94,1,,8.191127819,224,,,,,0,8.227070383,,,,8.268777321,8.350495796,,,,,,,2.148208618,2.065963745
29.41666667,8.524040134,6.621396046,23.74844139,102.2169375,8.555574648,8.597620667,8.679000061,0.868530273,2.078781128,29.41666667,0.941666667,1,,8.219386032,224,,,,,0,8.250920547,,,,8.292966565,8.374345959,,,,,,,2.148132324,2.065734863
29.43333333,8.524379215,7.229833615,23.74408543,102.220375,8.559643618,8.597281587,8.679339142,0.868682861,2.079086304,29.43333333,0.943333333,1,,8.191704236,225,,,,,0,8.226968639,,,,8.264606608,8.346664163,,,,,,,2.148132324,2.065887451
29.45,8.526752781,6.651075927,23.75134534,102.2083438,8.555574648,8.597281587,8.678321899,0.868682861,2.078933716,29.45,0.945,1,,8.220749233,224,,,,,0,8.249571101,,,,8.291278039,8.372318352,,,,,,,2.148208618,2.065734863
29.46666667,8.53082175,6.984974593,23.73101736,102.2186563,8.55625281,8.597959748,8.674931091,0.868759155,2.078933716,29.46666667,0.946666667,1,,8.209337406,224,,,,,0,8.234768466,,,,8.276475404,8.353446747,,,,,,,2.148208618,2.065887451
29.48333333,8.527430942,6.690030772,23.73682543,102.220375,8.559304537,8.592195375,8.675270172,0.868530273,2.079086304,29.48333333,0.948333333,1,,8.219553937,225,,,,,0,8.251427532,,,,8.284318369,8.367393167,,,,,,,2.148284912,2.065963745
29.5,8.525735538,7.051754326,23.75570123,102.2152188,8.559643618,8.591178132,8.674931091,0.867996216,2.079086304,29.5,0.95,1,,8.201323192,224,,,,,0,8.235231272,,,,8.266765786,8.350518745,,,,,,,2.148208618,2.065887451
29.51666667,8.530143589,6.971989645,23.75424927,102.2152188,8.555913729,8.587787324,8.674931091,0.86807251,2.079086304,29.51666667,0.951666667,1,,8.209392319,224,,,,,0,8.235162459,,,,8.267036054,8.354179822,,,,,,,2.148208618,2.065963745
29.53333333,8.530482669,6.865327571,23.72956533,102.2100625,8.549810275,8.582022951,8.673574768,0.86769104,2.07901001,29.53333333,0.953333333,1,,8.214496752,225,,,,,0,8.233824357,,,,8.266037033,8.35758885,,,,,,,2.148208618,2.065887451
29.55,8.535568881,7.235398592,23.7339214,102.2135,8.537603366,8.583040193,8.673235687,0.867462158,2.079086304,29.55,0.955,1,,8.202576324,224,,,,,0,8.204610809,,,,8.250047636,8.34024313,,,,,,,2.148284912,2.065887451
29.56666667,8.534551639,6.715073172,23.72811329,102.2186563,8.533873477,8.577275819,8.670523041,0.86730957,2.078933716,29.56666667,0.956666667,1,,8.22547322,224,,,,,0,8.224795058,,,,8.268197401,8.361444622,,,,,,,2.148208618,2.065887451
29.58333333,8.532856235,7.827141228,23.74844139,102.220375,8.527430942,8.570155123,8.669844879,0.867385864,2.079086304,29.58333333,0.958333333,1,,8.172725129,225,,,,,0,8.167299836,,,,8.210024017,8.309713773,,,,,,,2.148208618,2.065811157
29.6,8.540316013,6.86069009,23.74263344,102.2135,8.527770023,8.571172365,8.668488556,0.867385864,2.079086304,29.6,0.96,1,,8.224618547,224,,,,,0,8.212072557,,,,8.255474899,8.35279109,,,,,,,2.148208618,2.065963745
29.61666667,8.541672336,7.486750088,23.73682543,102.2083438,8.527091861,8.570494204,8.668488556,0.867538452,2.07901001,29.61666667,0.961666667,1,,8.197130095,224,,,,,0,8.18254962,,,,8.225951962,8.323946315,,,,,,,2.148208618,2.065963745
29.63333333,8.53489072,6.689103275,23.74263344,102.220375,8.533873477,8.570494204,8.667810394,0.867614746,2.079086304,29.63333333,0.963333333,1,,8.227088892,225,,,,,0,8.226071649,,,,8.262692375,8.360008566,,,,,,,2.148208618,2.066040039
29.65,8.541672336,7.013726978,23.71649688,102.2135,8.534212558,8.570155123,8.663741425,0.867767334,2.079086304,29.65,0.965,1,,8.218779382,224,,,,,0,8.211319604,,,,8.247262169,8.34084847,,,,,,,2.148208618,2.065963745
29.66666667,8.541333255,6.704870712,23.72666126,102.2135,8.537603366,8.566425234,8.663063263,0.867843628,2.07901001,29.66666667,0.966666667,1,,8.23271628,224,,,,,0,8.228986391,,,,8.257808259,8.354446288,,,,,,,2.148132324,2.065887451
29.68333333,8.535229801,7.744594058,23.71214066,102.2186563,8.537603366,8.566086153,8.662046021,0.867843628,2.078857422,29.68333333,0.968333333,1,,8.17866144,225,,,,,0,8.181035006,,,,8.209517793,8.30547766,,,,,,,2.148284912,2.065887451
29.7,8.53082175,6.770722949,23.72230512,102.2186563,8.537603366,8.560999941,8.662046021,0.867919922,2.07901001,29.7,0.97,1,,8.219148982,224,,,,,0,8.225930598,,,,8.249327173,8.350373252,,,,,,,2.148208618,2.065887451
29.71666667,8.533195316,7.077724223,23.70923649,102.2152188,8.538281528,8.561339022,8.663063263,0.868148804,2.079086304,29.71666667,0.971666667,1,,8.207313039,224,,,,,0,8.212399251,,,,8.235456745,8.337180986,,,,,,,2.148208618,2.065811157
29.73333333,8.530143589,6.733623097,23.70923649,102.220375,8.533195316,8.553540164,8.663063263,0.868148804,2.07901001,29.73333333,0.973333333,1,,8.220104887,225,,,,,0,8.223156614,,,,8.243501462,8.353024562,,,,,,,2.148208618,2.065963745
29.75,8.534551639,6.642728461,23.71940101,102.2152188,8.534212558,8.550149356,8.662385101,0.868225098,2.078933716,29.75,0.975,1,,8.22875461,224,,,,,0,8.228415529,,,,8.244352327,8.356588073,,,,,,,2.148284912,2.065887451
29.76666667,8.533873477,6.696523246,23.72085307,102.2117813,8.527770023,8.54777579,8.661367859,0.868301392,2.079086304,29.76666667,0.976666667,1,,8.225608158,224,,,,,0,8.219504703,,,,8.239510471,8.353102539,,,,,,,2.148208618,2.065963745
29.78333333,8.531499912,6.690958268,23.74263344,102.2152188,8.527091861,8.546758548,8.660689697,0.868377686,2.07901001,29.78333333,0.978333333,1,,8.223612725,225,,,,,0,8.219204675,,,,8.238871361,8.352802511,,,,,,,2.148208618,2.065811157
29.8,8.525735538,6.76052049,23.74698941,102.2152188,8.527430942,8.543028659,8.66170694,0.868453979,2.079086304,29.8,0.98,1,,8.214672038,224,,,,,0,8.216367442,,,,8.231965159,8.35064344,,,,,,,2.148208618,2.065887451
29.81666667,8.53082175,6.59542615,23.75279731,102.2169375,8.518275761,8.543028659,8.663063263,0.868453979,2.07901001,29.81666667,0.981666667,1,,8.227386547,224,,,,,0,8.214840557,,,,8.239593455,8.359628059,,,,,,,2.148208618,2.065811157
29.83333333,8.524718296,6.826372727,23.74844139,102.2152188,8.516580357,8.54370682,8.663741425,0.868530273,2.07901001,29.83333333,0.983333333,1,,8.210633103,225,,,,,0,8.202495164,,,,8.229621628,8.349656232,,,,,,,2.148208618,2.065734863
29.85,8.524040134,6.819880253,23.76005709,102.2152188,8.508781498,8.542689578,8.664758667,0.868530273,2.07901001,29.85,0.985,1,,8.210319849,224,,,,,0,8.195061213,,,,8.228969293,8.351038382,,,,,,,2.148208618,2.065658569
29.86666667,8.518953922,6.976627126,23.74263344,102.2135,8.509798741,8.542689578,8.663402344,0.868682861,2.07901001,29.86666667,0.986666667,1,,8.197921566,224,,,,,0,8.188766385,,,,8.221657222,8.342369988,,,,,,,2.148208618,2.065734863
29.88333333,8.523701053,6.614903572,23.73246938,102.2117813,8.50945966,8.542350497,8.665097748,0.868682861,2.07901001,29.88333333,0.988333333,1,,8.219257313,225,,,,,0,8.20501592,,,,8.237906757,8.360654008,,,,,,,2.148208618,2.065963745
29.9,8.512850468,6.634380994,23.72956533,102.2117813,8.501321721,8.542689578,8.664758667,0.868682861,2.079086304,29.9,0.99,1,,8.207494176,224,,,,,0,8.195965429,,,,8.237333286,8.359402375,,,,,,,2.148208618,2.065811157
29.91666667,8.519293003,6.708580697,23.73246938,102.2152188,8.510137821,8.543028659,8.665097748,0.868835449,2.079086304,29.91666667,0.991666667,1,,8.210537875,224,,,,,0,8.201382694,,,,8.234273531,8.35634262,,,,,,,2.148284912,2.065963745
29.93333333,8.511833225,6.842140164,23.71794895,102.2117813,8.509798741,8.542350497,8.665775909,0.868835449,2.078933716,29.93333333,0.993333333,1,,8.196847986,225,,,,,0,8.194813501,,,,8.227365258,8.35079067,,,,,,,2.148208618,2.065887451
29.95,8.511833225,6.691885764,23.72520922,102.2152188,8.509798741,8.538281528,8.665097748,0.869064331,2.078933716,29.95,0.995,1,,8.203805797,224,,,,,0,8.201771312,,,,8.230254099,8.357070319,,,,,,,2.148208618,2.065963745
29.96666667,8.519971165,6.752173023,23.72811329,102.206625,8.501660802,8.542011416,8.666793152,0.868988037,2.07901001,29.96666667,0.996666667,1,,8.20918513,224,,,,,0,8.190874767,,,,8.231225382,8.356007117,,,,,,,2.148208618,2.065887451
29.98333333,8.511155064,6.651075927,23.72666126,102.2186563,8.502678044,8.54336774,8.667471313,0.869140625,2.078933716,29.98333333,0.998333333,1,,8.205014197,225,,,,,0,8.196537177,,,,8.237226873,8.361330447,,,,,,,2.148208618,2.065887451
30,8.518953922,6.701160727,23.72666126,102.2169375,8.501999882,8.54336774,8.666793152,0.869140625,2.07901001,30,0,0,1,8.210507714,224,-0.02965256,176.1362045,,,0,8.193553674,-0.059762935,354.9918311,,8.234921531,8.358346943,-0.052619632,-0.016541436,312.5606164,98.25612887,,,2.148284912,2.065811157
30.01666667,8.515902195,6.788345379,23.71359274,102.2169375,8.502678044,8.542350497,8.663063263,0.869369507,2.079086304,30.01666667,0.001666667,0,,8.20336868,224,,,,,0,8.190144529,,,,8.229816982,8.350529748,,,,,,,2.148208618,2.065887451
30.03333333,8.523022892,7.202936222,23.71940101,102.2152188,8.50945966,8.548114871,8.663063263,0.869445801,2.078933716,30.03333333,0.003333333,0,,8.191436781,225,,,,,0,8.177873549,,,,8.21652876,8.331477152,,,,,,,2.148208618,2.065963745
30.05,8.518275761,6.622323542,23.72811329,102.2100625,8.516919437,8.547436709,8.662046021,0.869674683,2.079086304,30.05,0.005,0,,8.213466381,224,,,,,0,8.212110057,,,,8.242627329,8.357236641,,,,,,,2.148284912,2.065811157
30.06666667,8.521666569,6.793910357,23.70923649,102.2100625,8.526752781,8.548114871,8.662385101,0.869598389,2.079086304,30.06666667,0.006666667,0,,8.208852039,224,,,,,0,8.213938251,,,,8.235300341,8.349570571,,,,,,,2.148208618,2.065887451
30.08333333,8.517258518,6.611193587,23.72375717,102.2135,8.533873477,8.547436709,8.662724182,0.869827271,2.07901001,30.08333333,0.008333333,0,,8.212937312,225,,,,,0,8.229552271,,,,8.243115503,8.358402976,,,,,,,2.148208618,2.065811157
30.1,8.509798741,6.711363186,23.71359274,102.2135,8.534212558,8.54777579,8.663063263,0.869903564,2.078781128,30.1,0.01,0,,8.200809464,224,,,,,0,8.225223281,,,,8.238786513,8.354073986,,,,,,,2.148208618,2.065658569
30.11666667,8.513189549,6.745680549,23.71214066,102.2117813,8.533534397,8.548793032,8.663063263,0.869979858,2.07901001,30.11666667,0.011666667,0,,8.202612102,224,,,,,0,8.222956949,,,,8.238215585,8.352485816,,,,,,,2.148208618,2.065811157
30.13333333,8.514206791,6.607483601,23.69907177,102.2117813,8.533873477,8.548114871,8.663063263,0.869827271,2.078933716,30.13333333,0.013333333,0,,8.209919657,225,,,,,0,8.229586344,,,,8.243827737,8.358776129,,,,,,,2.148284912,2.066040039
30.15,8.514545872,6.629743512,23.69907177,102.2117813,8.527430942,8.548114871,8.663741425,0.869979858,2.078933716,30.15,0.015,0,,8.209233627,224,,,,,0,8.222118697,,,,8.242802626,8.35842918,,,,,,,2.148208618,2.065963745
30.16666667,8.508781498,6.624178535,23.70633231,102.2152188,8.517258518,8.54777579,8.663402344,0.870361328,2.07901001,30.16666667,0.016666667,0,,8.203765866,224,,,,,0,8.212242886,,,,8.242760158,8.358386711,,,,,,,2.148208618,2.065734863
30.18333333,8.50539069,6.661278386,23.7077844,102.2117813,8.508781498,8.542689578,8.663063263,0.87020874,2.078857422,30.18333333,0.018333333,0,,8.198674875,225,,,,,0,8.202065683,,,,8.235973763,8.356347447,,,,,,,2.148208618,2.065887451
30.2,8.504373448,6.619541053,23.72956533,102.2135,8.501660802,8.542011416,8.663063263,0.870513916,2.078933716,30.2,0.02,0,,8.199700185,224,,,,,0,8.196987538,,,,8.237338153,8.35839,,,,,,,2.148208618,2.065963745
30.21666667,8.507764256,6.626961024,23.71504481,102.2083438,8.498269994,8.542011416,8.663063263,0.870666504,2.07901001,30.21666667,0.021666667,0,,8.202668894,224,,,,,0,8.193174632,,,,8.236916055,8.357967901,,,,,,,2.148208618,2.065887451
30.23333333,8.504712529,6.624178535,23.72375717,102.2083438,8.485724004,8.54336774,8.663402344,0.870742798,2.07901001,30.23333333,0.023333333,0,,8.199793609,225,,,,,0,8.180805085,,,,8.23844882,8.358483424,,,,,,,2.148208618,2.065887451
30.25,8.504712529,6.805967808,23.72085307,102.2117813,8.47995963,8.542689578,8.663402344,0.870819092,2.079086304,30.25,0.025,0,,8.191409078,224,,,,,0,8.16665618,,,,8.229386127,8.350098893,,,,,,,2.148208618,2.065887451
30.26666667,8.504373448,6.843995156,23.72230512,102.206625,8.476907903,8.542689578,8.663063263,0.871047974,2.078933716,30.26666667,0.026666667,0,,8.189327783,224,,,,,0,8.161862238,,,,8.227643913,8.348017598,,,,,,,2.148208618,2.065811157
30.28333333,8.50505161,7.16583637,23.7339214,102.2100625,8.47114353,8.537942447,8.662724182,0.871353149,2.078857422,30.28333333,0.028333333,0,,8.175260493,225,,,,,0,8.141352414,,,,8.208151331,8.332933066,,,,,,,2.148208618,2.065887451
30.3,8.503356206,8.019132961,23.72520922,102.2135,8.47114353,8.538959689,8.663063263,0.871276855,2.079086304,30.3,0.03,0,,8.134235603,224,,,,,0,8.102022927,,,,8.169839087,8.29394266,,,,,,,2.148208618,2.065811157
30.31666667,8.503356206,7.027639423,23.72085307,102.2117813,8.471482611,8.538620609,8.663063263,0.871276855,2.078857422,30.31666667,0.031666667,0,,8.179848404,224,,,,,0,8.147974809,,,,8.215112807,8.339555462,,,,,,,2.148132324,2.065811157
30.33333333,8.504373448,7.107404104,23.72230512,102.206625,8.471482611,8.538620609,8.663063263,0.871582031,2.079086304,30.33333333,0.033333333,0,,8.177202431,225,,,,,0,8.144311594,,,,8.211449592,8.335892246,,,,,,,2.148132324,2.065811157
30.35,8.504712529,7.635149495,23.701976,102.206625,8.476907903,8.538620609,8.663402344,0.871658325,2.07901001,30.35,0.035,0,,8.153118034,224,,,,,0,8.125313408,,,,8.187026113,8.311807849,,,,,,,2.148208618,2.065887451
30.36666667,8.501660802,6.917267364,23.701976,102.2135,8.476907903,8.538620609,8.664080505,0.871734619,2.079086304,30.36666667,0.036666667,0,,8.183124389,224,,,,,0,8.158371491,,,,8.220084196,8.345544093,,,,,,,2.148208618,2.065734863
30.38333333,8.504373448,6.884804993,23.72375717,102.2117813,8.471482611,8.538620609,8.664080505,0.871887207,2.078857422,30.38333333,0.038333333,0,,8.187457579,225,,,,,0,8.154566741,,,,8.221704739,8.347164636,,,,,,,2.148284912,2.065963745
30.4,8.50098264,6.670553349,23.74263344,102.206625,8.471482611,8.537942447,8.663741425,0.871963501,2.079086304,30.4,0.04,0,,8.194034394,224,,,,,0,8.164534365,,,,8.230994201,8.356793179,,,,,,,2.148208618,2.065811157
30.41666667,8.501321721,6.709508194,23.72375717,102.2135,8.471482611,8.538620609,8.663741425,0.871963501,2.078857422,30.41666667,0.041666667,0,,8.192474974,224,,,,,0,8.162635864,,,,8.229773862,8.354894678,,,,,,,2.148208618,2.065811157
30.43333333,8.503695286,6.600063631,23.72520922,102.2100625,8.476907903,8.534212558,8.663402344,0.871963501,2.07901001,30.43333333,0.043333333,0,,8.19989443,225,,,,,0,8.173107046,,,,8.230411701,8.359601487,,,,,,,2.148208618,2.065963745
30.45,8.502678044,6.755883008,23.73827744,102.2169375,8.471821691,8.533534397,8.663063263,0.872116089,2.078933716,30.45,0.045,0,,8.191778707,224,,,,,0,8.160922354,,,,8.22263506,8.352163926,,,,,,,2.148208618,2.065887451
30.46666667,8.500304478,7.149141437,23.73101736,102.206625,8.477246984,8.5264137,8.663063263,0.872192383,2.078933716,30.46666667,0.046666667,0,,8.171264334,224,,,,,0,8.14820684,,,,8.197373556,8.334023119,,,,,,,2.148208618,2.065811157
30.48333333,8.503695286,6.888514979,23.72666126,102.2083438,8.47114353,8.520649326,8.662385101,0.872268677,2.078933716,30.48333333,0.048333333,0,,8.186625391,225,,,,,0,8.154073635,,,,8.203579431,8.345315206,,,,,,,2.148208618,2.066040039
30.5,8.498609074,7.320728252,23.72811329,102.2100625,8.472160772,8.520988407,8.662724182,0.872497559,2.07901001,30.5,0.05,0,,8.161653831,224,,,,,0,8.135205529,,,,8.184033164,8.325768939,,,,,,,2.148208618,2.065887451
30.51666667,8.503017125,6.648293438,23.72375717,102.2049063,8.471482611,8.516919437,8.66170694,0.872650146,2.078933716,30.51666667,0.051666667,0,,8.196988167,224,,,,,0,8.165453653,,,,8.21089048,8.355677982,,,,,,,2.148208618,2.065887451
30.53333333,8.498948155,6.759592994,23.72666126,102.2135,8.47114353,8.517258518,8.660011536,0.872573853,2.078857422,30.53333333,0.053333333,0,,8.187812381,225,,,,,0,8.160007756,,,,8.206122744,8.348875761,,,,,,,2.148208618,2.065811157
30.55,8.498609074,6.670553349,23.73537342,102.206625,8.47114353,8.517258518,8.659672455,0.872650146,2.078933716,30.55,0.055,0,,8.191620322,224,,,,,0,8.164154778,,,,8.210269766,8.352683703,,,,,,,2.148284912,2.066040039
30.56666667,8.504034367,6.658495898,23.72956533,102.2152188,8.472160772,8.516919437,8.661367859,0.872650146,2.078933716,30.56666667,0.056666667,0,,8.197568155,224,,,,,0,8.16569456,,,,8.210453225,8.354901646,,,,,,,2.148132324,2.065811157
30.58333333,8.504712529,6.741970564,23.72520922,102.2135,8.477246984,8.520988407,8.66170694,0.872650146,2.078857422,30.58333333,0.058333333,0,,8.194379697,225,,,,,0,8.166914153,,,,8.210655576,8.351374108,,,,,,,2.148132324,2.066040039
30.6,8.495896428,6.623251038,23.74698941,102.2049063,8.476907903,8.521666569,8.662385101,0.872879028,2.07901001,30.6,0.06,0,,8.191148938,224,,,,,0,8.172160414,,,,8.216919079,8.357637612,,,,,,,2.148208618,2.065887451
30.61666667,8.496235509,6.616758564,23.74989336,102.206625,8.471821691,8.520649326,8.660011536,0.873031616,2.07901001,30.61666667,0.061666667,0,,8.19180281,224,,,,,0,8.167388992,,,,8.216216627,8.355578837,,,,,,,2.148284912,2.065963745
30.63333333,8.489114812,6.611193587,23.73827744,102.206625,8.465718237,8.520310245,8.659672455,0.87310791,2.078933716,30.63333333,0.063333333,0,,8.184873945,225,,,,,0,8.16147737,,,,8.216069379,8.355431588,,,,,,,2.148208618,2.065887451
30.65,8.490810216,6.599136135,23.75570123,102.2049063,8.459953863,8.519971165,8.658994293,0.873184204,2.078857422,30.65,0.065,0,,8.187220338,224,,,,,0,8.156363986,,,,8.216381287,8.355404415,,,,,,,2.148208618,2.065811157
30.66666667,8.486741246,6.617686061,23.75424927,102.206625,8.454528571,8.520649326,8.660011536,0.873413086,2.07901001,30.66666667,0.066666667,0,,8.182289961,224,,,,,0,8.150077286,,,,8.216198041,8.355560251,,,,,,,2.148208618,2.065887451
30.68333333,8.484706762,6.651075927,23.74698941,102.2014688,8.449103278,8.52234473,8.65763797,0.873260498,2.07901001,30.68333333,0.068333333,0,,8.178679,225,,,,,0,8.143075516,,,,8.216316968,8.351610208,,,,,,,2.148208618,2.065963745
30.7,8.483011358,6.494329054,23.74553742,102.2117813,8.4416435,8.520310245,8.65763797,0.873260498,2.07901001,30.7,0.07,0,,8.184187914,224,,,,,0,8.142820056,,,,8.221486801,8.358814526,,,,,,,2.148284912,2.065811157
30.71666667,8.484706762,6.694668253,23.74263344,102.19975,8.440626258,8.516580357,8.65763797,0.873336792,2.078933716,30.71666667,0.071666667,0,,8.176648859,224,,,,,0,8.132568355,,,,8.208522454,8.349580067,,,,,,,2.148208618,2.065963745
30.73333333,8.486402166,6.597281142,23.73537342,102.2117813,8.441982581,8.509120579,8.65763797,0.87348938,2.078933716,30.73333333,0.073333333,0,,8.182785509,225,,,,,0,8.138365925,,,,8.205503923,8.354021314,,,,,,,2.148208618,2.065734863
30.75,8.490810216,6.706725705,23.73246938,102.2049063,8.442660743,8.509120579,8.65763797,0.873641968,2.078857422,30.75,0.075,0,,8.182140462,224,,,,,0,8.133990989,,,,8.200450825,8.348968216,,,,,,,2.148208618,2.065887451
30.76666667,8.489114812,6.566673764,23.75134534,102.2083438,8.449442359,8.504373448,8.65763797,0.87348938,2.07901001,30.76666667,0.076666667,0,,8.18699445,224,,,,,0,8.147321996,,,,8.202253086,8.355517608,,,,,,,2.148208618,2.065963745
30.78333333,8.499287236,6.50267652,23.75570123,102.2014688,8.449442359,8.504373448,8.65763797,0.873794556,2.07901001,30.78333333,0.078333333,0,,8.200134933,225,,,,,0,8.150290056,,,,8.205221145,8.358485667,,,,,,,2.148208618,2.065887451
30.8,8.499626317,6.536993883,23.7339214,102.206625,8.442660743,8.50098264,8.657298889,0.873718262,2.079086304,30.8,0.08,0,,8.198776228,224,,,,,0,8.141810654,,,,8.200132551,8.3564488,,,,,,,2.148208618,2.065887451
30.81666667,8.498948155,6.744753053,23.73827744,102.206625,8.442660743,8.50098264,8.657298889,0.873794556,2.07901001,30.81666667,0.081666667,0,,8.188561008,224,,,,,0,8.132273596,,,,8.190595493,8.346911742,,,,,,,2.148208618,2.065658569
30.83333333,8.500643559,6.607483601,23.74698941,102.206625,8.440965339,8.500304478,8.656281647,0.873718262,2.078857422,30.83333333,0.083333333,0,,8.196621557,225,,,,,0,8.136943337,,,,8.196282476,8.352259645,,,,,,,2.148208618,2.065887451
30.85,8.503356206,7.022074445,23.7339214,102.206625,8.449442359,8.500643559,8.654586243,0.873947144,2.078933716,30.85,0.085,0,,8.180181401,224,,,,,0,8.126267554,,,,8.177468754,8.331411438,,,,,,,2.148208618,2.065887451
30.86666667,8.506068852,6.555543809,23.74698941,102.2100625,8.449103278,8.500643559,8.654247162,0.87387085,2.078857422,30.86666667,0.086666667,0,,8.204436692,224,,,,,0,8.147471118,,,,8.199011399,8.352615002,,,,,,,2.148208618,2.065811157
30.88333333,8.506068852,6.613976075,23.75570123,102.206625,8.453172247,8.500643559,8.653569,0.874099731,2.079086304,30.88333333,0.088333333,0,,8.20179627,225,,,,,0,8.148899666,,,,8.196370977,8.349296419,,,,,,,2.148208618,2.065734863
30.9,8.499287236,6.590788668,23.74989336,102.2083438,8.453172247,8.50098264,8.652890839,0.874176025,2.07901001,30.9,0.09,0,,8.196049395,224,,,,,0,8.149934406,,,,8.197744799,8.349652997,,,,,,,2.148208618,2.065887451
