Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure 3 (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: FlowV2 (V),Latest: Potential (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
32.73333333,9.078977579,3.30188681,24.03730921,910.9631195,8.667672571,8.493724122,9.204437474,2.157974243,2.106781006,2.089157104,2.071456909,32.73333333,0.273333333,0,,8.927844775,225,,,,,0,8.516539767,,,,8.342591318,9.05330467,,,,,,
32.75,9.078977579,3.343624143,24.0416629,911.0822998,8.66733349,8.498471253,9.204776555,2.157821655,2.106933594,2.089080811,2.071304321,32.75,0.275,0,,8.925946298,224,,,,,0,8.51430221,,,,8.345439972,9.051745274,,,,,,
32.76666667,9.079994821,3.583845683,24.03295549,911.1333771,8.66733349,8.497793091,9.203759312,2.157821655,2.1068573,2.089157104,2.071456909,32.76666667,0.276666667,0,,8.915943525,224,,,,,0,8.503282194,,,,8.333741795,9.039708016,,,,,,
32.78333333,9.07524769,3.615380557,24.02569922,911.0482483,8.666994409,8.498132172,9.205115636,2.157897949,2.106933594,2.089157104,2.071380615,32.78333333,0.278333333,0,,8.909731398,225,,,,,0,8.501478117,,,,8.33261588,9.039599344,,,,,,
32.8,9.07965574,3.633002986,24.02860174,911.1163513,8.66733349,8.498471253,9.203759312,2.157516479,2.107009888,2.089080811,2.071380615,32.8,0.28,0,,8.913341309,224,,,,,0,8.501019058,,,,8.332156821,9.037444881,,,,,,
32.81666667,9.07524769,3.581063194,24.02860174,911.1333771,8.670046137,8.498471253,9.204776555,2.157974243,2.106933594,2.089233398,2.071380615,32.81666667,0.281666667,0,,8.911310998,224,,,,,0,8.506109445,,,,8.334534561,9.040839863,,,,,,
32.83333333,9.074908609,3.630220498,24.01989415,911.0993256,8.670385217,8.497793091,9.205793797,2.157897949,2.1068573,2.089157104,2.071304321,32.83333333,0.283333333,0,,8.908695665,225,,,,,0,8.504172273,,,,8.331580147,9.039580853,,,,,,
32.85,9.074569528,3.591265653,24.02279669,911.0141968,8.675132349,8.493724122,9.205454716,2.157897949,2.1068573,2.089004517,2.071380615,32.85,0.285,0,,8.910148707,224,,,,,0,8.510711527,,,,8.3293033,9.041033895,,,,,,
32.86666667,9.068466074,3.510573476,24.02860174,911.0822998,8.681913965,8.498132172,9.206132878,2.157974243,2.107009888,2.089157104,2.071380615,32.86666667,0.286666667,0,,8.907756315,224,,,,,0,8.521204206,,,,8.337422413,9.045423119,,,,,,
32.88333333,9.068466074,3.463271165,24.03005299,911.0482483,8.685982934,8.498132172,9.204776555,2.157897949,2.106781006,2.089233398,2.071456909,32.88333333,0.288333333,0,,8.909925873,225,,,,,0,8.527442733,,,,8.339591971,9.046236353,,,,,,
32.9,9.069144236,4.284105385,24.03585798,911.1333771,8.686322015,8.49745401,9.191552404,2.157897949,2.107009888,2.089004517,2.071456909,32.9,0.29,0,,8.87304858,224,,,,,0,8.490226359,,,,8.301358355,8.995456748,,,,,,
32.91666667,9.067448832,4.272975429,24.04746777,911.065274,8.685643853,8.498132172,9.190196081,2.157974243,2.107009888,2.089080811,2.071380615,32.91666667,0.291666667,0,,8.871903207,224,,,,,0,8.490098228,,,,8.302586547,8.994650456,,,,,,
32.93333333,9.068466074,4.848950628,24.03005299,911.1333771,8.686322015,8.498471253,9.191213323,2.157897949,2.1068573,2.089080811,2.071456909,32.93333333,0.293333333,0,,8.846492809,225,,,,,0,8.464348749,,,,8.276497987,8.969240057,,,,,,
32.95,9.069483316,3.504081002,24.0416629,911.0993256,8.691747308,8.497793091,9.18578803,2.157897949,2.1068573,2.089080811,2.071456909,32.95,0.295,0,,8.909108233,224,,,,,0,8.531372224,,,,8.337418007,9.025412946,,,,,,
32.96666667,9.062701701,3.654335401,24.03150425,911.0822998,8.691069146,8.498471253,9.186127111,2.157745361,2.1068573,2.089233398,2.071456909,32.96666667,0.296666667,0,,8.895419381,224,,,,,0,8.523786826,,,,8.331188933,9.018844791,,,,,,
32.98333333,9.063718943,3.353826602,24.04601656,911.0822998,8.691069146,8.49745401,9.186127111,2.157821655,2.106781006,2.089233398,2.071380615,32.98333333,0.298333333,0,,8.910232658,225,,,,,0,8.537582861,,,,8.343967725,9.032640826,,,,,,
33,9.063040781,3.748940023,24.04456534,910.9631195,8.691408227,8.493724122,9.18578803,2.157821655,2.1068573,2.089157104,2.071304321,33,0.3,0,,8.891467868,224,,,,,0,8.519835314,,,,8.322151209,9.014215117,,,,,,
33.01666667,9.069144236,3.40947638,24.03585798,910.997171,8.691408227,8.493385041,9.190196081,2.157745361,2.1068573,2.089080811,2.071456909,33.01666667,0.301666667,0,,8.913082831,224,,,,,0,8.535346822,,,,8.337323636,9.034134675,,,,,,
33.03333333,9.068805155,3.22675961,24.05327259,911.1333771,8.686322015,8.498471253,9.189857,2.157821655,2.106933594,2.089080811,2.071380615,33.03333333,0.303333333,0,,8.921153172,225,,,,,0,8.538670032,,,,8.35081927,9.042205017,,,,,,
33.05,9.068805155,4.354595103,24.05327259,911.0312225,8.686661096,8.494063203,9.190196081,2.157745361,2.1068573,2.089080811,2.071380615,33.05,0.305,0,,8.869545006,224,,,,,0,8.487400947,,,,8.294803053,8.990935931,,,,,,
33.06666667,9.074908609,3.591265653,24.04456534,910.997171,8.687000176,8.493385041,9.190874242,2.157897949,2.106933594,2.089233398,2.071380615,33.06666667,0.306666667,0,,8.910551776,224,,,,,0,8.522643344,,,,8.329028208,9.026517409,,,,,,
33.08333333,9.07524769,3.541180853,24.04311412,911.1163513,8.686661096,8.496097687,9.205115636,2.157897949,2.106933594,2.089233398,2.071456909,33.08333333,0.308333333,0,,8.91317882,225,,,,,0,8.524592226,,,,8.334028818,9.043046766,,,,,,
33.1,9.079994821,3.551383313,24.05182139,911.0993256,8.691408227,8.496436768,9.204098393,2.157897949,2.106704712,2.089157104,2.071380615,33.1,0.31,0,,8.917484302,224,,,,,0,8.528897707,,,,8.333926249,9.041587874,,,,,,
33.11666667,9.079994821,3.705347697,24.06343088,911.0993256,8.6971726,8.498471253,9.205793797,2.157821655,2.107009888,2.089233398,2.071304321,33.11666667,0.311666667,0,,8.910474074,224,,,,,0,8.527651853,,,,8.328950505,9.03627305,,,,,,
33.13333333,9.07931666,3.654335401,24.04746777,911.065274,8.697850762,8.49745401,9.204776555,2.157897949,2.106781006,2.089004517,2.071533203,33.13333333,0.313333333,0,,8.912082068,225,,,,,0,8.530616171,,,,8.330219419,9.037541964,,,,,,
33.15,9.078977579,3.435446276,24.05617497,911.1163513,8.698189843,8.498132172,9.209862767,2.157974243,2.106781006,2.089157104,2.071380615,33.15,0.315,0,,8.921784536,224,,,,,0,8.5409968,,,,8.34093913,9.052669724,,,,,,
33.16666667,9.078977579,4.750636021,24.05037019,911.065274,8.698528924,8.498132172,9.210880009,2.157897949,2.106933594,2.089309692,2.071533203,33.16666667,0.316666667,0,,8.861583883,224,,,,,0,8.481135228,,,,8.280738477,8.993486314,,,,,,
33.18333333,9.07965574,3.490168557,24.05907735,911.065274,8.698189843,8.498132172,9.209862767,2.157974243,2.107009888,2.089309692,2.071380615,33.18333333,0.318333333,0,,8.91996709,225,,,,,0,8.538501192,,,,8.338443522,9.050174116,,,,,,
33.2,9.079994821,4.261845474,24.06052853,911.0482483,8.703276055,8.498471253,9.209862767,2.157821655,2.106933594,2.089309692,2.071456909,33.2,0.32,0,,8.885004033,224,,,,,0,8.508285267,,,,8.303480465,9.014871979,,,,,,
33.21666667,9.075586771,3.388143965,24.05037019,911.1333771,8.703954216,8.497793091,9.210201848,2.157897949,2.106933594,2.089080811,2.071304321,33.21666667,0.321666667,0,,8.920542029,224,,,,,0,8.548909474,,,,8.342748349,9.055157105,,,,,,
33.23333333,9.074569528,3.37423152,24.05472378,911.1163513,8.703276055,8.498471253,9.210201848,2.157897949,2.106933594,2.089157104,2.071380615,33.23333333,0.323333333,0,,8.92017344,225,,,,,0,8.548879967,,,,8.344075165,9.05580576,,,,,,
33.25,9.07524769,3.360319076,24.05617497,911.1333771,8.709379509,8.497793091,9.210201848,2.157897949,2.106781006,2.088928223,2.071380615,33.25,0.325,0,,8.921492185,224,,,,,0,8.555624004,,,,8.344037586,9.056446342,,,,,,
33.26666667,9.068466074,3.72482512,24.04746777,911.0822998,8.709379509,8.498132172,9.210201848,2.157821655,2.1068573,2.089080811,2.071380615,33.26666667,0.326666667,0,,8.898005638,224,,,,,0,8.538919073,,,,8.327671736,9.039741411,,,,,,
33.28333333,9.074908609,3.363101565,24.04601656,911.1163513,8.704293297,8.498132172,9.210201848,2.157821655,2.107009888,2.089233398,2.071380615,33.28333333,0.328333333,0,,8.92099786,225,,,,,0,8.550382548,,,,8.344221423,9.056291098,,,,,,
33.3,9.074569528,3.387216469,24.05472378,911.0822998,8.704293297,8.498132172,9.205454716,2.157897949,2.106933594,2.089233398,2.071380615,33.3,0.33,0,,8.919579283,224,,,,,0,8.549303052,,,,8.343141927,9.050464471,,,,,,
33.31666667,9.07524769,3.35939158,24.04456534,911.0822998,8.704293297,8.498132172,9.204098393,2.157897949,2.1068573,2.089309692,2.071456909,33.31666667,0.331666667,0,,8.921502739,224,,,,,0,8.550548347,,,,8.344387221,9.050353443,,,,,,
33.33333333,9.07524769,3.279626898,24.04746777,911.065274,8.710057671,8.498132172,9.205115636,2.157974243,2.106704712,2.089309692,2.071380615,33.33333333,0.333333333,0,,8.925161011,225,,,,,0,8.559970992,,,,8.348045493,9.055028957,,,,,,
33.35,9.07524769,3.326001713,24.04021167,911.1674286,8.709040428,8.498471253,9.203759312,2.157821655,2.106933594,2.089309692,2.071456909,33.35,0.335,0,,8.923019006,224,,,,,0,8.556811744,,,,8.346242569,9.051530628,,,,,,
33.36666667,9.079994821,3.285191876,24.05327259,911.0822998,8.709040428,8.496775849,9.205793797,2.157821655,2.106933594,2.089080811,2.071380615,33.36666667,0.336666667,0,,8.92966906,224,,,,,0,8.558714667,,,,8.346450088,9.055468036,,,,,,
33.38333333,9.07965574,3.322291728,24.04891898,911.0822998,8.70971859,8.498132172,9.210540928,2.157974243,2.1068573,2.088928223,2.071380615,33.38333333,0.338333333,0,,8.927620519,225,,,,,0,8.557683368,,,,8.34609695,9.058505707,,,,,,
33.4,9.07931666,3.687725268,24.03585798,911.1674286,8.70971859,8.49711493,9.209862767,2.157974243,2.106933594,2.089157104,2.071380615,33.4,0.34,0,,8.910519014,224,,,,,0,8.540920944,,,,8.328317284,9.041065121,,,,,,
33.41666667,9.079994821,3.483676083,24.04311412,911.0312225,8.704632378,8.494741364,9.210201848,2.157974243,2.107009888,2.089080811,2.071380615,33.41666667,0.341666667,0,,8.920557767,224,,,,,0,8.545195323,,,,8.33530431,9.050764793,,,,,,
33.43333333,9.07965574,5.206964197,24.04456534,911.1163513,8.703276055,8.495080445,9.210201848,2.157897949,2.106933594,2.089080811,2.071380615,33.43333333,0.343333333,0,,8.841355312,225,,,,,0,8.464975626,,,,8.256780016,8.971901419,,,,,,
33.45,9.079994821,3.536543372,24.05617497,911.1163513,8.702597893,8.496436768,9.210201848,2.157897949,2.1068573,2.089080811,2.071456909,33.45,0.345,0,,8.918175958,224,,,,,0,8.54077903,,,,8.334617905,9.048382984,,,,,,
33.46666667,9.07965574,3.911251875,24.04311412,911.0141968,8.703954216,8.49711493,9.206132878,2.157821655,2.106933594,2.089157104,2.071380615,33.46666667,0.346666667,0,,8.900649867,224,,,,,0,8.524948343,,,,8.318109057,9.027127005,,,,,,
33.48333333,9.07965574,3.505008498,24.06343088,911.0822998,8.698189843,8.496436768,9.205454716,2.157974243,2.1068573,2.089080811,2.071304321,33.48333333,0.348333333,0,,8.91930057,225,,,,,0,8.537834672,,,,8.336081598,9.045099546,,,,,,
33.5,9.080672983,3.609815579,24.05327259,911.0482483,8.698189843,8.496097687,9.205793797,2.157821655,2.106781006,2.089233398,2.071456909,33.5,0.35,0,,8.915492898,224,,,,,0,8.533009758,,,,8.330917602,9.040613712,,,,,,
33.51666667,9.084741952,3.489241061,24.06778439,911.1333771,8.697850762,8.497793091,9.204776555,2.157821655,2.106933594,2.089157104,2.071380615,33.51666667,0.351666667,0,,8.925120551,224,,,,,0,8.538229361,,,,8.33817169,9.045155154,,,,,,
33.53333333,9.07965574,4.3054378,24.06343088,911.1163513,8.698189843,8.49745401,9.210540928,2.157745361,2.106933594,2.089080811,2.071456909,33.53333333,0.353333333,0,,8.882680694,225,,,,,0,8.501214796,,,,8.300478964,9.013565882,,,,,,
33.55,9.07965574,3.395563935,24.06343088,911.0312225,8.697511681,8.496775849,9.206471959,2.157821655,2.1068573,2.089233398,2.071380615,33.55,0.355,0,,8.924307691,224,,,,,0,8.542163632,,,,8.341427799,9.051123909,,,,,,
33.56666667,9.07965574,4.461257177,24.04746777,911.0482483,8.700224328,8.496775849,9.210201848,2.157745361,2.106781006,2.089157104,2.071304321,33.56666667,0.356666667,0,,8.875493714,224,,,,,0,8.496062301,,,,8.292613823,9.006039821,,,,,,
33.58333333,9.074908609,3.411331372,24.06488205,911.0482483,8.703615136,8.496775849,9.210540928,2.157897949,2.106933594,2.089004517,2.071456909,33.58333333,0.358333333,0,,8.918843238,225,,,,,0,8.547549764,,,,8.340710477,9.054475557,,,,,,
33.6,9.074908609,3.371449032,24.05762616,911.0822998,8.704632378,8.49745401,9.21121909,2.157821655,2.1068573,2.089004517,2.071456909,33.6,0.36,0,,8.920647837,224,,,,,0,8.550371606,,,,8.343193238,9.056958318,,,,,,
33.61666667,9.074569528,3.296321832,24.06052853,911.0822998,8.704293297,8.496775849,9.217322544,2.157974243,2.1068573,2.089385986,2.071456909,33.61666667,0.361666667,0,,8.92375402,224,,,,,0,8.553477789,,,,8.34596034,9.066507036,,,,,,
33.63333333,9.068126993,3.370521535,24.05037019,911.0822998,8.698189843,8.49745401,9.210201848,2.157974243,2.106933594,2.089157104,2.071380615,33.63333333,0.363333333,0,,8.913888671,225,,,,,0,8.54395152,,,,8.343215688,9.055963525,,,,,,
33.65,9.069144236,3.191514751,24.04891898,911.0822998,8.697850762,8.497793091,9.210540928,2.157821655,2.106933594,2.089233398,2.071380615,33.65,0.365,0,,8.92309365,224,,,,,0,8.551800176,,,,8.351742505,9.064490343,,,,,,
33.66666667,9.068466074,3.407621387,24.05472378,911.0482483,8.691408227,8.497793091,9.210540928,2.157897949,2.106933594,2.089157104,2.071456909,33.66666667,0.366666667,0,,8.912542152,224,,,,,0,8.535484305,,,,8.34186917,9.054617007,,,,,,
33.68333333,9.068466074,3.263859461,24.06343088,909.9415741,8.691069146,8.43370682,9.210201848,2.157821655,2.106933594,2.089004517,2.071380615,33.68333333,0.368333333,0,,8.919143543,225,,,,,0,8.541746615,,,,8.28438429,9.060879317,,,,,,
33.7,9.068805155,3.274061921,24.05907735,909.9415741,8.692086388,8.434724063,9.216983464,2.157897949,2.107009888,2.089080811,2.071380615,33.7,0.37,0,,8.919004215,224,,,,,0,8.542285449,,,,8.284923123,9.067182524,,,,,,
33.71666667,9.068805155,3.552310809,24.05182139,909.9585999,8.691747308,8.434045901,9.216983464,2.157974243,2.106933594,2.089157104,2.071533203,33.71666667,0.371666667,0,,8.906252193,224,,,,,0,8.529194346,,,,8.27149294,9.054430502,,,,,,
33.73333333,9.069483316,3.615380557,24.06197971,910.0437286,8.691747308,8.438453952,9.210540928,2.157821655,2.106933594,2.089309692,2.071380615,33.73333333,0.373333333,0,,8.904074307,225,,,,,0,8.526338298,,,,8.273044942,9.045131919,,,,,,
33.75,9.069483316,3.561585772,24.05762616,910.1629089,8.691069146,8.449304537,9.210201848,2.157897949,2.106933594,2.089233398,2.071380615,33.75,0.375,0,,8.906522831,224,,,,,0,8.52810866,,,,8.286344051,9.047241362,,,,,,
33.76666667,9.069483316,3.550455816,24.05182139,910.435321,8.691069146,8.45913788,9.216644383,2.157897949,2.106781006,2.089157104,2.071304321,33.76666667,0.376666667,0,,8.907015239,224,,,,,0,8.528601069,,,,8.296669803,9.054176305,,,,,,
33.78333333,9.068466074,3.489241061,24.04311412,910.7247589,8.685982934,8.476431001,9.217322544,2.157821655,2.106933594,2.089309692,2.071304321,33.78333333,0.378333333,0,,8.908774328,225,,,,,0,8.526291188,,,,8.316739255,9.057630798,,,,,,
33.8,9.068805155,3.460488676,24.06052853,910.9631195,8.681574884,8.487620667,9.223086918,2.157821655,2.106781006,2.089157104,2.071380615,33.8,0.38,0,,8.910478576,224,,,,,0,8.523248305,,,,8.329294088,9.064760339,,,,,,
33.81666667,9.068805155,3.565295757,24.04601656,911.1504028,8.681913965,8.502540222,9.223425999,2.157897949,2.1068573,2.089004517,2.071380615,33.81666667,0.381666667,0,,8.905641084,224,,,,,0,8.518749894,,,,8.339376152,9.060261928,,,,,,
33.83333333,9.069822397,3.386288972,24.06343088,911.4228149,8.681235803,8.509660919,9.223425999,2.157821655,2.106781006,2.089309692,2.071456909,33.83333333,0.383333333,0,,8.91489868,225,,,,,0,8.526312086,,,,8.354737202,9.068502282,,,,,,
33.85,9.069483316,3.49202355,24.05327259,911.5079437,8.687000176,8.517798858,9.223425999,2.157897949,2.1068573,2.089157104,2.071380615,33.85,0.385,0,,8.909693229,224,,,,,0,8.527210089,,,,8.358008771,9.063635911,,,,,,
33.86666667,9.067787912,3.338986661,24.04601656,911.5930725,8.685643853,8.520172424,9.223425999,2.157821655,2.106781006,2.089157104,2.071380615,33.86666667,0.386666667,0,,8.91498077,224,,,,,0,8.532836711,,,,8.367365282,9.070618857,,,,,,
33.88333333,9.069483316,3.473473624,24.04891898,911.5419952,8.691069146,8.51847702,9.223086918,2.157821655,2.106933594,2.089157104,2.071304321,33.88333333,0.388333333,0,,8.910529686,225,,,,,0,8.532115515,,,,8.359523389,9.064133287,,,,,,
33.9,9.068805155,3.380723995,24.05617497,911.4057892,8.690730065,8.513051727,9.223425999,2.157821655,2.106781006,2.089080811,2.071380615,33.9,0.39,0,,8.914115997,224,,,,,0,8.536040908,,,,8.35836257,9.068736841,,,,,,
33.91666667,9.068466074,3.30188681,24.05037019,911.3376862,8.691747308,8.504913788,9.217322544,2.157897949,2.106933594,2.089157104,2.071456909,33.91666667,0.391666667,0,,8.917368543,224,,,,,0,8.540649776,,,,8.353816257,9.066225013,,,,,,
33.93333333,9.069144236,3.330639195,24.05182139,911.065274,8.691069146,8.498810334,9.216983464,2.157974243,2.106933594,2.089157104,2.071380615,33.93333333,0.393333333,0,,8.916734919,225,,,,,0,8.538659829,,,,8.346401017,9.064574146,,,,,,
33.95,9.068805155,3.312089269,24.05327259,910.9120422,8.691408227,8.492367799,9.222747837,2.157897949,2.106933594,2.089233398,2.071228027,33.95,0.395,0,,8.917248607,224,,,,,0,8.539851679,,,,8.340811251,9.071191289,,,,,,
33.96666667,9.068466074,3.388143965,24.04746777,910.8950165,8.691069146,8.482873536,9.223425999,2.157745361,2.106933594,2.089080811,2.071456909,33.96666667,0.396666667,0,,8.913413292,224,,,,,0,8.536016364,,,,8.327820754,9.068373216,,,,,,
33.98333333,9.069144236,3.29168435,24.05472378,910.7758362,8.690730065,8.479482728,9.223086918,2.157745361,2.106781006,2.089157104,2.071380615,33.98333333,0.398333333,0,,8.918525292,225,,,,,0,8.540111122,,,,8.328863785,9.072467974,,,,,,
34,9.063379862,3.581063194,24.05182139,910.6907074,8.691747308,8.47609192,9.223086918,2.157897949,2.107009888,2.089157104,2.071304321,34,0.4,0,,8.899511198,224,,,,,0,8.527878643,,,,8.312223256,9.059218254,,,,,,
34.01666667,9.068466074,3.559730779,24.06343088,910.4863983,8.686661096,8.465919496,9.227155887,2.157897949,2.106933594,2.089233398,2.071380615,34.01666667,0.401666667,0,,8.905607343,224,,,,,0,8.523802365,,,,8.303060765,9.064297157,,,,,,
34.03333333,9.07524769,3.669175342,24.06197971,910.5374756,8.682931207,8.461172365,9.22817313,2.157821655,2.106933594,2.089233398,2.071380615,34.03333333,0.403333333,0,,8.907377489,225,,,,,0,8.515061006,,,,8.293302164,9.060302929,,,,,,
34.05,9.07524769,3.590338157,24.05327259,910.435321,8.682253045,8.456764315,9.223765079,2.157897949,2.1068573,2.089157104,2.071456909,34.05,0.405,0,,8.910958864,224,,,,,0,8.51796422,,,,8.292475489,9.059476254,,,,,,
34.06666667,9.07524769,3.568078246,24.06197971,910.367218,8.681574884,8.455747072,9.223086918,2.158050537,2.107009888,2.089004517,2.071380615,34.06666667,0.406666667,0,,8.912002831,224,,,,,0,8.518330025,,,,8.292502213,9.059842059,,,,,,
34.08333333,9.075925852,3.527268409,24.05182139,910.2480377,8.674454187,8.455068911,9.223765079,2.157821655,2.107009888,2.089080811,2.071380615,34.08333333,0.408333333,0,,8.914518825,225,,,,,0,8.51304716,,,,8.293661884,9.062358053,,,,,,
34.1,9.074908609,3.557875787,24.05617497,910.2650635,8.67140246,8.450999941,9.22817313,2.157897949,2.106933594,2.089157104,2.071533203,34.1,0.41,0,,8.912113655,224,,,,,0,8.508607506,,,,8.288204987,9.065378176,,,,,,
34.11666667,9.074230448,3.568078246,24.04601656,910.2480377,8.669707056,8.45032178,9.22817313,2.157821655,2.106933594,2.089157104,2.071380615,34.11666667,0.411666667,0,,8.910939038,224,,,,,0,8.506415646,,,,8.28703037,9.06488172,,,,,,
34.13333333,9.074230448,3.509645979,24.05182139,910.231012,8.670385217,8.449982699,9.228512211,2.157821655,2.106933594,2.089157104,2.071380615,34.13333333,0.413333333,0,,8.913629819,225,,,,,0,8.509784589,,,,8.289382071,9.067911582,,,,,,
34.15,9.07524769,3.497588528,24.05907735,910.1629089,8.675132349,8.448626376,9.223086918,2.157974243,2.106933594,2.089233398,2.071609497,34.15,0.415,0,,8.915219547,224,,,,,0,8.515104206,,,,8.288598233,9.063058775,,,,,,
34.16666667,9.075586771,3.453996202,24.05182139,910.0948059,8.675132349,8.44625281,9.223425999,2.157592773,2.106704712,2.089233398,2.071533203,34.16666667,0.416666667,0,,8.917532664,224,,,,,0,8.517078242,,,,8.288198703,9.065371892,,,,,,
34.18333333,9.075586771,3.44935872,24.04746777,910.1629089,8.681574884,8.444896487,9.222747837,2.157897949,2.1068573,2.089157104,2.071380615,34.18333333,0.418333333,0,,8.917732597,225,,,,,0,8.52372071,,,,8.287042313,9.064893663,,,,,,
34.2,9.07524769,3.464198661,24.04891898,910.0948059,8.681913965,8.442862002,9.223086918,2.157974243,2.106704712,2.089157104,2.071533203,34.2,0.42,0,,8.916718501,224,,,,,0,8.523384776,,,,8.284332813,9.064557729,,,,,,
34.21666667,9.074230448,3.427098809,24.0416629,910.0607544,8.682253045,8.44184476,9.222747837,2.157821655,2.106781006,2.089157104,2.071304321,34.21666667,0.421666667,0,,8.917378691,224,,,,,0,8.525401289,,,,8.284993003,9.065896081,,,,,,
34.23333333,9.074908609,3.361246572,24.04021167,910.0948059,8.686322015,8.441505679,9.223765079,2.157669067,2.106933594,2.089004517,2.071380615,34.23333333,0.423333333,0,,8.921066793,225,,,,,0,8.532480199,,,,8.287663863,9.069923264,,,,,,
34.25,9.07524769,3.367739046,24.04746777,910.1118317,8.681913965,8.440149356,9.223086918,2.157897949,2.106781006,2.089309692,2.071380615,34.25,0.425,0,,8.921128705,224,,,,,0,8.52779498,,,,8.286030371,9.068967933,,,,,,
34.26666667,9.075586771,3.40947638,24.05037019,910.0948059,8.687000176,8.440149356,9.223425999,2.157897949,2.1068573,2.089233398,2.071456909,34.26666667,0.426666667,0,,8.919565837,224,,,,,0,8.530979242,,,,8.284128422,9.067405065,,,,,,
34.28333333,9.07524769,3.330639195,24.04456534,910.0267029,8.686322015,8.439471194,9.218339787,2.157897949,2.1068573,2.089309692,2.071380615,34.28333333,0.428333333,0,,8.922818613,225,,,,,0,8.533892938,,,,8.287042117,9.06591071,,,,,,
34.3,9.074569528,3.27684441,24.03585798,910.0267029,8.685643853,8.439471194,9.223086918,2.157745361,2.1068573,2.089157104,2.071380615,34.3,0.43,0,,8.924579065,224,,,,,0,8.53565339,,,,8.28948073,9.073096454,,,,,,
34.31666667,9.07965574,3.204499699,24.03876044,911.0822998,8.686661096,8.498471253,9.216644383,2.157821655,2.107009888,2.089157104,2.071380615,34.31666667,0.431666667,0,,8.93298431,224,,,,,0,8.539989666,,,,8.351799823,9.069972953,,,,,,
34.33333333,9.079994821,4.308220289,24.03730921,911.1674286,8.681235803,8.498471253,9.216644383,2.157897949,2.1068573,2.089157104,2.071380615,34.33333333,0.433333333,0,,8.882800474,225,,,,,0,8.484041456,,,,8.301276906,9.019450036,,,,,,
34.35,9.07931666,3.598685624,24.05037019,911.065274,8.686661096,8.498471253,9.217322544,2.157897949,2.106933594,2.089004517,2.071456909,34.35,0.435,0,,8.914637328,224,,,,,0,8.521981764,,,,8.333791921,9.052643212,,,,,,
34.36666667,9.080672983,4.45290971,24.03876044,911.1844543,8.686661096,8.498471253,9.223425999,2.157974243,2.107009888,2.089157104,2.071380615,34.36666667,0.436666667,0,,8.87686125,224,,,,,0,8.482849363,,,,8.29465952,9.019614266,,,,,,
34.38333333,9.079994821,3.582918187,24.04311412,911.1163513,8.685982934,8.498132172,9.223425999,2.157745361,2.106781006,2.089080811,2.071456909,34.38333333,0.438333333,0,,8.916015763,225,,,,,0,8.522003876,,,,8.334153114,9.059446941,,,,,,
34.4,9.080333902,3.594048142,24.0416629,911.0993256,8.686322015,8.498810334,9.226477726,2.157821655,2.106781006,2.089080811,2.071380615,34.4,0.44,0,,8.915841194,224,,,,,0,8.521829307,,,,8.334317626,9.061985018,,,,,,
34.41666667,9.082707468,3.477183609,24.03585798,911.0141968,8.680896722,8.498810334,9.227155887,2.157897949,2.1068573,2.089080811,2.071304321,34.41666667,0.441666667,0,,8.92354691,224,,,,,0,8.521736165,,,,8.339649777,9.06799533,,,,,,
34.43333333,9.079994821,3.505935994,24.0416629,911.0822998,8.686322015,8.498471253,9.227834049,2.157897949,2.106933594,2.089080811,2.071380615,34.43333333,0.443333333,0,,8.919534838,225,,,,,0,8.525862031,,,,8.338011269,9.067374066,,,,,,
34.45,9.080333902,3.510573476,24.0416629,911.0993256,8.686322015,8.49745401,9.233598423,2.157821655,2.107009888,2.089233398,2.071380615,34.45,0.445,0,,8.91966167,224,,,,,0,8.525649783,,,,8.336781778,9.072926191,,,,,,
34.46666667,9.085081033,3.235107076,24.04456534,911.0482483,8.686661096,8.498471253,9.233598423,2.157897949,2.106781006,2.088851929,2.071380615,34.46666667,0.446666667,0,,8.937024051,224,,,,,0,8.538604114,,,,8.350414271,9.085541441,,,,,,
34.48333333,9.086098276,3.265714454,24.03876044,911.1163513,8.686661096,8.498471253,9.233937503,2.157821655,2.107086182,2.089080811,2.071456909,34.48333333,0.448333333,0,,8.936625018,225,,,,,0,8.537187838,,,,8.348997995,9.084464246,,,,,,
