Latest: Time (min),Latest: Dissolved Oxygen 1 (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: Dissolved Oxygen 4 (mg/L),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: Potential (V),Latest: Potential 2 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
30.8,7.626857176,5.321973738,30.31372633,101.7511563,7.379667275,7.166724548,7.174184326,2.089233398,2.084350586,2.035293579,2.100982666,30.8,0.08,0,,7.405074059,224,,,,,0,7.157884158,,,,6.952401209,6.944941432,,,,,,
30.81666667,7.631943388,5.321046242,30.38539963,101.746,7.373902901,7.166046387,7.167741791,2.089233398,2.084274292,2.034988403,2.100830078,30.81666667,0.081666667,0,,7.410393443,224,,,,,0,7.152352956,,,,6.946191846,6.944496442,,,,,,
30.83333333,7.631604307,5.411940878,30.29032731,101.7494375,7.368816689,7.165707306,7.161638336,2.089233398,2.084274292,2.035140991,2.100753784,30.83333333,0.083333333,0,,7.406007166,225,,,,,0,7.143219548,,,,6.936041195,6.940110165,,,,,,
30.85,7.631604307,5.328466212,30.28740259,101.7442813,7.364408639,7.166385468,7.160960175,2.089233398,2.084350586,2.035293579,2.100982666,30.85,0.085,0,,7.409478829,224,,,,,0,7.142283161,,,,6.938834696,6.944259989,,,,,,
30.86666667,7.63262155,5.39153596,30.25669506,101.7477188,7.364408639,7.166046387,7.161638336,2.089309692,2.08442688,2.035140991,2.100830078,30.86666667,0.086666667,0,,7.407781984,224,,,,,0,7.139569073,,,,6.93679877,6.941206821,,,,,,
30.88333333,7.631604307,5.408230893,30.3064139,101.746,7.359661507,7.166724548,7.161977417,2.089233398,2.084274292,2.035217285,2.100906372,30.88333333,0.088333333,0,,7.406206358,225,,,,,0,7.134263558,,,,6.936579468,6.941326599,,,,,,
30.9,7.631943388,5.324756227,30.27716633,101.752875,7.35220173,7.165029144,7.161299255,2.089233398,2.08442688,2.035064697,2.100982666,30.9,0.09,0,,7.409944628,224,,,,,0,7.13020297,,,,6.939300496,6.943030385,,,,,,
30.91666667,7.630926146,5.308061294,30.94050664,101.7511563,7.348471841,7.165368225,7.161299255,2.089233398,2.084350586,2.035064697,2.100753784,30.91666667,0.091666667,0,,7.411385793,224,,,,,0,7.128931489,,,,6.941758903,6.945827873,,,,,,
30.93333333,7.632282469,5.451823219,30.5419843,101.7511563,7.343046548,7.165707306,7.161299255,2.089233398,2.084274292,2.035369873,2.100830078,30.93333333,0.093333333,0,,7.40571921,225,,,,,0,7.116483289,,,,6.934735996,6.939144047,,,,,,
30.95,7.634316954,5.356291101,30.81442728,101.7494375,7.337282175,7.160282013,7.156891205,2.089233398,2.084350586,2.035293579,2.100830078,30.95,0.095,0,,7.412450395,224,,,,,0,7.115415616,,,,6.935024646,6.938415454,,,,,,
30.96666667,7.636690519,5.413795871,30.52880967,101.7511563,7.336264932,7.160282013,7.160960175,2.089157104,2.084503174,2.035217285,2.100906372,30.96666667,0.096666667,0,,7.411671689,224,,,,,0,7.111246102,,,,6.935941344,6.935263182,,,,,,
30.98333333,7.637368681,5.283018894,30.98890514,101.7477188,7.335586771,7.159264771,7.161299255,2.089233398,2.084197998,2.035217285,2.10067749,30.98333333,0.098333333,0,,7.418988774,225,,,,,0,7.117206864,,,,6.942919349,6.940884864,,,,,,
31,7.6370296,5.450895723,30.54491209,101.7494375,7.336604013,7.160282013,7.161299255,2.089233398,2.084197998,2.035217285,2.100982666,31,0.1,0,,7.41051291,224,,,,,0,7.110087323,,,,6.934782566,6.933765323,,,,,,
31.01666667,7.636351439,5.389680967,30.66498313,101.7511563,7.335925852,7.159603851,7.161299255,2.089233398,2.084350586,2.035064697,2.10067749,31.01666667,0.101666667,0,,7.412702542,224,,,,,0,7.112276955,,,,6.937650359,6.935954955,,,,,,
31.03333333,7.636012358,5.39153596,31.08720215,101.752875,7.335925852,7.153161316,7.157908447,2.089233398,2.084197998,2.035217285,2.100906372,31.03333333,0.103333333,0,,7.413403865,225,,,,,0,7.113317359,,,,6.935299955,6.930552823,,,,,,
31.05,7.644150297,5.40915839,30.74115806,101.7511563,7.336264932,7.152822235,7.161299255,2.089233398,2.084350586,2.035140991,2.100830078,31.05,0.105,0,,7.419897968,224,,,,,0,7.112012603,,,,6.937046926,6.928569906,,,,,,
31.06666667,7.642454893,5.353508612,30.86133215,101.7563125,7.336264932,7.152144073,7.162316498,2.089157104,2.084274292,2.035140991,2.100753784,31.06666667,0.106666667,0,,7.42082718,224,,,,,0,7.11463722,,,,6.940688785,6.930516361,,,,,,
31.08333333,7.636351439,5.407303397,30.65912457,101.7511563,7.335586771,7.152822235,7.161638336,2.089157104,2.084274292,2.035217285,2.100906372,31.08333333,0.108333333,0,,7.411955493,225,,,,,0,7.111190826,,,,6.937242391,6.92842629,,,,,,
31.1,7.638725004,5.264468968,31.21050447,101.7494375,7.339994821,7.147396942,7.161638336,2.089233398,2.084350586,2.035217285,2.100830078,31.1,0.11,0,,7.421675316,224,,,,,0,7.122945133,,,,6.944588648,6.930347254,,,,,,
31.11666667,7.642793974,5.436983278,30.70306743,101.7511563,7.335586771,7.151126831,7.166724548,2.089233398,2.084274292,2.035293579,2.10067749,31.11666667,0.111666667,0,,7.417285292,224,,,,,0,7.110078089,,,,6.941215866,6.925618149,,,,,,
31.13333333,7.642793974,5.405448404,30.62983398,101.7563125,7.343046548,7.153500397,7.166724548,2.089233398,2.084197998,2.035217285,2.100906372,31.13333333,0.113333333,0,,7.418395977,225,,,,,0,7.118648552,,,,6.942326552,6.9291024,,,,,,
31.15,7.642115812,5.357218597,30.63862077,101.7511563,7.343046548,7.152483154,7.166724548,2.089233398,2.084274292,2.035217285,2.100906372,31.15,0.115,0,,7.419743508,224,,,,,0,7.120674245,,,,6.944352245,6.930110851,,,,,,
31.16666667,7.641776731,5.292293857,30.61372574,101.746,7.342707468,7.153500397,7.161299255,2.089233398,2.084350586,2.035369873,2.100906372,31.16666667,0.116666667,0,,7.42203353,224,,,,,0,7.122964266,,,,6.941556054,6.933757195,,,,,,
31.18333333,7.641776731,5.243136553,30.97130444,101.7511563,7.342368387,7.151465912,7.161638336,2.089233398,2.08442688,2.035217285,2.100906372,31.18333333,0.118333333,0,,7.425000454,225,,,,,0,7.125592109,,,,6.944862059,6.934689634,,,,,,
31.2,7.642793974,5.313626271,30.60201135,101.7545938,7.34813276,7.152822235,7.157230286,2.089157104,2.084503174,2.035217285,2.100906372,31.2,0.12,0,,7.422133868,224,,,,,0,7.127472655,,,,6.93657018,6.93216213,,,,,,
31.21666667,7.641776731,5.252411516,30.76167105,101.7494375,7.343385629,7.147396942,7.149770508,2.089233398,2.084197998,2.035217285,2.100906372,31.21666667,0.121666667,0,,7.424076161,224,,,,,0,7.125685059,,,,6.932069938,6.929696372,,,,,,
31.23333333,7.642793974,5.35907359,30.49953535,101.7477188,7.343046548,7.153500397,7.149431427,2.089157104,2.084274292,2.035217285,2.100830078,31.23333333,0.123333333,0,,7.41997056,225,,,,,0,7.120223135,,,,6.926608013,6.930676983,,,,,,
31.25,7.643133054,5.261686479,30.9419731,101.752875,7.342368387,7.153500397,7.143327972,2.089233398,2.084350586,2.035217285,2.100753784,31.25,0.125,0,,7.425514525,224,,,,,0,7.124749857,,,,6.925709442,6.935881867,,,,,,
31.26666667,7.643133054,5.262613975,30.39710338,101.752875,7.336604013,7.152483154,7.13824176,2.089233398,2.084350586,2.035217285,2.100906372,31.26666667,0.126666667,0,,7.424047346,224,,,,,0,7.117518305,,,,6.919156052,6.933397446,,,,,,
31.28333333,7.642115812,5.269106449,30.61811878,101.7511563,7.335925852,7.147057861,7.137902679,2.089233398,2.084121704,2.035293579,2.100906372,31.28333333,0.128333333,0,,7.423346962,225,,,,,0,7.117157001,,,,6.919133829,6.928289011,,,,,,
31.3,7.642454893,5.355363605,30.49514451,101.7511563,7.336604013,7.146718781,7.138580841,2.089233398,2.084274292,2.035217285,2.100830078,31.3,0.13,0,,7.419773871,224,,,,,0,7.113922992,,,,6.915899819,6.924037759,,,,,,
31.31666667,7.636351439,5.315481264,30.95517172,101.7477188,7.33083964,7.147396942,7.134172791,2.089233398,2.084197998,2.034988403,2.100982666,31.31666667,0.131666667,0,,7.41654226,224,,,,,0,7.111030461,,,,6.914363612,6.927587764,,,,,,
31.33333333,7.636012358,5.269106449,30.59615437,101.7511563,7.325753428,7.141971649,7.134172791,2.089233398,2.084350586,2.035140991,2.100906372,31.33333333,0.133333333,0,,7.417185581,225,,,,,0,7.106926651,,,,6.915346014,6.923144872,,,,,,
31.35,7.637368681,5.274671427,31.19435362,101.7511563,7.321345377,7.141971649,7.13383371,2.089233398,2.084197998,2.035140991,2.100906372,31.35,0.135,0,,7.419857513,224,,,,,0,7.103834209,,,,6.916322541,6.924460481,,,,,,
31.36666667,7.636690519,5.385970982,30.72943719,101.7511563,7.315920085,7.141971649,7.129086578,2.089233398,2.084197998,2.035217285,2.100830078,31.36666667,0.136666667,0,,7.413368188,224,,,,,0,7.092597753,,,,6.905764247,6.918649318,,,,,,
31.38333333,7.636012358,5.223659131,31.38530832,101.7477188,7.316259165,7.14231073,7.12976474,2.089233398,2.084197998,2.035293579,2.100906372,31.38333333,0.138333333,0,,7.421080006,225,,,,,0,7.101326814,,,,6.914832389,6.927378379,,,,,,
31.4,7.636012358,5.39895593,30.93904019,101.7494375,7.308799388,7.139937164,7.12976474,2.089157104,2.084274292,2.035293579,2.100830078,31.4,0.14,0,,7.412708753,224,,,,,0,7.085495783,,,,6.906461135,6.91663356,,,,,,
31.41666667,7.6370296,5.374841027,31.3691437,101.746,7.30981663,7.13824176,7.130103821,2.089233398,2.084121704,2.035293579,2.100982666,31.41666667,0.141666667,0,,7.415835593,224,,,,,0,7.088622623,,,,6.908909814,6.917047753,,,,,,
31.43333333,7.642454893,5.342378656,30.92730891,101.7477188,7.316259165,7.138919922,7.134172791,2.089309692,2.084197998,2.035217285,2.100982666,31.43333333,0.143333333,0,,7.421460719,225,,,,,0,7.095264992,,,,6.913178617,6.917925748,,,,,,
31.45,7.643472135,5.225514123,31.32065756,101.752875,7.316598246,7.137224518,7.134172791,2.089233398,2.084274292,2.035140991,2.100906372,31.45,0.145,0,,7.428303232,224,,,,,0,7.101429343,,,,6.919003887,6.922055614,,,,,,
31.46666667,7.642454893,5.393390953,30.78658217,101.7477188,7.316259165,7.131799225,7.138919922,2.089233398,2.084350586,2.035140991,2.100906372,31.46666667,0.146666667,0,,7.418977479,224,,,,,0,7.092781752,,,,6.915442508,6.908321811,,,,,,
31.48333333,7.64957559,5.229224109,31.09307205,101.7511563,7.315920085,7.131460144,7.13824176,2.089233398,2.084350586,2.035140991,2.100906372,31.48333333,0.148333333,0,,7.433683547,225,,,,,0,7.100028042,,,,6.922349717,6.915568101,,,,,,
31.5,7.64991467,5.351653619,30.95663828,101.7545938,7.309477549,7.131460144,7.134172791,2.089233398,2.084350586,2.035217285,2.100830078,31.5,0.15,0,,7.4286135,224,,,,,0,7.088176379,,,,6.91287162,6.910158973,,,,,,
31.51666667,7.648897428,5.328466212,30.73676267,101.7494375,7.309138469,7.133155548,7.13383371,2.089233398,2.084197998,2.035217285,2.10105896,31.51666667,0.151666667,0,,7.427978817,224,,,,,0,7.088219857,,,,6.912915098,6.912236937,,,,,,
31.53333333,7.64991467,5.314553768,31.0695934,101.7511563,7.309477549,7.132138306,7.13383371,2.089233398,2.084197998,2.035217285,2.100982666,31.53333333,0.153333333,0,,7.430439392,225,,,,,0,7.090002271,,,,6.914358431,6.912663027,,,,,,
31.55,7.64957559,5.345161145,30.82175552,101.7511563,7.304391337,7.13383371,7.134172791,2.089233398,2.084350586,2.035293579,2.100906372,31.55,0.155,0,,7.428189359,224,,,,,0,7.083005107,,,,6.91278656,6.912447479,,,,,,
31.56666667,7.64991467,5.447185738,30.37369644,101.7494375,7.309477549,7.13383371,7.13824176,2.089309692,2.084274292,2.035217285,2.100982666,31.56666667,0.156666667,0,,7.42308027,224,,,,,0,7.082643149,,,,6.91140736,6.906999309,,,,,,
31.58333333,7.649236509,5.389680967,30.81003046,101.7511563,7.309138469,7.132138306,7.139259003,2.089233398,2.084197998,2.035064697,2.100753784,31.58333333,0.158333333,0,,7.425975201,225,,,,,0,7.08587716,,,,6.915997694,6.908876997,,,,,,
31.6,7.643811216,5.424925827,30.38539963,101.7494375,7.315920085,7.132477386,7.137902679,2.089233398,2.084197998,2.035293579,2.100906372,31.6,0.16,0,,7.417936085,224,,,,,0,7.090044953,,,,6.912027548,6.906602255,,,,,,
31.61666667,7.64957559,5.34145116,30.7777897,101.7511563,7.315920085,7.131460144,7.138919922,2.089309692,2.084197998,2.035140991,2.100982666,31.61666667,0.161666667,0,,7.428227114,224,,,,,0,7.094571609,,,,6.917571446,6.910111668,,,,,,
31.63333333,7.648897428,5.334958686,31.14003716,101.7511563,7.315581004,7.132138306,7.138580841,2.089157104,2.084197998,2.035064697,2.100906372,31.63333333,0.163333333,0,,7.428760925,225,,,,,0,7.095444501,,,,6.918444338,6.912001803,,,,,,
31.65,7.650253751,5.23386159,30.83494695,101.7477188,7.316598246,7.133155548,7.144684296,2.089309692,2.084274292,2.035140991,2.100982666,31.65,0.165,0,,7.433511338,224,,,,,0,7.099855833,,,,6.927941882,6.916413135,,,,,,
31.66666667,7.650592832,5.221804138,31.04611732,101.7494375,7.315920085,7.125356689,7.13824176,2.089157104,2.084274292,2.035217285,2.100906372,31.66666667,0.166666667,0,,7.434888453,224,,,,,0,7.100215706,,,,6.922537382,6.909652311,,,,,,
31.68333333,7.650931913,5.321973738,30.5668717,101.7511563,7.315920085,7.125017609,7.14231073,2.089233398,2.084197998,2.035217285,2.100830078,31.68333333,0.168333333,0,,7.429831402,225,,,,,0,7.094819574,,,,6.921210219,6.903917098,,,,,,
31.7,7.648897428,5.23386159,30.67084185,101.7477188,7.309477549,7.125017609,7.144345215,2.089309692,2.08442688,2.035140991,2.100906372,31.7,0.17,0,,7.431729654,224,,,,,0,7.092309776,,,,6.927177441,6.907849835,,,,,,
31.71666667,7.64957559,5.235716583,30.60347561,101.7494375,7.309138469,7.126034851,7.138580841,2.089157104,2.084121704,2.035293579,2.100982666,31.71666667,0.171666667,0,,7.432154695,224,,,,,0,7.091717574,,,,6.921159946,6.908613956,,,,,,
31.73333333,7.654322721,5.207891694,30.97130444,101.7511563,7.303374095,7.12569577,7.145362457,2.089233398,2.08442688,2.035293579,2.100982666,31.73333333,0.173333333,0,,7.439003634,225,,,,,0,7.088055008,,,,6.93004337,6.910376683,,,,,,
31.75,7.654322721,5.261686479,31.17820401,101.7425625,7.304391337,7.12976474,7.145023376,2.089233398,2.084197998,2.035217285,2.100906372,31.75,0.175,0,,7.437306227,224,,,,,0,7.087374843,,,,6.928006882,6.912748246,,,,,,
31.76666667,7.654661802,5.365566064,30.87012791,101.7511563,7.303374095,7.133155548,7.145023376,2.089157104,2.084274292,2.035217285,2.100982666,31.76666667,0.176666667,0,,7.432558109,224,,,,,0,7.081270402,,,,6.922919684,6.911051855,,,,,,
31.78333333,7.654322721,5.28394639,31.6853273,101.7494375,7.303374095,7.132477386,7.13824176,2.089233398,2.084274292,2.035369873,2.100906372,31.78333333,0.178333333,0,,7.437651993,225,,,,,0,7.086703368,,,,6.921571033,6.915806659,,,,,,
31.8,7.654322721,5.361856079,31.10187722,101.7563125,7.303713176,7.138919922,7.143667053,2.089233398,2.084121704,2.035140991,2.100830078,31.8,0.18,0,,7.432977683,224,,,,,0,7.082368138,,,,6.922322015,6.917574884,,,,,,
31.81666667,7.654322721,5.260758983,31.52055441,101.7494375,7.310155711,7.138580841,7.144684296,2.089233398,2.084350586,2.035140991,2.100830078,31.81666667,0.181666667,0,,7.438198917,224,,,,,0,7.094031907,,,,6.928560492,6.922457037,,,,,,
31.83333333,7.64957559,5.360001086,31.12535944,101.7511563,7.309477549,7.14231073,7.145023376,2.089233398,2.084274292,2.035217285,2.100906372,31.83333333,0.183333333,0,,7.428367856,225,,,,,0,7.088269815,,,,6.923815643,6.921102996,,,,,,
31.85,7.64957559,5.229224109,31.79132724,101.746,7.316259165,7.143667053,7.144684296,2.089233398,2.08442688,2.035064697,2.100830078,31.85,0.185,0,,7.435404587,224,,,,,0,7.102088163,,,,6.930513293,6.929496051,,,,,,
31.86666667,7.65398364,5.324756227,30.87452592,101.746,7.321345377,7.142988892,7.144345215,2.089233398,2.084350586,2.035217285,2.100753784,31.86666667,0.186666667,0,,7.433580738,224,,,,,0,7.100942476,,,,6.923942313,6.92258599,,,,,,
31.88333333,7.649236509,5.196761738,31.27218295,101.7494375,7.321345377,7.14231073,7.151465912,2.089157104,2.084274292,2.035217285,2.100906372,31.88333333,0.188333333,0,,7.435131571,225,,,,,0,7.10724044,,,,6.937360974,6.928205792,,,,,,
31.9,7.654322721,5.287656375,30.8569344,101.7477188,7.325753428,7.14231073,7.149770508,2.089233398,2.08404541,2.035217285,2.100982666,31.9,0.19,0,,7.43540977,224,,,,,0,7.106840477,,,,6.930857557,6.92339778,,,,,,
31.91666667,7.65398364,5.206036701,31.76629414,101.7477188,7.330500559,7.14231073,7.150109589,2.089233398,2.084197998,2.035140991,2.100982666,31.91666667,0.191666667,0,,7.44070234,224,,,,,0,7.117219259,,,,6.936828289,6.92902943,,,,,,
31.93333333,7.653644559,5.325683723,31.09160456,101.7545938,7.335925852,7.14231073,7.144345215,2.089233398,2.084274292,2.035064697,2.10067749,31.93333333,0.193333333,0,,7.433766339,225,,,,,0,7.116047632,,,,6.924466995,6.92243251,,,,,,
31.95,7.653644559,5.256121501,31.48379366,101.7580313,7.336604013,7.142649811,7.150448669,2.089157104,2.08442688,2.035140991,2.100830078,31.95,0.195,0,,7.437620602,224,,,,,0,7.120580056,,,,6.934424712,6.926625853,,,,,,
31.96666667,7.64957559,5.35907359,31.06225685,101.7511563,7.335925852,7.14231073,7.150109589,2.089233398,2.084274292,2.035140991,2.100753784,31.96666667,0.196666667,0,,7.42824274,224,,,,,0,7.114593002,,,,6.928776739,6.92097788,,,,,,
31.98333333,7.64957559,5.273743931,31.02411084,101.7511563,7.330500559,7.142649811,7.157569366,2.089233398,2.084350586,2.035217285,2.100753784,31.98333333,0.198333333,0,,7.431669349,225,,,,,0,7.112594318,,,,6.939663126,6.92474357,,,,,,
32,7.648897428,5.265396464,30.93317447,101.7494375,7.326092508,7.142649811,7.157908447,2.089233398,2.084274292,2.035217285,2.100830078,32,0.2,0,,7.431102818,224,,,,,0,7.108297899,,,,6.940113838,6.924855201,,,,,,
32.01666667,7.64991467,5.240354064,31.36620481,101.7494375,7.325753428,7.141971649,7.157908447,2.089233398,2.084274292,2.035140991,2.100906372,32.01666667,0.201666667,0,,7.434247988,224,,,,,0,7.110086745,,,,6.942241765,6.926304967,,,,,,
32.03333333,7.643133054,5.29136636,30.9126457,101.7511563,7.325075266,7.14231073,7.156891205,2.089233398,2.084350586,2.035140991,2.100906372,32.03333333,0.203333333,0,,7.424211107,225,,,,,0,7.106153318,,,,6.937969257,6.923388782,,,,,,
32.05,7.642454893,5.24128156,30.82761828,101.7477188,7.321006297,7.14231073,7.157230286,2.089233398,2.084121704,2.035217285,2.100906372,32.05,0.205,0,,7.425386292,224,,,,,0,7.103937696,,,,6.940161685,6.92524213,,,,,,
32.06666667,7.643472135,5.365566064,30.72650707,101.7494375,7.321006297,7.14231073,7.161299255,2.089233398,2.084350586,2.035140991,2.100906372,32.06666667,0.206666667,0,,7.420988068,224,,,,,0,7.098522229,,,,6.938815188,6.919826662,,,,,,
32.08333333,7.636690519,5.272816434,31.37502159,101.752875,7.316937327,7.142649811,7.161638336,2.089233398,2.08442688,2.035217285,2.10105896,32.08333333,0.208333333,0,,7.41970987,225,,,,,0,7.099956677,,,,6.944657687,6.925669161,,,,,,
32.1,7.642454893,5.318263753,30.91997718,101.7563125,7.321345377,7.14231073,7.161299255,2.089233398,2.084197998,2.035064697,2.100906372,32.1,0.21,0,,7.42243919,224,,,,,0,7.101329674,,,,6.941283552,6.922295027,,,,,,
32.11666667,7.649236509,5.186559279,30.96250462,101.7511563,7.316598246,7.14231073,7.156891205,2.089157104,2.084121704,2.035140991,2.100753784,32.11666667,0.211666667,0,,7.434777151,224,,,,,0,7.102138888,,,,6.942431847,6.927851372,,,,,,
32.13333333,7.648897428,5.278381412,30.61811878,101.7494375,7.30981663,7.142649811,7.150448669,2.089233398,2.084197998,2.035064697,2.100906372,32.13333333,0.213333333,0,,7.429743489,225,,,,,0,7.090662691,,,,6.93129473,6.923495872,,,,,,
32.15,7.649236509,5.200471723,30.51270835,101.7494375,7.308460307,7.141971649,7.151465912,2.089233398,2.084274292,2.035217285,2.100982666,32.15,0.215,0,,7.4330421,224,,,,,0,7.092265898,,,,6.935271503,6.92577724,,,,,,
32.16666667,7.64957559,5.211601679,30.3459036,101.7477188,7.316598246,7.14231073,7.145023376,2.089233398,2.08442688,2.035140991,2.100982666,32.16666667,0.216666667,0,,7.432477675,224,,,,,0,7.099500331,,,,6.927925461,6.925212815,,,,,,
32.18333333,7.648897428,5.204181709,30.18359698,101.7511563,7.316259165,7.13824176,7.144684296,2.089233398,2.084350586,2.035217285,2.100982666,32.18333333,0.218333333,0,,7.431675084,225,,,,,0,7.099036821,,,,6.927461952,6.921019416,,,,,,
32.2,7.653644559,5.238499071,30.14413274,101.7477188,7.321006297,7.138919922,7.143327972,2.089233398,2.084274292,2.035064697,2.100906372,32.2,0.22,0,,7.434882915,224,,,,,0,7.102244653,,,,6.924566328,6.920158278,,,,,,
32.21666667,7.654322721,5.218094153,30.10613586,101.752875,7.321684458,7.138919922,7.144684296,2.089233398,2.084274292,2.035217285,2.100982666,32.21666667,0.221666667,0,,7.436310381,224,,,,,0,7.103672119,,,,6.926671956,6.920907582,,,,,,
32.23333333,7.654322721,5.242209057,30.14997891,101.7563125,7.321345377,7.139259003,7.143667053,2.089233398,2.084121704,2.035140991,2.100830078,32.23333333,0.223333333,0,,7.435422013,225,,,,,0,7.102444669,,,,6.924766345,6.920358294,,,,,,
32.25,7.659748014,5.214384168,30.07837243,101.7477188,7.316598246,7.139259003,7.138919922,2.089233398,2.084121704,2.035217285,2.100906372,32.25,0.225,0,,7.441815426,224,,,,,0,7.098665659,,,,6.920987334,6.921326415,,,,,,
32.26666667,7.65805261,5.225514123,30.10467455,101.7494375,7.316259165,7.138919922,7.138919922,2.089233398,2.084274292,2.035217285,2.100906372,32.26666667,0.226666667,0,,7.439726298,224,,,,,0,7.097932854,,,,6.92059361,6.92059361,,,,,,
32.28333333,7.666190549,5.198616731,30.47904547,101.7511563,7.321345377,7.13824176,7.134172791,2.089233398,2.084274292,2.035140991,2.100906372,32.28333333,0.228333333,0,,7.44998495,225,,,,,0,7.105139778,,,,6.917967191,6.922036161,,,,,,
32.3,7.665512387,5.194906746,30.41027077,101.752875,7.321345377,7.133155548,7.134172791,2.089157104,2.084197998,2.035217285,2.100906372,32.3,0.23,0,,7.449280121,224,,,,,0,7.105113111,,,,6.917940524,6.916923282,,,,,,
32.31666667,7.670598599,5.248701531,30.39271441,101.7494375,7.316259165,7.133155548,7.134172791,2.089233398,2.084197998,2.035217285,2.100906372,32.31666667,0.231666667,0,,7.452080363,224,,,,,0,7.097740929,,,,6.915654555,6.914637312,,,,,,
32.33333333,7.670259518,5.197689235,30.42343888,101.7511563,7.326092508,7.132477386,7.134850952,2.089157104,2.084350586,2.035140991,2.100906372,32.33333333,0.233333333,0,,7.453946172,225,,,,,0,7.109779162,,,,6.918537605,6.91616404,,,,,,
32.35,7.670259518,5.357218597,30.30495144,101.7477188,7.325075266,7.131799225,7.12976474,2.089309692,2.084121704,2.035217285,2.100830078,32.35,0.235,0,,7.446983591,224,,,,,0,7.101799339,,,,6.906488813,6.908523298,,,,,,
32.36666667,7.67093768,5.260758983,30.35467994,101.7511563,7.325753428,7.132138306,7.134172791,2.089233398,2.084197998,2.035140991,2.100906372,32.36666667,0.236666667,0,,7.451815584,224,,,,,0,7.106631331,,,,6.915050694,6.913016209,,,,,,
32.38333333,7.670259518,5.192124257,30.28740259,101.7494375,7.325753428,7.13383371,7.134511871,2.089233398,2.08442688,2.035217285,2.100982666,32.38333333,0.238333333,0,,7.453817669,225,,,,,0,7.109311578,,,,6.918070022,6.91739186,,,,,,
32.4,7.665851468,5.245919042,30.3444409,101.752875,7.326431589,7.125356689,7.137902679,2.089233398,2.084197998,2.035217285,2.100982666,32.4,0.24,0,,7.447320091,224,,,,,0,7.107900213,,,,6.919371303,6.906825313,,,,,,
32.41666667,7.665851468,5.184704286,30.30933885,101.7494375,7.326431589,7.125017609,7.139598084,2.089233398,2.084350586,2.035217285,2.100753784,32.41666667,0.241666667,0,,7.449777159,224,,,,,0,7.11035728,,,,6.923523775,6.9089433,,,,,,
32.43333333,7.665512387,5.211601679,30.35467994,101.7511563,7.321006297,7.124678528,7.144345215,2.089233398,2.084350586,2.035217285,2.100830078,32.43333333,0.243333333,0,,7.4484378,225,,,,,0,7.103931709,,,,6.927270628,6.90760394,,,,,,
32.45,7.666190549,5.177284316,30.30933885,101.7545938,7.321345377,7.125356689,7.151126831,2.089233398,2.08404541,2.035140991,2.100753784,32.45,0.245,0,,7.45042547,224,,,,,0,7.105580298,,,,6.935361752,6.90959161,,,,,,
32.46666667,7.665173306,5.232006597,30.32103898,101.7511563,7.321684458,7.125017609,7.151126831,2.089233398,2.084350586,2.035217285,2.10105896,32.46666667,0.246666667,0,,7.447158959,224,,,,,0,7.103670111,,,,6.933112484,6.907003262,,,,,,
32.48333333,7.665851468,5.168936849,30.54344819,101.7477188,7.321345377,7.125017609,7.157230286,2.089233398,2.084274292,2.035140991,2.100906372,32.48333333,0.248333333,0,,7.451048018,225,,,,,0,7.106541928,,,,6.942426836,6.910214159,,,,,,
32.5,7.665851468,5.164299368,30.61958315,101.7477188,7.316259165,7.12569577,7.157230286,2.089233398,2.084350586,2.035217285,2.100753784,32.5,0.25,0,,7.451437901,224,,,,,0,7.101845598,,,,6.942816719,6.911282203,,,,,,
32.51666667,7.669920438,5.164299368,30.54344819,101.7511563,7.310155711,7.120609558,7.157230286,2.089233398,2.084274292,2.035293579,2.100830078,32.51666667,0.251666667,0,,7.455309706,224,,,,,0,7.095544979,,,,6.942619554,6.905998827,,,,,,
32.53333333,7.67093768,5.142039457,31.10921513,101.752875,7.304391337,7.125356689,7.161299255,2.089233398,2.08442688,2.034988403,2.10067749,32.53333333,0.253333333,0,,7.4586852,225,,,,,0,7.092138857,,,,6.949046775,6.913104209,,,,,,
32.55,7.665173306,5.142966953,30.76753224,101.752875,7.303374095,7.124678528,7.157230286,2.089233398,2.084350586,2.035140991,2.100982666,32.55,0.255,0,,7.452023881,224,,,,,0,7.09022467,,,,6.944080861,6.911529103,,,,,,
