Latest: Time (min),Latest: Dissolved Oxygen (mg/L),Latest: Salinity (ppt),Latest: Temperature (°C),Latest: Pressure (kPa),Latest: Dissolved Oxygen 2 (mg/L),Latest: Dissolved Oxygen 3 (mg/L),Latest: DO4 (mg/L),Latest: FlowV1 (V),Latest: FlowV2 (V),Latest: FlowV3 (V),Latest: FlowV4 (V),Latest: Time-run (min),Latest: Sawtooth,Latest: PWM(Circ=1 Flush=0),Latest: Flag,Latest: DO1cor (mg/L),Latest: NoSlopeSamples,Latest: DO1slope ((mg/L)/min),Latest: VO2-1 (mg/kg/h),Latest: collapse(Time) (min),Latest: collapse(VO2-1) (mg/kg/h),Latest: NoRestSamples,Latest: DO2cor (mg/L),Latest: DO2slope ((mg/L)/min),Latest: VO2-2 (mg/kg/h),Latest: collapse(VO2-2) (mg/kg/h),Latest: DO3cor (mg/L),Latest: DO4cor (mg/L),Latest: DO3slope ((mg/L)/min),Latest: DO4slope ((mg/L)min),Latest: VO2-3 (mg/kg/h),Latest: VO2-4 (mg/kg/h),Latest: collapse(VO2-3) (mg/kg/h),Latest: collapse(VO2-4) (mg/kg/h)
27.05,7.88054034,14.35393265,30.4278284,102.076,8.050758901,7.851379395,3.022322207,2.116546631,2.094497681,0.925827026,2.087783813,27.05,0.705,1,,7.283201606,224,,,,,0,7.453420167,,,,7.254040661,2.424983473,,,,,,
27.06666667,7.882913906,14.31034032,30.43514446,102.0794375,8.05041982,7.851718475,3.021644045,2.116470337,2.094421387,0.925750732,2.087631226,27.06666667,0.706666667,1,,7.287442346,224,,,,,0,7.45494826,,,,7.256246915,2.426172485,,,,,,
27.08333333,7.880879421,14.33074524,30.4366077,102.0880313,8.049402577,7.851379395,3.022661288,2.116622925,2.094573975,0.925674438,2.087631226,27.08333333,0.708333333,1,,7.284569414,225,,,,,0,7.45309257,,,,7.255069387,2.426351281,,,,,,
27.1,7.886643794,14.34558518,30.42343888,102.0880313,8.049741658,7.851718475,3.022322207,2.116546631,2.094421387,0.925750732,2.087631226,27.1,0.71,1,,7.289620501,224,,,,,0,7.452718365,,,,7.254695182,2.425298914,,,,,,
27.11666667,7.891730006,14.32147028,30.41904943,102.0880313,8.050080739,7.851718475,3.023000369,2.116622925,2.094421387,0.925674438,2.087631226,27.11666667,0.711666667,1,,7.295678414,224,,,,,0,7.454029146,,,,7.255666882,2.426948776,,,,,,
27.13333333,7.885965633,14.3409477,30.41904943,102.0914688,8.050080739,7.852057556,3.021644045,2.116699219,2.094650269,0.925827026,2.087631226,27.13333333,0.713333333,1,,7.289103401,225,,,,,0,7.453218507,,,,7.255195324,2.424781813,,,,,,
27.15,7.889695522,14.34836767,30.40588156,102.08975,8.049741658,7.851040314,3.023000369,2.116699219,2.094497681,0.926132202,2.087783813,27.15,0.715,1,,7.292428551,224,,,,,0,7.452474688,,,,7.253773343,2.425733398,,,,,,
27.16666667,7.88460931,14.32147028,30.41612317,102.0845938,8.045672689,7.852057556,3.023000369,2.116470337,2.094421387,0.926055908,2.087783813,27.16666667,0.716666667,1,,7.288536448,224,,,,,0,7.449599827,,,,7.255984694,2.426927507,,,,,,
27.18333333,7.882235744,14.34373019,30.40441851,102.08975,8.03787383,7.847310425,3.022661288,2.116546631,2.094650269,0.925979614,2.087631226,27.18333333,0.718333333,1,,7.285151154,225,,,,,0,7.44078924,,,,7.250225835,2.425576698,,,,,,
27.2,7.884270229,14.32054278,30.39856639,102.0811563,8.037195669,7.850701233,3.024356692,2.116622925,2.094268799,0.92590332,2.08770752,27.2,0.72,1,,7.288108276,224,,,,,0,7.441033716,,,,7.25453928,2.428194739,,,,,,
27.21666667,7.877827694,14.31126782,30.40441851,102.0863125,8.034483022,7.852057556,3.024017611,2.116546631,2.094421387,0.925979614,2.08770752,27.21666667,0.721666667,1,,7.28209441,224,,,,,0,7.438749739,,,,7.256324273,2.428284328,,,,,,
27.23333333,7.879184017,14.33260023,30.40588156,102.0794375,8.035161184,7.852057556,3.022661288,2.116622925,2.094650269,0.926132202,2.08770752,27.23333333,0.723333333,1,,7.282573384,225,,,,,0,7.438550551,,,,7.255446923,2.426050655,,,,,,
27.25,7.876810451,14.33352773,30.39710338,102.08975,8.034822103,7.846293182,3.023000369,2.116470337,2.094421387,0.926055908,2.08770752,27.25,0.725,1,,7.280097279,224,,,,,0,7.438108931,,,,7.24958001,2.426287196,,,,,,
27.26666667,7.871385159,14.35393265,30.40149243,102.0845938,8.034483022,7.845615021,3.024695773,2.116546631,2.094497681,0.92628479,2.087783813,27.26666667,0.726666667,1,,7.273854533,224,,,,,0,7.436952397,,,,7.248084396,2.427165148,,,,,,
27.28333333,7.871046078,14.35671514,30.38978847,102.0983438,8.034822103,7.845954102,3.02367853,2.116622925,2.094573975,0.92590332,2.087631226,27.28333333,0.728333333,1,,7.273314208,225,,,,,0,7.437090234,,,,7.248222232,2.425946661,,,,,,
27.3,7.87206332,14.35207766,30.38247378,102.1017813,8.035161184,7.851379395,3.023339449,2.116622925,2.094345093,0.926208496,2.087783813,27.3,0.73,1,,7.274471127,224,,,,,0,7.437568991,,,,7.253787202,2.425747257,,,,,,
27.31666667,7.871385159,14.3650626,30.38539963,102.1069375,8.034822103,7.845954102,3.023339449,2.116394043,2.094421387,0.926208496,2.08770752,27.31666667,0.731666667,1,,7.273273681,224,,,,,0,7.436710626,,,,7.247842624,2.425227972,,,,,,
27.33333333,7.871385159,14.38454003,30.37954796,102.1550625,8.033804861,7.845615021,3.024017611,2.116622925,2.094497681,0.926208496,2.087783813,27.33333333,0.733333333,1,,7.27241988,225,,,,,0,7.434839582,,,,7.246649742,2.425052333,,,,,,
27.35,7.872402401,14.35022266,30.38247378,102.1499063,8.034822103,7.845954102,3.024695773,2.116622925,2.094421387,0.92628479,2.087631226,27.35,0.735,1,,7.274887446,224,,,,,0,7.437307148,,,,7.248439147,2.427180818,,,,,,
27.36666667,7.873419643,14.36970009,30.36638223,102.1585,8.034483022,7.845615021,3.024695773,2.116699219,2.094573975,0.926208496,2.087631226,27.36666667,0.736666667,1,,7.274975964,224,,,,,0,7.436039343,,,,7.247171341,2.426252093,,,,,,
27.38333333,7.873419643,14.3418752,30.3634566,102.1585,8.028379568,7.84527594,3.024695773,2.116546631,2.094573975,0.92628479,2.087631226,27.38333333,0.738333333,1,,7.276113388,225,,,,,0,7.431073313,,,,7.247969685,2.427389518,,,,,,
27.4,7.871724239,14.36320761,30.37808507,102.14475,8.028379568,7.845615021,3.024356692,2.116470337,2.094345093,0.926361084,2.087631226,27.4,0.74,1,,7.273636538,224,,,,,0,7.430291867,,,,7.24752732,2.426268991,,,,,,
27.41666667,7.87613229,14.37526506,30.36053102,102.165375,8.021597952,7.846293182,3.024695773,2.116699219,2.094650269,0.926513672,2.087783813,27.41666667,0.741666667,1,,7.277413992,224,,,,,0,7.422879655,,,,7.247574885,2.425977475,,,,,,
27.43333333,7.878166775,14.36042512,30.35029173,102.151625,8.021937033,7.839511566,3.025373934,2.116699219,2.094573975,0.926513672,2.08770752,27.43333333,0.743333333,1,,7.279991583,225,,,,,0,7.423761842,,,,7.241336375,2.427198743,,,,,,
27.45,7.875793209,14.38732252,30.35906823,102.1585,8.015833578,7.839172485,3.025034854,2.116622925,2.094421387,0.926437378,2.08770752,27.45,0.745,1,,7.276562002,224,,,,,0,7.416602372,,,,7.239941279,2.425803647,,,,,,
27.46666667,7.878166775,14.35671514,30.3459036,102.1567813,8.010747366,7.839172485,3.024695773,2.116546631,2.094421387,0.926437378,2.08770752,27.46666667,0.746666667,1,,7.280113985,224,,,,,0,7.412694577,,,,7.241119696,2.426642983,,,,,,
27.48333333,7.871385159,14.38083004,30.34882901,102.1430313,8.010747366,7.839172485,3.025713015,2.116622925,2.094421387,0.926513672,2.08770752,27.48333333,0.748333333,1,,7.272349284,225,,,,,0,7.411711492,,,,7.24013661,2.42667714,,,,,,
27.5,7.87613229,14.35764263,30.36491941,102.1464688,8.011086447,7.839172485,3.026391177,2.116546631,2.094421387,0.92666626,2.087631226,27.5,0.75,1,,7.278180058,224,,,,,0,7.413134215,,,,7.241220254,2.428438945,,,,,,
27.51666667,7.874097805,14.34651268,30.33566492,102.137875,8.010408286,7.834425354,3.025713015,2.116470337,2.094497681,0.926513672,2.087783813,27.51666667,0.751666667,1,,7.276395047,224,,,,,0,7.412705528,,,,7.236722596,2.428010257,,,,,,
27.53333333,7.873758724,14.36320761,30.32250154,102.1395938,8.010747366,7.834425354,3.026052096,2.116470337,2.094421387,0.926513672,2.087783813,27.53333333,0.753333333,1,,7.275263845,225,,,,,0,7.412252487,,,,7.235930475,2.427557217,,,,,,
27.55,7.873080563,14.34929517,30.33712756,102.137875,8.016850821,7.834425354,3.025713015,2.116470337,2.094497681,0.92666626,2.08770752,27.55,0.755,1,,7.275272596,224,,,,,0,7.419042854,,,,7.236617387,2.427905049,,,,,,
27.56666667,7.87206332,14.35207766,30.3444409,102.1413125,8.021258871,7.834764435,3.025713015,2.116622925,2.094650269,0.92666626,2.08770752,27.56666667,0.756666667,1,,7.274193002,224,,,,,0,7.423388553,,,,7.236894116,2.427842697,,,,,,
27.58333333,7.871385159,14.36784509,30.32250154,102.1430313,8.02058071,7.834425354,3.026052096,2.116622925,2.094650269,0.926818848,2.087783813,27.58333333,0.758333333,1,,7.272697042,225,,,,,0,7.421892593,,,,7.235737237,2.427363979,,,,,,
27.6,7.872741482,14.37248258,30.31665137,102.137875,8.021258871,7.838833405,3.026730258,2.116470337,2.094421387,0.926742554,2.087631226,27.6,0.76,1,,7.273817148,224,,,,,0,7.422334537,,,,7.23990907,2.427805923,,,,,,
27.61666667,7.87206332,14.36877259,30.31372633,102.137875,8.028379568,7.839850647,3.026730258,2.116470337,2.094345093,0.926742554,2.087783813,27.61666667,0.761666667,1,,7.273272096,224,,,,,0,7.429588344,,,,7.241059423,2.427939033,,,,,,
27.63333333,7.866638027,14.36970009,30.31372633,102.124125,8.028379568,7.838833405,3.027069338,2.116622925,2.094345093,0.926971436,2.087783813,27.63333333,0.763333333,1,,7.267808152,225,,,,,0,7.429549692,,,,7.240003529,2.428239463,,,,,,
27.65,7.860195492,14.37804755,30.3239641,102.1138125,8.02905773,7.839172485,3.0277475,2.116699219,2.094573975,0.92666626,2.087631226,27.65,0.765,1,,7.261093,224,,,,,0,7.429955237,,,,7.240069993,2.428645007,,,,,,
27.66666667,7.861212735,14.3669176,30.31665137,102.131,8.02939681,7.839172485,3.027069338,2.116775513,2.094573975,0.926742554,2.08770752,27.66666667,0.766666667,1,,7.262520302,224,,,,,0,7.430704378,,,,7.240480053,2.428376906,,,,,,
27.68333333,7.8635863,14.34465769,30.31957643,102.1206875,8.028718649,7.839172485,3.028425662,2.116699219,2.094268799,0.926818848,2.087631226,27.68333333,0.768333333,1,,7.265842924,225,,,,,0,7.430975273,,,,7.241429109,2.430682286,,,,,,
27.7,7.8635863,14.34558518,30.32250154,102.1275625,8.028040487,7.839172485,3.027408419,2.116546631,2.094421387,0.927047729,2.08770752,27.7,0.77,1,,7.265825723,224,,,,,0,7.43027991,,,,7.241411908,2.429647842,,,,,,
27.71666667,7.855448361,14.37062758,30.3239641,102.1258438,8.028040487,7.839172485,3.027069338,2.116622925,2.094268799,0.926742554,2.087554932,27.71666667,0.771666667,1,,7.256655043,224,,,,,0,7.429247169,,,,7.240379167,2.42827602,,,,,,
27.73333333,7.85510928,14.37526506,30.35760546,102.165375,8.021597952,7.839511566,3.028764742,2.116699219,2.094345093,0.926971436,2.087631226,27.73333333,0.773333333,1,,7.256369548,225,,,,,0,7.422858219,,,,7.240771833,2.43002501,,,,,,
27.75,7.85510928,14.38639502,30.36491941,102.151625,8.021258871,7.845615021,3.028086581,2.116622925,2.094573975,0.926895142,2.087631226,27.75,0.775,1,,7.255959599,224,,,,,0,7.42210919,,,,7.246465339,2.428936899,,,,,,
27.76666667,7.851040311,14.37804755,30.36491941,102.1585,8.021258871,7.846293182,3.0277475,2.116546631,2.094497681,0.926971436,2.08770752,27.76666667,0.776666667,1,,7.252238276,224,,,,,0,7.422456836,,,,7.247491148,2.428945465,,,,,,
27.78333333,7.851718472,14.45317475,30.3751593,102.1430313,8.021597952,7.845615021,3.028086581,2.116546631,2.094573975,0.926895142,2.087631226,27.78333333,0.778333333,1,,7.249862991,225,,,,,0,7.41974247,,,,7.243759539,2.426231099,,,,,,
27.8,7.856804684,14.3659901,30.36638223,102.14475,8.016850821,7.846293182,3.028086581,2.116470337,2.094421387,0.926895142,2.087631226,27.8,0.78,1,,7.258515512,224,,,,,0,7.418561648,,,,7.24800401,2.429797408,,,,,,
27.81666667,7.856126523,14.35115016,30.39564038,102.1292813,8.015494498,7.851718475,3.029103823,2.116622925,2.094497681,0.926971436,2.08770752,27.81666667,0.781666667,1,,7.258669046,224,,,,,0,7.418037021,,,,7.254260999,2.431646347,,,,,,
27.83333333,7.856465603,14.37990255,30.3839367,102.1344375,8.01244277,7.851040314,3.028086581,2.116546631,2.094345093,0.926971436,2.087631226,27.83333333,0.783333333,1,,7.25772554,225,,,,,0,7.413702707,,,,7.252300251,2.429346518,,,,,,
27.85,7.856465603,14.37619256,30.39710338,102.1481875,8.011086447,7.852396637,3.028764742,2.116470337,2.094421387,0.927047729,2.08770752,27.85,0.785,1,,7.257976269,224,,,,,0,7.412597113,,,,7.253907303,2.430275408,,,,,,
27.86666667,7.854770199,14.38268503,30.4175863,102.1413125,8.010408286,7.852396637,3.028425662,2.116622925,2.094421387,0.927124023,2.08770752,27.86666667,0.786666667,1,,7.256160203,224,,,,,0,7.41179829,,,,7.253786641,2.429815665,,,,,,
27.88333333,7.856465603,14.37990255,30.42343888,102.1344375,8.009730124,7.846293182,3.029103823,2.116622925,2.094497681,0.927124023,2.08770752,27.88333333,0.788333333,1,,7.258014117,225,,,,,0,7.411278638,,,,7.247841696,2.430652337,,,,,,
27.9,7.85510928,14.37804755,30.43514446,102.1327188,8.006339316,7.84527594,3.028764742,2.116546631,2.094421387,0.927124023,2.087631226,27.9,0.79,1,,7.256820336,224,,,,,0,7.408050372,,,,7.246986995,2.430475798,,,,,,
27.91666667,7.863925381,14.36784509,30.42490204,102.1344375,8.006678397,7.845615021,3.028764742,2.116622925,2.094497681,0.927047729,2.087631226,27.91666667,0.791666667,1,,7.265986356,224,,,,,0,7.408739372,,,,7.247675996,2.430825718,,,,,,
27.93333333,7.862229977,14.38268503,30.4292916,102.1224063,8.011086447,7.845954102,3.029103823,2.116470337,2.094345093,0.927047729,2.08770752,27.93333333,0.793333333,1,,7.263705385,225,,,,,0,7.412561855,,,,7.247429509,2.430579231,,,,,,
27.95,7.858500088,14.37712006,30.42636522,102.1275625,8.015833578,7.844936859,3.028764742,2.116546631,2.094497681,0.927276611,2.087860107,27.95,0.795,1,,7.260185742,224,,,,,0,7.417519232,,,,7.246622513,2.430450396,,,,,,
27.96666667,7.860534573,14.37062758,30.41173386,102.1206875,8.015494498,7.846293182,3.029442904,2.116546631,2.094497681,0.927276611,2.087631226,27.96666667,0.796666667,1,,7.262383718,224,,,,,0,7.417343643,,,,7.248142327,2.431292049,,,,,,
27.98333333,7.862569058,14.36042512,30.41612317,102.1275625,8.016172659,7.845954102,3.029442904,2.116699219,2.094497681,0.927429199,2.08770752,27.98333333,0.798333333,1,,7.264874859,225,,,,,0,7.418478461,,,,7.248259903,2.431748706,,,,,,
28,7.863247219,14.36228012,30.42343888,102.1206875,8.01651174,7.839850647,3.029442904,2.116470337,2.094421387,0.927352905,2.087631226,28,0.8,1,,7.26552913,224,,,,,0,7.41879365,,,,7.242132557,2.431724814,,,,,,
28.01666667,7.860534573,14.37526506,30.41173386,102.110375,8.02058071,7.838494324,3.029442904,2.116470337,2.094268799,0.927352905,2.08770752,28.01666667,0.801666667,1,,7.262190692,224,,,,,0,7.422236828,,,,7.240150442,2.431099023,,,,,,
28.03333333,7.861212735,14.37155508,30.4307548,102.1258438,8.02058071,7.838833405,3.029103823,2.116546631,2.094345093,0.927352905,2.087631226,28.03333333,0.803333333,1,,7.26316197,225,,,,,0,7.422529945,,,,7.24078264,2.431053058,,,,,,
28.05,7.862569058,14.37248258,30.40588156,102.1086563,8.016172659,7.839511566,3.028764742,2.116546631,2.094573975,0.927429199,2.08770752,28.05,0.805,1,,7.264298277,224,,,,,0,7.417901879,,,,7.241240786,2.430493962,,,,,,
28.06666667,7.863247219,14.35115016,30.42051257,102.1138125,8.015833578,7.839511566,3.029781985,2.116546631,2.094497681,0.927658081,2.08770752,28.06666667,0.806666667,1,,7.265971021,224,,,,,0,7.41855738,,,,7.242235368,2.432505787,,,,,,
28.08333333,7.864264462,14.35671514,30.41319695,102.110375,8.015833578,7.839511566,3.030121066,2.116775513,2.094497681,0.927581787,2.087631226,28.08333333,0.808333333,1,,7.266703351,225,,,,,0,7.418272468,,,,7.241950455,2.432559955,,,,,,
28.1,7.856126523,14.37248258,30.41319695,102.1155313,8.015833578,7.839850647,3.029103823,2.116470337,2.094421387,0.927810669,2.087783813,28.1,0.81,1,,7.257909133,224,,,,,0,7.417616189,,,,7.241633257,2.430886434,,,,,,
28.11666667,7.855448361,14.37712006,30.40880769,102.110375,8.011425528,7.839172485,3.030460146,2.116470337,2.094573975,0.927810669,2.08770752,28.11666667,0.811666667,1,,7.257005907,224,,,,,0,7.412983074,,,,7.240730031,2.432017692,,,,,,
28.13333333,7.855448361,14.37433757,30.39856639,102.110375,8.010747366,7.839172485,3.030460146,2.116470337,2.094268799,0.927810669,2.087631226,28.13333333,0.813333333,1,,7.25704694,225,,,,,0,7.412345945,,,,7.240771064,2.432058725,,,,,,
28.15,7.856126523,14.35393265,30.41904943,102.1155313,8.010069205,7.834425354,3.030799227,2.116546631,2.094192505,0.928115845,2.087783813,28.15,0.815,1,,7.258723864,224,,,,,0,7.412666546,,,,7.237022695,2.433396569,,,,,,
28.16666667,7.856465603,14.37341007,30.40880769,102.1138125,8.011086447,7.834425354,3.031138308,2.116699219,2.094345093,0.927658081,2.08770752,28.16666667,0.816666667,1,,7.258177576,224,,,,,0,7.41279842,,,,7.236137326,2.432850281,,,,,,
28.18333333,7.85510928,14.36784509,30.42197572,102.1206875,8.010408286,7.834764435,3.031477389,2.116622925,2.094421387,0.928039551,2.087783813,28.18333333,0.818333333,1,,7.257148927,225,,,,,0,7.412447932,,,,7.236804081,2.433517035,,,,,,
28.2,7.855787442,14.36135262,30.4292916,102.1275625,8.011086447,7.834425354,3.030460146,2.116546631,2.094345093,0.927886963,2.08770752,28.2,0.82,1,,7.258150582,224,,,,,0,7.413449588,,,,7.236788494,2.432823287,,,,,,
28.21666667,7.856465603,14.35486015,30.44831392,102.1292813,8.015833578,7.829000061,3.031477389,2.116317749,2.094421387,0.927810669,2.087631226,28.21666667,0.821666667,1,,7.259237289,224,,,,,0,7.418605264,,,,7.231771747,2.434249075,,,,,,
28.23333333,7.856126523,14.35857013,30.4395342,102.1292813,8.01651174,7.829678223,3.031477389,2.116470337,2.094650269,0.927963257,2.087554932,28.23333333,0.823333333,1,,7.258680001,225,,,,,0,7.419065218,,,,7.232231701,2.434030867,,,,,,
28.25,7.851718472,14.36970009,30.44977724,102.1258438,8.015833578,7.829678223,3.03181647,2.116622925,2.094573975,0.928268433,2.087554932,28.25,0.825,1,,7.253883395,224,,,,,0,7.417998501,,,,7.231843145,2.433981392,,,,,,
28.26666667,7.851718472,14.36135262,30.44685061,102.1258438,8.016172659,7.829678223,3.031477389,2.116470337,2.094650269,0.928039551,2.087783813,28.26666667,0.826666667,1,,7.254209399,224,,,,,0,7.418663586,,,,7.23216915,2.433968316,,,,,,
28.28333333,7.851718472,14.37526506,30.45124057,102.1258438,8.011086447,7.830017303,3.032494631,2.116470337,2.094497681,0.928192139,2.087783813,28.28333333,0.828333333,1,,7.25366252,225,,,,,0,7.413030495,,,,7.231961352,2.434438679,,,,,,
28.3,7.852396634,14.35300515,30.45124057,102.1258438,8.011425528,7.829678223,3.032155551,2.116546631,2.094573975,0.928192139,2.08770752,28.3,0.83,1,,7.255266764,224,,,,,0,7.414295658,,,,7.232548353,2.435025681,,,,,,
28.31666667,7.852735715,14.36042512,30.4614841,102.124125,8.011086447,7.829678223,3.032155551,2.116470337,2.094345093,0.928192139,2.08770752,28.31666667,0.831666667,1,,7.255371594,224,,,,,0,7.413722327,,,,7.232314102,2.43479143,,,,,,
28.33333333,7.852057553,14.36877259,30.45709396,102.1017813,8.010408286,7.834086273,3.032494631,2.116546631,2.094421387,0.928039551,2.08770752,28.33333333,0.833333333,1,,7.254314279,225,,,,,0,7.412665011,,,,7.236342999,2.434751357,,,,,,
28.35,7.845275937,14.36877259,30.44099747,102.1138125,8.016172659,7.834764435,3.033172793,2.116470337,2.094497681,0.928192139,2.087783813,28.35,0.835,1,,7.247415553,224,,,,,0,7.418312275,,,,7.236904051,2.435312409,,,,,,
28.36666667,7.845615018,14.36320761,30.44685061,102.1052188,8.016172659,7.834425354,3.032833712,2.116622925,2.094345093,0.928268433,2.087783813,28.36666667,0.836666667,1,,7.248028767,224,,,,,0,7.418586409,,,,7.236839103,2.435247461,,,,,,
28.38333333,7.844258695,14.37341007,30.45124057,102.1275625,8.016172659,7.834425354,3.032833712,2.116470337,2.094573975,0.928344727,2.087631226,28.38333333,0.838333333,1,,7.246279916,225,,,,,0,7.418193881,,,,7.236446576,2.434854934,,,,,,
28.4,7.84629318,14.36784509,30.44685061,102.1258438,8.016172659,7.834764435,3.032833712,2.116622925,2.094345093,0.928268433,2.087783813,28.4,0.84,1,,7.248513985,224,,,,,0,7.418393464,,,,7.23698524,2.435054517,,,,,,
28.41666667,7.845275937,14.38175754,30.44685061,102.1292813,8.022615194,7.836120758,3.032833712,2.116546631,2.094192505,0.928497314,2.08770752,28.41666667,0.841666667,1,,7.24691791,224,,,,,0,7.424257168,,,,7.237762731,2.434475685,,,,,,
28.43333333,7.844597776,14.37155508,30.42636522,102.1224063,8.021937033,7.839850647,3.033172793,2.116470337,2.094497681,0.928344727,2.087631226,28.43333333,0.843333333,1,,7.24651502,225,,,,,0,7.423854277,,,,7.241767892,2.435090038,,,,,,
28.45,7.844597776,14.37248258,30.42636522,102.1155313,8.021258871,7.838833405,3.033511874,2.116699219,2.094497681,0.928497314,2.087783813,28.45,0.845,1,,7.246476422,224,,,,,0,7.423137517,,,,7.240712051,2.43539052,,,,,,
28.46666667,7.845615018,14.36877259,30.41612317,102.1189688,8.021258871,7.838833405,3.033172793,2.116470337,2.094421387,0.928573608,2.087631226,28.46666667,0.846666667,1,,7.24757339,224,,,,,0,7.423217244,,,,7.240791777,2.435131165,,,,,,
28.48333333,7.84663226,14.36413511,30.4000294,102.11725,8.021597952,7.839850647,3.033850955,2.116622925,2.094497681,0.928573608,2.08770752,28.48333333,0.848333333,1,,7.248666245,225,,,,,0,7.423631937,,,,7.241884632,2.435884939,,,,,,
28.5,7.851040311,14.37062758,30.40149243,102.1206875,8.028718649,7.839172485,3.033850955,2.116546631,2.094268799,0.928726196,2.087631226,28.5,0.85,1,,7.252814703,224,,,,,0,7.430493041,,,,7.240946878,2.435625347,,,,,,
28.51666667,7.851718472,14.36135262,30.39856639,102.1224063,8.02939681,7.834764435,3.033850955,2.116470337,2.094497681,0.92880249,2.08770752,28.51666667,0.851666667,1,,7.253857612,224,,,,,0,7.43153595,,,,7.236903575,2.435990094,,,,,,
28.53333333,7.852057553,14.36877259,30.38539963,102.1224063,8.02905773,7.834425354,3.033850955,2.116394043,2.094345093,0.92880249,2.087783813,28.53333333,0.853333333,1,,7.253791605,225,,,,,0,7.430791781,,,,7.236159406,2.435585006,,,,,,
28.55,7.851718472,14.36877259,30.37954796,102.1224063,8.028718649,7.834425354,3.034190035,2.116470337,2.094497681,0.928955078,2.08770752,28.55,0.855,1,,7.253409742,224,,,,,0,7.430409919,,,,7.236116624,2.435881305,,,,,,
28.56666667,7.852396634,14.36042512,30.3839367,102.124125,8.02091979,7.829000061,3.033850955,2.116546631,2.094573975,0.92880249,2.087631226,28.56666667,0.856666667,1,,7.254467558,224,,,,,0,7.422990714,,,,7.231070985,2.435921878,,,,,,
28.58333333,7.851379391,14.37155508,30.37077073,102.1292813,8.028718649,7.829000061,3.033850955,2.116546631,2.094421387,0.928726196,2.087554932,28.58333333,0.858333333,1,,7.252890582,225,,,,,0,7.430229839,,,,7.230511252,2.435362145,,,,,,
28.6,7.852396634,14.3669176,30.36784505,102.1292813,8.028718649,7.832051788,3.034190035,2.116699219,2.094573975,0.928726196,2.087554932,28.6,0.86,1,,7.25407954,224,,,,,0,7.430401555,,,,7.233734694,2.435872942,,,,,,
28.61666667,7.850362149,14.3650626,30.36930788,102.1258438,8.028718649,7.834425354,3.034190035,2.116622925,2.094345093,0.92918396,2.08770752,28.61666667,0.861666667,1,,7.25213301,224,,,,,0,7.43048951,,,,7.236196215,2.435960897,,,,,,
28.63333333,7.845615018,14.36413511,30.36491941,102.137875,8.028718649,7.834425354,3.034529116,2.116546631,2.094116211,0.929260254,2.08770752,28.63333333,0.863333333,1,,7.247392394,225,,,,,0,7.430496025,,,,7.23620273,2.436306493,,,,,,
28.65,7.845275937,14.36970009,30.36491941,102.124125,8.028718649,7.834086273,3.034190035,2.116546631,2.094497681,0.929260254,2.087631226,28.65,0.865,1,,7.246821549,224,,,,,0,7.430264261,,,,7.235631885,2.435735647,,,,,,
28.66666667,7.84629318,14.35671514,30.3634566,102.137875,8.028718649,7.834425354,3.034190035,2.116622925,2.094573975,0.92918396,2.08770752,28.66666667,0.866666667,1,,7.248368875,224,,,,,0,7.430794344,,,,7.23650105,2.436265731,,,,,,
28.68333333,7.838833402,14.37155508,30.36784505,102.137875,8.028718649,7.834425354,3.034190035,2.116546631,2.094497681,0.929107666,2.087478638,28.68333333,0.868333333,1,,7.240323178,225,,,,,0,7.430208425,,,,7.23591513,2.435679811,,,,,,
28.7,7.838833402,14.36413511,30.36638223,102.1361563,8.021597952,7.834764435,3.034529116,2.116546631,2.094573975,0.929412842,2.087783813,28.7,0.87,1,,7.240621483,224,,,,,0,7.423386033,,,,7.236552516,2.436317197,,,,,,
28.71666667,7.84629318,14.35393265,30.37369644,102.1344375,8.022276114,7.839172485,3.034868197,2.116546631,2.094268799,0.92918396,2.087554932,28.71666667,0.871666667,1,,7.248559622,224,,,,,0,7.424542556,,,,7.241438928,2.43713464,,,,,,
28.73333333,7.839511564,14.36042512,30.3561427,102.131,8.022276114,7.839850647,3.034190035,2.116470337,2.094497681,0.929260254,2.087631226,28.73333333,0.873333333,1,,7.241379216,225,,,,,0,7.424143766,,,,7.2417183,2.436057688,,,,,,
28.75,7.838833402,14.36320761,30.37077073,102.1361563,8.021597952,7.834425354,3.034868197,2.116546631,2.094345093,0.929412842,2.087631226,28.75,0.875,1,,7.240692214,224,,,,,0,7.423456764,,,,7.236284166,2.436727009,,,,,,
28.76666667,7.845275937,14.35578764,30.34882901,102.1344375,8.01651174,7.834425354,3.034868197,2.116546631,2.094421387,0.929412842,2.087631226,28.76666667,0.876666667,1,,7.247283207,224,,,,,0,7.41851901,,,,7.236432624,2.436875467,,,,,,
28.78333333,7.845275937,14.36228012,30.35029173,102.1258438,8.015833578,7.834425354,3.034529116,2.116470337,2.094421387,0.929794312,2.087631226,28.78333333,0.878333333,1,,7.247023477,225,,,,,0,7.417581119,,,,7.236172894,2.436276657,,,,,,
28.8,7.845615018,14.36413511,30.34882901,102.1327188,8.011764609,7.834764435,3.034529116,2.116546631,2.094268799,0.929718018,2.087783813,28.8,0.88,1,,7.247274573,224,,,,,0,7.413424164,,,,7.23642399,2.436188671,,,,,,
